id,Review,Sentence Component,aspect_text,aspect,sentiment_text,sentiment
1,bài tập cho cho đa dạng để sinh viên dễ dàng tiếp thu được nhiều loại bài tập và kiến thức khác nhau .,bài tập cho cho đa dạng để sinh viên dễ dàng tiếp thu được nhiều loại bài tập và kiến thức khác nhau,bài tập cho cho đa dạng để sinh viên dễ dàng tiếp thu được nhiều loại bài tập và kiến thức khác nhau,Test and evaluation,đa dạng để sinh viên dễ dàng tiếp thu được nhiều loại,Positive
2,đôi lúc giảng viên nói quá nhỏ không thể nghe thấy rõ .,đôi lúc giảng viên nói quá nhỏ không thể nghe thấy rõ,giảng viên nói quá nhỏ không thể nghe thấy rõ,Teaching quality,nói quá nhỏ không thể nghe thấy rõ,Negative
3,không nên quá chú trọng vào việc dạy học chạy kịp chương trình để thi mà quên đi khả năng tiếp thu của sinh viên .,không nên quá chú trọng vào việc dạy học chạy kịp chương trình để thi mà quên đi khả năng tiếp thu của sinh viên,chú trọng vào việc dạy học chạy kịp chương trình để thi mà quên đi khả năng tiếp thu của sinh viên,Teaching quality,không nên quá chú trọng,Negative
4,thầy chấm và nhận xét đồ án rất chính xác .,thầy chấm và nhận xét đồ án rất chính xác,chấm và nhận xét đồ án,Test and evaluation,chính xác,Positive
5,"cô dạy rất hay , kỹ và nhiệt huyết .","cô dạy rất hay , kỹ và nhiệt huyết",dạy,Teaching quality,"hay , kỹ và nhiệt huyết",Positive
6,dễ buồn ngủ .,dễ buồn ngủ,dễ buồn ngủ,Teaching quality,dễ buồn ngủ,Negative
7,"phòng thưc hành cần thường xuyên vệ sinh , sửa chữa thiết bị , bị lỏng , đứt , hay hư hỏng .","phòng thưc hành cần thường xuyên vệ sinh , sửa chữa thiết bị , bị lỏng , đứt , hay hư hỏng",phòng thưc hành,Learning environment,"cần thường xuyên vệ sinh , sửa chữa thiết bị , bị lỏng , đứt , hay hư hỏng",Negative
8,tích cực .,tích cực,tích cực,General review,tích cực,Positive
9,"tận tâm , nhiệt tình , tiết học vui vẻ dễ tiếp thu .",tận tâm,tận tâm,Support from lecturers,tận tâm,Positive
9,"tận tâm , nhiệt tình , tiết học vui vẻ dễ tiếp thu .",nhiệt tình,nhiệt tình,Support from lecturers,nhiệt tình,Positive
9,"tận tâm , nhiệt tình , tiết học vui vẻ dễ tiếp thu .",tiết học vui vẻ dễ tiếp thu,tiết học,Teaching quality,vui vẻ dễ tiếp thu,Positive
10,"giảng viên thường xuyên trao đổi tài liệu học tập , giảng viên tích cực .",giảng viên thường xuyên trao đổi tài liệu học tập,trao đổi tài liệu học tập,Support from lecturers,thường xuyên,Positive
10,"giảng viên thường xuyên trao đổi tài liệu học tập , giảng viên tích cực .",giảng viên tích cực,giảng viên tích cực,Support from lecturers,tích cực,Positive
11,sự nhiệt tình và tâm huyết khi giảng dạy của cô .,sự nhiệt tình và tâm huyết khi giảng dạy của cô,giảng dạy,Teaching quality,nhiệt tình và tâm huyết,Positive
12,sự tận tâm .,sự tận tâm,tận tâm,Support from lecturers,tận tâm,Positive
13,nhưng vẫn đạt điểm cao .,nhưng vẫn đạt điểm cao,đạt điểm cao,Test and evaluation,đạt điểm cao,Positive
14,đúng như vậy luôn hi hi .,đúng như vậy luôn hi hi,đúng như vậy luôn,General review,đúng như vậy,Neutral
15,phần thi nói giữa các lớp không thống nhất về hình thức và nội dung .,phần thi nói giữa các lớp không thống nhất về hình thức và nội dung,phần thi nói giữa các lớp không thống nhất về hình thức và nội dung,Test and evaluation,không thống nhất,Negative
16,"nếu em muốn học , em sẽ lên lớp học .","nếu em muốn học , em sẽ lên lớp học","nếu em muốn học , em sẽ lên lớp học",General review,nếu em muốn,Neutral
17,"vui vẻ , giảng dạy tận tình .",vui vẻ,vui vẻ,Support from lecturers,vui vẻ,Positive
