"id","Review","Sentence Component","aspect_text","aspect","sentiment_text","sentiment"
"1","cô giảng bài quá nhanh , nhiều sinh viên đã bỏ cuộc khi bài bị lướt quá nhanh .","cô giảng bài quá nhanh , nhiều sinh viên đã bỏ cuộc khi bài bị lướt quá nhanh","cô giảng bài ","Teaching quality","quá nhanh , nhiều sinh viên đã bỏ cuộc","Negative"
"2","có 3 vấn đề tôi không hài lòng và rất là bức xúc về giảng viên .","có 3 vấn đề tôi không hài lòng và rất là bức xúc về giảng viên","về giảng viên","General review","không hài lòng và rất là bức xúc ","Negative"
"3","học được nhiều kỹ năng mới và hay .","học được nhiều kỹ năng mới và hay","học được nhiều kỹ năng mới và hay","General review","học được nhiều kỹ năng mới và hay","Positive"
"4","cô dễ thương , giảng dễ hiểu và tận tình .","cô dễ thương","cô dễ thương","General review","dễ thương","Positive"
"4","cô dễ thương , giảng dễ hiểu và tận tình ."," giảng dễ hiểu và tận tình","giảng","Teaching quality","dễ hiểu và tận tình","Positive"
"5","tuyệt .","tuyệt","tuyệt","General review","tuyệt","Positive"
"6","thầy dạy dễ hiểu , hướng dẫn bài tập đầy đủ .","thầy dạy dễ hiểu","thầy dạy","Teaching quality","dễ hiểu","Positive"
"6","thầy dạy dễ hiểu , hướng dẫn bài tập đầy đủ ."," hướng dẫn bài tập đầy đủ","hướng dẫn bài tập","Support from lecturers","đầy đủ","Positive"
"7","em không hài lòng khi đề thi kết thúc môn phần thực hành thầy cho quá khó so với các lớp khác em kiến nghị doubledot hoặc nâng cao chất lượng đề thi của tất cả giảng viên , hoặc thầy giảm độ khó của thầy lại kính chào và kính gửi .","em không hài lòng khi đề thi kết thúc môn phần thực hành thầy cho quá khó so với các lớp khác ","đề thi kết thúc môn phần thực hành","Test and evaluation","thầy cho quá khó so với các lớp khác ","Negative"
"7","em không hài lòng khi đề thi kết thúc môn phần thực hành thầy cho quá khó so với các lớp khác em kiến nghị doubledot hoặc nâng cao chất lượng đề thi của tất cả giảng viên , hoặc thầy giảm độ khó của thầy lại kính chào và kính gửi .","em kiến nghị doubledot hoặc nâng cao chất lượng đề thi của tất cả giảng viên , hoặc thầy giảm độ khó của thầy lại kính chào và kính gửi","em kiến nghị doubledot hoặc nâng cao chất lượng đề thi của tất cả giảng viên , hoặc thầy giảm độ khó của thầy lại","Test and evaluation","em kiến nghị doubledot hoặc nâng cao chất lượng đề thi của tất cả giảng viên , hoặc thầy giảm độ khó của thầy lại","Neutral"
"8","không up tài liệu lên moodle .","không up tài liệu lên moodle ","up tài liệu lên moodle","Support from lecturers","không","Negative"
"9","thầy dạy rất hay , rất tốt với sinh viên .","thầy dạy rất hay","thầy dạy","Teaching quality"," rất hay","Positive"
"9","thầy dạy rất hay , rất tốt với sinh viên ."," rất tốt với sinh viên","rất tốt với sinh viên","General review"," rất tốt với sinh viên","Positive"
"10","thầy cho thời gian deadline lâu sinh viên rất thích .","thầy cho thời gian deadline lâu sinh viên rất thích","thầy cho thời gian deadline","Workload"," thời gian deadline lâu sinh viên rất thích","Positive"
"11","thầy thường chia sẻ rất nhiều bài viết , nghiên cứu khoa học , và các sản phẩm ứng dụng mà thầy thực hiện .","thầy thường chia sẻ rất nhiều bài viết , nghiên cứu khoa học , và các sản phẩm ứng dụng mà thầy thực hiện","thầy thường chia sẻ rất nhiều bài viết , nghiên cứu khoa học , và các sản phẩm ứng dụng mà thầy thực hiện","Teaching quality","thầy thường chia sẻ rất nhiều bài viết , nghiên cứu khoa học , và các sản phẩm ứng dụng mà thầy thực hiện","Neutral"
"12","dạy tốt , dạy hay .","dạy tốt","dạy ","Teaching quality","tốt","Positive"
"12","dạy tốt , dạy hay ."," dạy hay","dạy","Teaching quality","hay","Positive"
"13","thầy wzjwz268 không truyền đạt những kiến thức cần thiết quan trọng mà trình bày nhiều thứ , cũng có thể là do đặt tính môn học .","thầy wzjwz268 không truyền đạt những kiến thức cần thiết quan trọng mà trình bày nhiều thứ , cũng có thể là do đặt tính môn học","thầy wzjwz268 ","Teaching quality","không truyền đạt những kiến thức cần thiết quan trọng mà trình bày nhiều thứ ","Negative"
"14","các ví dụ giáo viên đưa ra trong tiết học giúp sinh viên dễ hiểu được bài học .","các ví dụ giáo viên đưa ra trong tiết học giúp sinh viên dễ hiểu được bài học ","các ví dụ giáo viên đưa ra trong tiết học","Teaching quality"," giúp sinh viên dễ hiểu được bài học","Positive"
"15","tạo động lực cho học sinh học tập .","tạo động lực cho học sinh học tập","tạo động lực cho học sinh học tập","Support from lecturers","tạo động lực","Positive"
"16","thầy dạy nhiệt tình và rất hay .","thầy dạy nhiệt tình và rất hay","thầy dạy ","Teaching quality"," nhiệt tình và rất hay","Positive"
"17","thầy dạy hay , nhiệt tình và vui tính .","thầy dạy hay , nhiệt tình và vui tính","thầy dạy","Teaching quality"," hay , nhiệt tình và vui tính","Positive"
"18","và vui tính .","và vui tính","và vui tính","General review","vui tính","Positive"
"19","thầy dạy rất tốt , truyền đạt kiến thức đầy đủ .","thầy dạy rất tốt","thầy dạy","Teaching quality"," rất tốt ","Positive"
"19","thầy dạy rất tốt , truyền đạt kiến thức đầy đủ .","truyền đạt kiến thức đầy đủ","truyền đạt kiến thức","Teaching quality"," đầy đủ","Positive"
"20","trễ giờ .","trễ giờ","trễ giờ","Organization and management","trễ giờ","Negative"
"21","đôi khi cô hơi hình thức hóa một số vấn đề .","đôi khi cô hơi hình thức hóa một số vấn đề","cô ","Teaching quality","đôi khi cô hơi hình thức hóa một số vấn đề","Negative"
"22","giảng viên nhiệt tình , bài tập đa dạng , tạo nhiều hình thức hứng thú khi học .","giảng viên nhiệt tình","giảng viên ","Teaching quality","nhiệt tình","Positive"
"22","giảng viên nhiệt tình , bài tập đa dạng , tạo nhiều hình thức hứng thú khi học ."," bài tập đa dạng","bài tập ","Workload","đa dạng","Positive"
"22","giảng viên nhiệt tình , bài tập đa dạng , tạo nhiều hình thức hứng thú khi học .","tạo nhiều hình thức hứng thú khi học","tạo nhiều hình thức hứng thú khi học","Teaching quality"," hứng thú khi học","Positive"
"23","cần thêm những môn liên hệ đến thực tiễn nhiều hơn .","cần thêm những môn liên hệ đến thực tiễn nhiều hơn "," những môn liên hệ đến thực tiễn","Course information","cần thêm","Neutral"
"24","thầy dạy rất rõ ràng , dễ hiểu .","thầy dạy rất rõ ràng , dễ hiểu","thầy dạy","Teaching quality","rất rõ ràng , dễ hiểu","Positive"
"25","cũng được .","cũng được","cũng được","General review","cũng được","Neutral"
"26","loa và micro còn gặp nhiều sự cố trong quá trình giảng dạy , đặc biệt là kỹ năng nghe .","loa và micro còn gặp nhiều sự cố trong quá trình giảng dạy , đặc biệt là kỹ năng nghe","loa và micro ","Learning environment","còn gặp nhiều sự cố trong quá trình giảng dạy , đặc biệt là kỹ năng nghe","Negative"
"27","một số bài lab có nội dung lý thuyết trong các bài lab cung cấp trễ hơn so với nội dung lab .","một số bài lab có nội dung lý thuyết trong các bài lab cung cấp trễ hơn so với nội dung lab","một số bài lab có nội dung lý thuyết trong các bài lab","Course information","cung cấp trễ hơn so với nội dung lab","Negative"
"28","cô dạy rất tận tâm , nhiệt tình .","cô dạy rất tận tâm , nhiệt tình ","cô dạy","Teaching quality","rất tận tâm , nhiệt tình","Positive"
"29","cách thầy dạy rất hiệu quả , dễ hiểu .","cách thầy dạy rất hiệu quả , dễ hiểu","cách thầy dạy","Teaching quality","rất hiệu quả , dễ hiểu","Positive"
"30","dạy chắc là hơi nhanh .","dạy chắc là hơi nhanh","dạy","Teaching quality","hơi nhanh","Negative"
"31","giảng hơi buồn ngủ .","giảng hơi buồn ngủ","giảng","Teaching quality","hơi buồn ngủ","Negative"
"32","thầy cho slide , textbook , bài tập để nghiên cứu và học tập rất đầy đủ cho sinh viên .","thầy cho slide , textbook , bài tập để nghiên cứu và học tập rất đầy đủ cho sinh viên","thầy cho slide , textbook , bài tập để nghiên cứu và học tập","Support from lecturers","rất đầy đủ ","Positive"
"33","thầy tận tâm , dạy hết tất cả mọi thứ mà thầy có .","thầy tận tâm","thầy ","Teaching quality"," tận tâm","Positive"
"33","thầy tận tâm , dạy hết tất cả mọi thứ mà thầy có .","dạy hết tất cả mọi thứ mà thầy có","dạy","Teaching quality","hết tất cả mọi thứ mà thầy có","Positive"
"34","nên giảng dạy nhiều hơn , thầy viết bảng nhiều gây sự nhàm chán cho sinh viên , vì thiếu tương tác giữa giảng viên và sinh viên !","nên giảng dạy nhiều hơn , thầy viết bảng nhiều gây sự nhàm chán cho sinh viên , vì thiếu tương tác giữa giảng viên và sinh viên ","nên giảng dạy nhiều hơn , thầy viết bảng nhiều gây sự nhàm chán cho sinh viên","Teaching quality"," thầy viết bảng nhiều gây sự nhàm chán cho sinh viên , vì thiếu tương tác giữa giảng viên và sinh viên","Negative"
"35","tạm .","tạm ","tạm ","General review","tạm ","Neutral"
"36","truyền đạt bài học .","truyền đạt bài học","truyền đạt bài học","Teaching quality","truyền đạt bài học","Neutral"
"37","nhiệt tình giải đáp thắc mắc của sinh viên .","nhiệt tình giải đáp thắc mắc của sinh viên","giải đáp thắc mắc của sinh viên","Support from lecturers","nhiệt tình","Positive"
"38","giọng của cô hơi khó nghe .","giọng của cô hơi khó nghe","giọng của cô","General review"," hơi khó nghe","Negative"
"39","thầy dạy quá nhanh , không theo nội dung cụ thể .","thầy dạy quá nhanh , không theo nội dung cụ thể ","thầy dạy ","Teaching quality","quá nhanh , không theo nội dung cụ thể ","Negative"
"40","giáo viên thực hành chưa thật sự giảng dạy hết mình , hầu như để sinh viên tự nghiên cứu không chỉ gì hết !","giáo viên thực hành chưa thật sự giảng dạy hết mình , hầu như để sinh viên tự nghiên cứu không chỉ gì hết","giáo viên thực hành chưa thật sự giảng dạy hết mình","Teaching quality","chưa thật sự giảng dạy hết mình , hầu như để sinh viên tự nghiên cứu không chỉ gì hết","Negative"
"41","giảng viên dạy nhiệt tình , giải đáp cặn kẽ các thắc mắc của sinh viên , luôn bám sát và tích cực hỗ trợ sinh viên khi gặp khó khăn trong quá trình hoàn thành đồ án môn học .","giảng viên dạy nhiệt tình","giảng viên dạy ","Teaching quality","nhiệt tình","Positive"
"41","giảng viên dạy nhiệt tình , giải đáp cặn kẽ các thắc mắc của sinh viên , luôn bám sát và tích cực hỗ trợ sinh viên khi gặp khó khăn trong quá trình hoàn thành đồ án môn học .","giải đáp cặn kẽ các thắc mắc của sinh viên ","giải đáp cặn kẽ các thắc mắc của sinh viên ","Support from lecturers","giải đáp cặn kẽ ","Positive"
"41","giảng viên dạy nhiệt tình , giải đáp cặn kẽ các thắc mắc của sinh viên , luôn bám sát và tích cực hỗ trợ sinh viên khi gặp khó khăn trong quá trình hoàn thành đồ án môn học .","luôn bám sát và tích cực hỗ trợ sinh viên khi gặp khó khăn trong quá trình hoàn thành đồ án môn học","luôn bám sát và tích cực hỗ trợ sinh viên","Support from lecturers","luôn bám sát và tích cực hỗ trợ sinh viên","Positive"
"42","giọng thầy hơi khó nghe ạ .","giọng thầy hơi khó nghe ạ ","giọng thầy ","General review","hơi khó nghe","Negative"
"43","có thể trao đổi thắc mắc với thầy một cách thoải mái , không gây áp lực .","có thể trao đổi thắc mắc với thầy một cách thoải mái , không gây áp lực","có thể trao đổi thắc mắc với thầy một cách thoải mái , không gây áp lực","General review","có thể trao đổi thắc mắc với thầy một cách thoải mái , không gây áp lực","Positive"
"44","giáo viên rất nhiệt huyết .","giáo viên rất nhiệt huyết","giáo viên","Teaching quality","rất nhiệt huyết","Positive"
"45","yêu cầu sinh viên tự học , tự chuẩn bị .","yêu cầu sinh viên tự học , tự chuẩn bị","yêu cầu sinh viên tự học , tự chuẩn bị","Course information","yêu cầu sinh viên tự học , tự chuẩn bị","Neutral"
"46","khiến sinh viên mơ hồ về môn này .","khiến sinh viên mơ hồ về môn này","khiến sinh viên mơ hồ về môn này","General review"," mơ hồ","Negative"
"47","theo chủ quan của cá nhân tôi cô wzjwz248 là người truyền đạt kiến thức tốt nhất từ trước tới giờ so với những giảng viên mà tôi từng biết .","theo chủ quan của cá nhân tôi cô wzjwz248 là người truyền đạt kiến thức tốt nhất từ trước tới giờ so với những giảng viên mà tôi từng biết","cô wzjwz248 ","Teaching quality"," là người truyền đạt kiến thức tốt nhất từ trước tới giờ so với những giảng viên mà tôi từng biết","Positive"
"48","cần thêm nhiều tiết học hơn .","cần thêm nhiều tiết học hơn","tiết học","Course information","cần thêm nhiều tiết học hơn","Neutral"
"49","nếu được , nên giành thời gian làm đồ án tại giờ thực hành , không cần phải về nhà làm .","nếu được , nên giành thời gian làm đồ án tại giờ thực hành , không cần phải về nhà làm","nếu được , nên giành thời gian làm đồ án tại giờ thực hành , không cần phải về nhà làm","Organization and management","nếu được , nên giành thời gian làm đồ án tại giờ thực hành , không cần phải về nhà làm","Neutral"
"50","cô giảng dạy nhiệt tình và dễ hiểu .","cô giảng dạy nhiệt tình và dễ hiểu","cô giảng dạy","Teaching quality"," nhiệt tình và dễ hiểu","Positive"
"51","thầy giảng nhiệt tình , dễ hiểu , luôn tạo ra các hoạt động hỏi - đáp để giúp tăng khả năng xử lý tình huống , sự sáng tạo của sinh viên .","thầy giảng nhiệt tình , dễ hiểu , luôn tạo ra các hoạt động hỏi - đáp để giúp tăng khả năng xử lý tình huống , sự sáng tạo của sinh viên","thầy giảng","Teaching quality","nhiệt tình , dễ hiểu , luôn tạo ra các hoạt động hỏi - đáp để giúp tăng khả năng xử lý tình huống , sự sáng tạo của sinh viên","Positive"
"52","thầy dạy tốt , ngoài việc dạy những kiến thức chuyên nghành cho sinh viên thầy còn nói về các kỹ năng khác như cách đọc papers , công việc , công nghệ mới .","thầy dạy tốt","thầy dạy","Teaching quality"," tốt","Positive"
