"id","Review","Sentence Component","aspect_text","aspect","sentiment_text","sentiment"
"1","nhiều bài quá .","nhiều bài quá ","nhiều bài","Workload","nhiều bài quá","Negative"
"2","phương pháp dạy của thầy hay khiến sinh viên chủ động và tránh sinh viên ngủ trong lớp .","phương pháp dạy của thầy hay khiến sinh viên chủ động và tránh sinh viên ngủ trong lớp","phương pháp dạy của thầy ","Teaching quality","hay khiến sinh viên chủ động và tránh sinh viên ngủ trong lớp","Positive"
"3","thầy giảng dạy nhiệt tình , tương tác rất hiệu quả , cung cấp nền tảng kiến thức rõ ràng , vững vàng cho lớp .","thầy giảng dạy nhiệt tình","thầy giảng dạy","Teaching quality","nhiệt tình","Positive"
"3","thầy giảng dạy nhiệt tình , tương tác rất hiệu quả , cung cấp nền tảng kiến thức rõ ràng , vững vàng cho lớp .","tương tác rất hiệu quả","tương tác","Teaching quality","rất hiệu quả","Positive"
"3","thầy giảng dạy nhiệt tình , tương tác rất hiệu quả , cung cấp nền tảng kiến thức rõ ràng , vững vàng cho lớp .","cung cấp nền tảng kiến thức rõ ràng , vững vàng cho lớp","cung cấp nền tảng kiến thức","Teaching quality","rõ ràng , vững vàng cho lớp","Positive"
"4","thầy nói chuyện chưa nghe rõ cho lắm .","thầy nói chuyện chưa nghe rõ cho lắm","thầy nói chuyện","Teaching quality"," chưa nghe rõ cho lắm","Negative"
"5","thầy chỉ làm việc của thầy .","thầy chỉ làm việc của thầy","thầy chỉ làm việc của thầy","Teaching quality","chỉ làm việc của thầy","Negative"
"6","đôi lúc sợ sợ thầy colonsad .","đôi lúc sợ sợ thầy colonsad","thầy","Teaching quality","sợ sợ ","Negative"
"7","chúc thầy nhiều sức khỏe !","chúc thầy nhiều sức khỏe ","chúc thầy nhiều sức khỏe","General review","chúc thầy nhiều sức khỏe","Positive"
"8","thầy dạy dễ hiểu , nhiệt tình .","thầy dạy dễ hiểu , nhiệt tình","thầy dạy","Teaching quality","dễ hiểu , nhiệt tình","Positive"
"9","ít được giao tiếp với giảng viên , giảng viên ít khi lên lớp .","ít được giao tiếp với giảng viên","giảng viên","Teaching quality","ít được giao tiếp","Negative"
"9","ít được giao tiếp với giảng viên , giảng viên ít khi lên lớp .","giảng viên ít khi lên lớp ","giảng viên","Teaching quality","ít khi lên lớp ","Negative"
"10","cách dạy hoàn toàn không phù hợp ( giảng viên tuy có kiến thức nhưng không có cách truyền đạt ) .","cách dạy hoàn toàn không phù hợp ( giảng viên tuy có kiến thức nhưng không có cách truyền đạt )","giảng viên","Teaching quality","cách dạy hoàn toàn không phù hợp ( giảng viên tuy có kiến thức nhưng không có cách truyền đạt )","Negative"
"11","giảng viên dạy hay , thu hút , tận tâm với sinh viên .","giảng viên dạy hay , thu hút , tận tâm với sinh viên","giảng viên","Teaching quality","dạy hay , thu hút , tận tâm với sinh viên","Positive"
"12","thầy dạy tốt em thích thầy .","thầy dạy tốt em thích thầy","thầy dạy","Teaching quality","thầy dạy tốt em thích thầy","Positive"
"13","môn học còn khá nặng nề , không ứng dụng thực tiễn cũng như không phục vụ cho chuyên nghành , theo em nghĩ , môn giải tích thật sự không cần thiết lắm .","môn học còn khá nặng nề , không ứng dụng thực tiễn cũng như không phục vụ cho chuyên nghành","môn học","Course information","còn khá nặng nề , không ứng dụng thực tiễn cũng như không phục vụ cho chuyên nghành","Negative"
"13","môn học còn khá nặng nề , không ứng dụng thực tiễn cũng như không phục vụ cho chuyên nghành , theo em nghĩ , môn giải tích thật sự không cần thiết lắm .","theo em nghĩ , môn giải tích thật sự không cần thiết lắm","môn giải tích","Course information","thật sự không cần thiết lắm","Negative"
"14","có vài máy hư trong phòng thực hành , cần khắc phục lại .","có vài máy hư trong phòng thực hành , cần khắc phục lại","máy hư trong phòng thực hành","Learning environment","hư","Negative"
"15","giảng viên có khả năng truyền đạt cực tốt , em cực thích .","giảng viên có khả năng truyền đạt cực tốt , em cực thích","giảng viên ","Teaching quality","có khả năng truyền đạt cực tốt , em cực thích","Positive"
"16","cần theo dõi sinh viên kỹ càng hơn , điểm danh thường xuyên .","cần theo dõi sinh viên kỹ càng hơn , điểm danh thường xuyên","cần theo dõi sinh viên kỹ càng hơn , điểm danh thường xuyên","Support from lecturers","cần theo dõi sinh viên kỹ càng hơn , điểm danh thường xuyên","Negative"
"17","chương trình học về môn học này rất hợp lý cho sinh viên .","chương trình học về môn học này rất hợp lý cho sinh viên","chương trình học về môn học này rất hợp lý cho sinh viên","General review","chương trình học về môn học này rất hợp lý cho sinh viên","Positive"
"18","thường xuyên cho bài tập về nhà để củng cố kiến thức cho sinh viên .","thường xuyên cho bài tập về nhà để củng cố kiến thức cho sinh viên","thường xuyên cho bài tập về nhà để củng cố kiến thức cho sinh viên","Teaching quality","thường xuyên cho bài tập về nhà để củng cố kiến thức cho sinh viên","Positive"
"19","không có điều gì !","không có điều gì ","không có điều gì ","General review","không có điều gì ","Neutral"
"20","thầy không sử dụng micro khi giảng bài , em nghe không rõ bài giảng .","thầy không sử dụng micro khi giảng bài , em nghe không rõ bài giảng","thầy","Teaching quality","thầy không sử dụng micro khi giảng bài , em nghe không rõ bài giảng","Negative"
"21","phòng thực hành chưa có chất lượng .","phòng thực hành chưa có chất lượng","phòng thực hành","Learning environment","chưa có chất lượng","Negative"
"22","môn học liên hệ thực tế , liên kết với đồ án hơn .","môn học liên hệ thực tế , liên kết với đồ án hơn","môn học liên hệ thực tế , liên kết với đồ án hơn","General review","môn học liên hệ thực tế , liên kết với đồ án hơn","Positive"
"23","giáo viên giảng dạy dễ hiểu và tận tâm .","giáo viên giảng dạy dễ hiểu và tận tâm","giáo viên giảng dạy","Teaching quality","dễ hiểu và tận tâm","Positive"
"24","thầy nói ngoài lề hơi nhiều .","thầy nói ngoài lề hơi nhiều","thầy","Teaching quality","nói ngoài lề hơi nhiều","Negative"
"25","thường xuyên dạy quá giờ .","thường xuyên dạy quá giờ","dạy","Teaching quality","thường xuyên dạy quá giờ","Negative"
"26","giảng viên nhiệt tình , bài tập đa dạng , phương pháp học thú vị .","giảng viên nhiệt tình , bài tập đa dạng , phương pháp học thú vị","giảng viên","Teaching quality"," nhiệt tình , bài tập đa dạng , phương pháp học thú vị","Positive"
"27","cần thay đổi , bổ sung các chương trình hỗ trợ thực hành trên máy .","cần thay đổi , bổ sung các chương trình hỗ trợ thực hành trên máy","thực hành trên máy","Learning environment","cần thay đổi , bổ sung các chương trình hỗ trợ","Negative"
"28","em có ý kiến là hãy thi môn này trên máy tính với phần mềm vẽ chúng .","em có ý kiến là hãy thi môn này trên máy tính với phần mềm vẽ chúng ","thi môn này","Test and evaluation","em có ý kiến là hãy thi môn này trên máy tính với phần mềm vẽ chúng","Neutral"
"29","là người cô rất có tâm .","là người cô rất có tâm","người cô","Support from lecturers","rất có tâm","Positive"
"30","giảng viên rất tận tâm , nỗ lực trong việc giảng dạy .","giảng viên rất tận tâm , nỗ lực trong việc giảng dạy ","giảng viên","Teaching quality"," rất tận tâm , nỗ lực trong việc giảng dạy","Positive"
"31","thầy rất tận tâm , về lý thuyết thầy giảng rất hay và tuyệt đối , song về bài tập thì ngược lại , thầy nói chỉ sơ qua , như là mặc định các sinh viên đều đã biết tính toán .","thầy rất tận tâm , về lý thuyết thầy giảng rất hay và tuyệt đối","thầy","Teaching quality","rất tận tâm , về lý thuyết thầy giảng rất hay và tuyệt đối","Positive"
"31","thầy rất tận tâm , về lý thuyết thầy giảng rất hay và tuyệt đối , song về bài tập thì ngược lại , thầy nói chỉ sơ qua , như là mặc định các sinh viên đều đã biết tính toán .","song về bài tập thì ngược lại , thầy nói chỉ sơ qua , như là mặc định các sinh viên đều đã biết tính toán","thầy","Teaching quality","thầy nói chỉ sơ qua , như là mặc định các sinh viên đều đã biết tính toán","Negative"
"32","em có thêm một số đề nghị để cải tiến doubledot thêm kênh để trao đổi cho môn học .","em có thêm một số đề nghị để cải tiến doubledot thêm kênh để trao đổi cho môn học ","em có thêm một số đề nghị để cải tiến doubledot thêm kênh để trao đổi cho môn học ","General review","em có thêm một số đề nghị để cải tiến doubledot thêm kênh để trao đổi cho môn học ","Neutral"
"33","chưa có tài liệu học tập cho sinh viên .","chưa có tài liệu học tập cho sinh viên"," tài liệu","Course information","chưa có tài liệu học tập cho sinh viên","Negative"
"34","thầy tạo điều kiện cho sinh viên học tập và rất nhiệt tình giảng dạy .","thầy tạo điều kiện cho sinh viên học tập và rất nhiệt tình giảng dạy","thầy","Teaching quality"," tạo điều kiện cho sinh viên học tập và rất nhiệt tình giảng dạy","Positive"
"35","nội dung của phần thực hành thật ra quá ít cho với đồ án .","nội dung của phần thực hành thật ra quá ít cho với đồ án ","nội dung của phần thực hành","Course information","quá ít cho với đồ án","Negative"
"36","nhiệt tình và rất chú tâm trong công việc giảng dạy đối với sinh viên .","nhiệt tình và rất chú tâm trong công việc giảng dạy đối với sinh viên"," công việc giảng dạy","Teaching quality","nhiệt tình và rất chú tâm trong công việc giảng dạy đối với sinh viên","Positive"
"37","giảng viên luôn đến đúng giờ .","giảng viên luôn đến đúng giờ","giảng viên ","Teaching quality","luôn đến đúng giờ","Positive"
"38","thầy dạy quá khó hiểu .","thầy dạy quá khó hiểu","thầy dạy","Teaching quality","quá khó hiểu","Negative"
"39","cần cải thiện nhiều .","cần cải thiện nhiều","cần cải thiện nhiều","General review","cần cải thiện nhiều","Negative"
"40","giảng viên không hướng dẫn nhiều cũng như không quan sát theo dõi quá trình thực hành của sinh viên .","giảng viên không hướng dẫn nhiều cũng như không quan sát theo dõi quá trình thực hành của sinh viên","giảng viên","Teaching quality","không hướng dẫn nhiều cũng như không quan sát theo dõi quá trình thực hành của sinh viên","Negative"
"41","cô cầm micro hơi sát nên nghe hơi nhói tai một xíu ( tích cực ) .","cô cầm micro hơi sát nên nghe hơi nhói tai một xíu ( tích cực ) ","cô ","Teaching quality","cô cầm micro hơi sát nên nghe hơi nhói tai một xíu ( tích cực ) ","Neutral"
"42","số thời gian thầy nghỉ rất nhiều và không báo trước cho sinh viên .","số thời gian thầy nghỉ rất nhiều và không báo trước cho sinh viên","thầy","Teaching quality","số thời gian thầy nghỉ rất nhiều và không báo trước cho sinh viên","Negative"
"43","còn bình thường đến lớp thầy chỉ làm việc trên máy của thầy , không nói gì cả .","còn bình thường đến lớp thầy chỉ làm việc trên máy của thầy , không nói gì cả ","thầy","Teaching quality","còn bình thường đến lớp thầy chỉ làm việc trên máy của thầy , không nói gì cả","Negative"
"44","thầy dạy hay nhiệt tình .","thầy dạy hay nhiệt tình","thầy dạy","Teaching quality","thầy dạy hay nhiệt tình","Positive"
"45","thầy rất nhiệt tình , thẳng thắn .","thầy rất nhiệt tình , thẳng thắn ","thầy","Support from lecturers","rất nhiệt tình , thẳng thắn","Positive"
"46","tất cả đều phải sử dụng trên phần mềm mô phỏng proteus .","tất cả đều phải sử dụng trên phần mềm mô phỏng proteus","tất cả đều phải sử dụng trên phần mềm mô phỏng proteus","General review","tất cả đều phải sử dụng trên phần mềm mô phỏng proteus","Neutral"
"47","thầy dạy nhiều bài học không chỉ là bài học , rất ý nghĩa .","thầy dạy nhiều bài học không chỉ là bài học , rất ý nghĩa","thầy dạy ","Teaching quality","thầy dạy nhiều bài học không chỉ là bài học , rất ý nghĩa","Positive"
"48","dạy học sinh hỏi thì nói "" tui không biết "" .","dạy học sinh hỏi thì nói "" tui không biết ""","dạy","Teaching quality","dạy học sinh hỏi thì nói "" tui không biết ""","Negative"
"49","thầy đảm bảo giờ lên lớp , nhiệt tình .","thầy đảm bảo giờ lên lớp , nhiệt tình","thầy","Teaching quality","đảm bảo giờ lên lớp , nhiệt tình","Positive"
"50","phòng thực hành nên bố trí hợp lý , đủ máy móc thực hành .","phòng thực hành nên bố trí hợp lý , đủ máy móc thực hành","phòng thực hành","Learning environment","phòng thực hành nên bố trí hợp lý , đủ máy móc thực hành","Negative"
"51","bỏ tổ chức thi lý thuyết cuối kỳ vì làm đồ án mất khá nhiều thời gian .","bỏ tổ chức thi lý thuyết cuối kỳ vì làm đồ án mất khá nhiều thời gian","thi lý thuyết cuối kỳ","Test and evaluation","bỏ tổ chức thi lý thuyết cuối kỳ vì làm đồ án mất khá nhiều thời gian","Negative"
"52","thầy nói nhanh quá .","thầy nói nhanh quá","thầy","Teaching quality","thầy nói nhanh quá","Negative"
"53","thầy dạy rất hay rất vui .","thầy dạy rất hay rất vui","thầy dạy","Teaching quality","rất hay rất vui","Positive"
"54","cách dạy của giảng viên chưa thực sự phù hợp với bản thân .","cách dạy của giảng viên chưa thực sự phù hợp với bản thân","cách dạy của giảng viên chưa thực sự phù hợp với bản thân","General review","cách dạy của giảng viên chưa thực sự phù hợp với bản thân","Negative"
"55","giáo viên rất gần gũi với học sinh .","giáo viên rất gần gũi với học sinh ","giáo viên ","Teaching quality","rất gần gũi với học sinh ","Positive"
"56","kiến thức thu được trong từng môn học thì rời rạc , học xong sinh viên có cảm giác như cưỡi ngựa xem hoa .","kiến thức thu được trong từng môn học thì rời rạc , học xong sinh viên có cảm giác như cưỡi ngựa xem hoa ","kiến thức thu được trong từng môn học thì rời rạc , học xong sinh viên có cảm giác như cưỡi ngựa xem hoa ","Course information","rời rạc , học xong sinh viên có cảm giác như cưỡi ngựa xem hoa ","Negative"
"57","chưa tốt về mặt kiến thức .","chưa tốt về mặt kiến thức","chưa tốt về mặt kiến thức","General review","chưa tốt","Negative"
"58","giảng hơi chậm .","giảng hơi chậm","giảng","Teaching quality","giảng hơi chậm","Negative"
