"id","Review","Sentence Component","aspect_text","aspect","sentiment_text","sentiment"
"1","cần các thầy xây dựng một bộ giáo trình , tài liệu cụ thể .","cần các thầy xây dựng một bộ giáo trình , tài liệu cụ thể","một bộ giáo trình","Course information","một bộ giáo trình","Positive"
"1","cần các thầy xây dựng một bộ giáo trình , tài liệu cụ thể .","cần các thầy xây dựng một bộ giáo trình , tài liệu cụ thể","một bộ giáo trình","Course information","cần","Positive"
"1","cần các thầy xây dựng một bộ giáo trình , tài liệu cụ thể .","cần các thầy xây dựng một bộ giáo trình , tài liệu cụ thể","tài liệu","Support from lecturers","một bộ giáo trình","Positive"
"1","cần các thầy xây dựng một bộ giáo trình , tài liệu cụ thể .","cần các thầy xây dựng một bộ giáo trình , tài liệu cụ thể","tài liệu","Support from lecturers","cần","Positive"
"2","thầy rất tâm lý và giảng dạy rất nhiệt tình .","thầy rất tâm lý và giảng dạy rất nhiệt tình","thầy","Support from lecturers","rất tâm lý","Positive"
"2","thầy rất tâm lý và giảng dạy rất nhiệt tình .","thầy rất tâm lý và giảng dạy rất nhiệt tình","thầy","Support from lecturers","rất nhiệt tình","Positive"
"2","thầy rất tâm lý và giảng dạy rất nhiệt tình .","thầy rất tâm lý và giảng dạy rất nhiệt tình","giảng dạy","Support from lecturers","rất tâm lý","Positive"
"2","thầy rất tâm lý và giảng dạy rất nhiệt tình .","thầy rất tâm lý và giảng dạy rất nhiệt tình","giảng dạy","Support from lecturers","rất nhiệt tình","Positive"
"3","giảng viên nhiệt tình với sinh viên trong các buổi học .","giảng viên nhiệt tình với sinh viên trong các buổi học","giảng viên","Support from lecturers","nhiệt tình","Positive"
"4","tận tâm , quan tâm sinh viên !","tận tâm , quan tâm sinh viên","tận tâm , quan tâm sinh viên","Support from lecturers","tận tâm","Positive"
"4","tận tâm , quan tâm sinh viên !","tận tâm , quan tâm sinh viên","tận tâm , quan tâm sinh viên","Support from lecturers","quan tâm","Positive"
"5","giảng viên dạy sinh động , dễ hiểu .","giảng viên dạy sinh động , dễ hiểu","giảng viên","Support from lecturers","inh động","Positive"
"5","giảng viên dạy sinh động , dễ hiểu .","giảng viên dạy sinh động , dễ hiểu","giảng viên","Support from lecturers","dễ hiểu","Positive"
"6","thầy nên kết hợp hình ảnh và ví dụ hoá cho từng bước của giải thuật ở trong slide thay vì chữ quá nhiều sẽ khiến sinh viên khó tiếp thu hơn .","thầy nên kết hợp hình ảnh và ví dụ hoá cho từng bước của giải thuật ở trong slide thay vì chữ quá nhiều sẽ khiến sinh viên khó tiếp thu hơn","thầy","Support from lecturers","khó tiếp thu hơn","Negative"
"7","làm các bài lab trên win server 2012 rất khác so với win server 2003, mà lại toàn cho làm các bài lab trên win server 2003, có vẻ cũ .","làm các bài lab trên win server 2012 rất khác so với win server 2003, mà lại toàn cho làm các bài lab trên win server 2003, có vẻ cũ","làm các bài lab","Workload","có vẻ cũ","Negative"
"8","giảng viên nên giảng sâu vào chương trình học , tránh lan man , dài dòng .","giảng viên nên giảng sâu vào chương trình học , tránh lan man , dài dòng","giảng viên","Support from lecturers","tránh lan man","Positive"
