id,Review,Sentence Component,aspect_text,aspect,sentiment_text,sentiment
1,thầy thân thiện .,thầy thân thiện,thầy thân thiện,Support from lecturers,thân thiện,Positive
2,hướng dẫn dạy học tận tình .,hướng dẫn dạy học tận tình,hướng dẫn dạy học,Teaching quality,tận tình,Positive
3,speaking vừa rồi cô không công bằng .,speaking vừa rồi cô không công bằng,speaking vừa rồi cô không công bằng,Test and evaluation,không công bằng,Negative
4,"em không thể nghe được thầy nói gì do khác vùng miền , cách giảng dạy chưa có sức hấp dẫn .","em không thể nghe được thầy nói gì do khác vùng miền , cách giảng dạy chưa có sức hấp dẫn",cách giảng dạy ,Teaching quality,"không thể nghe được thầy nói gì do khác vùng miền , cách giảng dạy chưa có sức hấp dẫn",Negative
5,"cần giảm bớt căng thẳng , dồn dập tiết học .","cần giảm bớt căng thẳng , dồn dập tiết học","cần giảm bớt căng thẳng , dồn dập tiết học",Workload,"cần giảm bớt căng thẳng , dồn dập tiết học",Negative
6,cô hướng dẫn làm đồ án rất nhiệt tình .,cô hướng dẫn làm đồ án rất nhiệt tình,hướng dẫn làm đồ án,Support from lecturers,nhiệt tình,Positive
7,"thầy giảng hay , dễ hiểu , có nhiều ví dụ .","thầy giảng hay , dễ hiểu , có nhiều ví dụ",giảng,Teaching quality,"hay , dễ hiểu , có nhiều ví dụ",Positive
8,"thầy dạy nhiệt tình , kiến thức bộ môn chuyên sâu , cần phát huy .","thầy dạy nhiệt tình , kiến thức bộ môn chuyên sâu , cần phát huy",dạy,Teaching quality,"nhiệt tình , kiến thức bộ môn chuyên sâu , cần phát huy",Positive
9,"giảng viên giảng dạy tốt , dễ hiểu .","giảng viên giảng dạy tốt , dễ hiểu",giảng dạy,Teaching quality,"tốt , dễ hiểu",Positive
10,"giảng viên giảng bài khó hiểu , đặt nặng lý thuyết khiến sinh viên khó hiểu dễ gây chán nản .","giảng viên giảng bài khó hiểu , đặt nặng lý thuyết khiến sinh viên khó hiểu dễ gây chán nản",giảng bài,Teaching quality,"khó hiểu , đặt nặng lý thuyết khiến sinh viên khó hiểu dễ gây chán nản",Negative
11,"nhiệt tình , nhưng đôi khi quá nhiệt tình , giảng bài một cách quá nhiều khiến em không thể nhớ hết được .","nhiệt tình , nhưng đôi khi quá nhiệt tình , giảng bài một cách quá nhiều khiến em không thể nhớ hết được",giảng bài,Teaching quality,"nhiệt tình , nhưng đôi khi quá nhiệt tình , giảng bài một cách quá nhiều khiến em không thể nhớ hết được",Neutral
12,ôn kiến thức bằng cách chơi trò chơi .,ôn kiến thức bằng cách chơi trò chơi,ôn kiến thức,Teaching quality,chơi trò chơi,Positive
13,môn này thầy dạy rất mơ hồ .,môn này thầy dạy rất mơ hồ,dạy,Teaching quality,mơ hồ,Negative
14,môn học cần phải gần gũi với thực tiễn ở việt nam .,môn học cần phải gần gũi với thực tiễn ở việt nam,môn học,Course information, cần phải gần gũi với thực tiễn,Negative
