"id","Review","Sentence Component","aspect_text","aspect","sentiment_text","sentiment"
"1","đôi khi diễn đạt khó hiểu .","đôi khi diễn đạt khó hiểu","diễn đạt","Teaching quality","khó hiểu","Negative"
"2","thầy có khả năng truyền đạt kiến thức tốt .","thầy có khả năng truyền đạt kiến thức tốt ","khả năng truyền đạt kiến thức","Teaching quality","tốt ","Positive"
"3","giáo viên dạy rất hay , tâm huyết .","giáo viên dạy rất hay , tâm huyết"," dạy","Teaching quality","rất hay , tâm huyết","Positive"
"4","có demo trên máy tính khi giảng dạy giúp sinh viên dễ hiểu .","có demo trên máy tính khi giảng dạy giúp sinh viên dễ hiểu ","demo trên máy tính khi giảng dạy","Teaching quality","giúp sinh viên dễ hiểu","Positive"
"5","giảng khó hiểu , không có tâm .","giảng khó hiểu , không có tâm","giảng","Teaching quality","khó hiểu , không có tâm","Negative"
"6","giáo viên giảng dạy không hề dễ hiểu , không truyền đạt được kiến thức .","giáo viên giảng dạy không hề dễ hiểu","giảng dạy","Teaching quality"," không hề dễ hiểu","Negative"
"6","giáo viên giảng dạy không hề dễ hiểu , không truyền đạt được kiến thức .","không truyền đạt được kiến thức","truyền đạt được kiến thức","Teaching quality","không truyền đạt được ","Negative"
"7","cho bài tập mỗi tuần .","cho bài tập mỗi tuần","bài tập","Workload","cho bài tập mỗi tuần","Neutral"
"8","một số giáo viên lướt bài qua nhanh và có những phần chưa học tới .","một số giáo viên lướt bài qua nhanh và có những phần chưa học tới","một số giáo viên","Teaching quality","lướt bài qua nhanh và có những phần chưa học tới ","Negative"
"9","thầy dạy nhiệt huyết và truyền đạt tất cả những gì thầy biết .","thầy dạy nhiệt huyết","dạy","Teaching quality","nhiệt huyết","Positive"
"9","thầy dạy nhiệt huyết và truyền đạt tất cả những gì thầy biết .","truyền đạt tất cả những gì thầy biết","truyền đạt","Teaching quality","tất cả những gì thầy biết","Positive"
"10","tích cực , nhiệt tình giảng dạy .","tích cực , nhiệt tình giảng dạy","giảng dạy","Teaching quality","tích cực , nhiệt tình","Positive"
"11","hơi khó hiểu ạ .","hơi khó hiểu ạ","hơi khó hiểu ạ","Teaching quality","hơi khó hiểu ạ","Negative"
"12","thêm thời lượng môn học .","thêm thời lượng môn học","thời lượng môn học","Course information","thêm thời lượng","Positive"
