"id","Review","Sentence Component","aspect_text","aspect","sentiment_text","sentiment"
"1","sau khi thi kỳ thi cuối kỳ vừa rồi .","sau khi thi kỳ thi cuối kỳ vừa rồi","thi cuối kỳ","Test and evaluation","sau khi","Neutral"
"2","p fraction s doubledot phía trên là ý kiến em tổng hợp từ em và các bạn học cùng lớp này , có nhiều bạn ngại nói ra , hy vọng trường sẽ không cho giảng viên biết tên của người ghi ý kiến ạ .","p fraction s doubledot phía trên là ý kiến em tổng hợp từ em và các bạn học cùng lớp này , có nhiều bạn ngại nói ra , hy vọng trường sẽ không cho giảng viên biết tên của người ghi ý kiến ạ","p fraction s doubledot phía trên là ý kiến em tổng hợp từ em và các bạn học cùng lớp này , có nhiều bạn ngại nói ra , hy vọng trường sẽ không cho giảng viên biết tên của người ghi ý kiến ạ","General review","không cho","Neutral"
"3","phòng học cần phù hợp với số lượng sinh viên .","phòng học cần phù hợp với số lượng sinh viên","phòng học","Learning environment","cần phù hợp","Negative"
"4","đề thi tương đối dài .","đề thi tương đối dài","đề thi","Test and evaluation","tương đối dài","Neutral"
"5","phòng thực hành cần được chuyển qua một phòng lớn hơn .","phòng thực hành cần được chuyển qua một phòng lớn hơn","phòng thực hành","Learning environment","cần được","Positive"
"6","thầy ít cho bài tập về nhà .","thầy ít cho bài tập về nhà","bài tập về nhà","Workload","ít cho","Negative"
"7","nhiệt tình giúp đỡ học sinh .","nhiệt tình giúp đỡ học sinh","giúp đỡ học sinh","Teaching quality","nhiệt tình","Positive"
"8","thầy theo chế độ trọng nam khinh nữ doubledot các câu hỏi dành cho nữ nhiều hơn dành cho nam .","thầy theo chế độ trọng nam khinh nữ doubledot các câu hỏi dành cho nữ nhiều hơn dành cho nam","thầy","Support from lecturers","trọng nam khinh nữ","Negative"
"9","trình độ giỏi .","trình độ giỏi","trình độ","Teaching quality","giỏi","Positive"
"10","thầy dạy nhiệt tình , dễ hiểu , đưa ví dụ bài tập rất thực tế .","thầy dạy nhiệt tình , dễ hiểu , đưa ví dụ bài tập rất thực tế","thầy","Support from lecturers","nhiệt tình","Positive"
