"id","Review","Sentence Component","aspect_text","aspect","sentiment_text","sentiment"
"1","cô tạo không khí vui vẻ và tạo được tinh thần học cho sinh viên .","cô tạo không khí vui vẻ","không khí","Learning environment","vui vẻ","Positive"
"1","cô tạo không khí vui vẻ và tạo được tinh thần học cho sinh viên .","tạo được tinh thần học cho sinh viên","tinh thần học","Support from lecturers","tạo được tinh thần học","Positive"
"2","nhiệt tình , quan tâm sinh viên .","nhiệt tình , quan tâm sinh viên","nhiệt tình , quan tâm","Support from lecturers","nhiệt tình , quan tâm","Positive"
"3","thầy dạy nhiệt tình , cho nhiều ví dụ .","thầy dạy nhiệt tình , cho nhiều ví dụ","dạy","Teaching quality","nhiệt tình , cho nhiều ví dụ","Positive"
"4","không giới thiệu khái quát về nội dung .","không giới thiệu khái quát về nội dung","giới thiệu khái quát về nội dung","Course information","không giới thiệu","Negative"
"5","tâm huyết giảng dạy của giáo viên .","tâm huyết giảng dạy của giáo viên","giảng dạy","Teaching quality","tâm huyết","Positive"
"6","những bài giảng thiết thực , kèm theo những hình thức học tập mới lạ làm cho sinh viên cảm thấy bớt căng thắng khi học .","những bài giảng thiết thực","bài giảng","Course information","thiết thực","Positive"
"6","những bài giảng thiết thực , kèm theo những hình thức học tập mới lạ làm cho sinh viên cảm thấy bớt căng thắng khi học .","kèm theo những hình thức học tập mới lạ làm cho sinh viên cảm thấy bớt căng thắng khi học","hình thức học tập","Teaching quality","mới lạ làm cho sinh viên cảm thấy bớt căng thắng","Positive"
"7","tài liệu ôn tập thi không được cung cấp .","tài liệu ôn tập thi không được cung cấp","tài liệu","Course information","không được cung cấp","Negative"
"8","không thông báo rõ ràng lịch học .","không thông báo rõ ràng lịch học","lịch học","Organization and management","không thông báo","Negative"
"9","thầy tận tâm nhiệt tình , dạy sát nội dung môn học .","thầy tận tâm nhiệt tình","tận tâm nhiệt tình","Support from lecturers","tận tâm nhiệt tình","Positive"
"9","thầy tận tâm nhiệt tình , dạy sát nội dung môn học .","dạy sát nội dung môn học","dạy","Teaching quality","sát nội dung","Positive"
"10","giảng viên khuyến khích sinh viên tự tìm hiểu .","giảng viên khuyến khích sinh viên tự tìm hiểu","khuyến khích sinh viên tự tìm hiểu","Support from lecturers","khuyến khích","Positive"
"11","nâng cấp phiên bản của các phần mềm .","nâng cấp phiên bản của các phần mềm","phiên bản của các phần mềm","Learning environment","nâng cấp","Neutral"
"12","thầy dạy hay , dễ hiểu bài , em thích điều đó .","thầy dạy hay , dễ hiểu bài , em thích điều đó","dạy","Teaching quality","hay , dễ hiểu bài , em thích điều đó","Positive"
"13","giảng viên vui vẻ , hoạt bát , lun tiếp cận tìm hiểu sinh viên , giúp sinh viên hiểu bài tốt hơn .","giảng viên vui vẻ , hoạt bát , lun tiếp cận tìm hiểu sinh viên , giúp sinh viên hiểu bài tốt hơn","vui vẻ , hoạt bát , lun tiếp cận tìm hiểu sinh viên , giúp sinh viên hiểu bài tốt hơn","Support from lecturers","vui vẻ , hoạt bát , lun tiếp cận tìm hiểu sinh viên , giúp sinh viên hiểu bài tốt hơn","Positive"
"14","mọi mặt đều tốt .","mọi mặt đều tốt","mọi mặt","General review","đều tốt","Positive"
"15","đó là ý kiến cá nhân của em .","đó là ý kiến cá nhân của em","ý kiến cá nhân","General review","ý kiến cá nhân","Neutral"
"16","cô đẩy nhanh quá nên chậm lại xíu .","cô đẩy nhanh quá nên chậm lại xíu","đẩy nhanh quá nên chậm lại xíu","Teaching quality","nhanh quá nên chậm lại xíu","Negative"
"17","hướng dẫn và giảng dạy chi tiết , dễ hiểu .","hướng dẫn và giảng dạy chi tiết , dễ hiểu","hướng dẫn và giảng dạy","Teaching quality","chi tiết , dễ hiểu","Positive"
