"id","Review","Sentence Component","aspect_text","aspect","sentiment_text","sentiment"
"1","em thấy có một số buổi học kéo dài , có buổi kéo dài tới gần 12h .","em thấy có một số buổi học kéo dài , có buổi kéo dài tới gần 12h","buổi học kéo dài","Organization and management","kéo dài tới gần 12h","Negative"
"2","thầy nói lan man khá nhiều , khiến sinh viên không biết đâu là phần nội dung chính .","thầy nói lan man khá nhiều , khiến sinh viên không biết đâu là phần nội dung chính"," nói","Teaching quality","lan man khá nhiều , khiến sinh viên không biết đâu là phần nội dung chính","Negative"
"3","dạy tận tâm , nhiệt tình .","dạy tận tâm , nhiệt tình","dạy","Teaching quality","tận tâm , nhiệt tình","Positive"
"4","cho bài khó .","cho bài khó","cho bài khó","Test and evaluation","khó","Negative"
"5","cô dạy rất hay , chậm và kỹ càng , giúp chúng em hiểu sâu hơn về bài giảng .","cô dạy rất hay , chậm và kỹ càng , giúp chúng em hiểu sâu hơn về bài giảng","dạy","Teaching quality","rất hay , chậm và kỹ càng , giúp chúng em hiểu sâu hơn về bài giảng","Positive"
"6","buổi dạy của thầy hay bị gián đoạn .","buổi dạy của thầy hay bị gián đoạn","buổi dạy","Organization and management","hay bị gián đoạn","Negative"
"7","bên cạnh việc giảng dạy thầy còn rất kể nhiều câu chuyện những chiêm nghiệm trong cuộc sống cho sinh viên nghe .","bên cạnh việc giảng dạy thầy còn rất kể nhiều câu chuyện những chiêm nghiệm trong cuộc sống cho sinh viên nghe","giảng dạy","Teaching quality","kể nhiều câu chuyện những chiêm nghiệm trong cuộc sống cho sinh viên nghe","Positive"
"8","mong nhà trường sẽ có nhiều biện pháp để tăng cường thêm các trang thiết bị và cơ sở vật chất để phục vụ tốt hơn cho việc học tiếng anh của sinh viên .","mong nhà trường sẽ có nhiều biện pháp để tăng cường thêm các trang thiết bị và cơ sở vật chất để phục vụ tốt hơn cho việc học tiếng anh của sinh viên","trang thiết bị và cơ sở vật chất","Learning environment","mong nhà trường sẽ có nhiều biện pháp để tăng cường thêm","Neutral"
"9","giáo viên giảng dễ hiểu .","giáo viên giảng dễ hiểu","giảng","Teaching quality","dễ hiểu","Positive"
"10","giảng viên rất nhiệt tình , các kiến thức đều được đưa ra hợp lý dễ hiểu và nắm bắt .","giảng viên rất nhiệt tình","nhiệt tình","Support from lecturers","nhiệt tình","Positive"
"10","giảng viên rất nhiệt tình , các kiến thức đều được đưa ra hợp lý dễ hiểu và nắm bắt .","các kiến thức đều được đưa ra hợp lý dễ hiểu và nắm bắt","các kiến thức","Teaching quality","hợp lý dễ hiểu và nắm bắt","Positive"
"11","bản thân sinh viên chưa từng gặp giảng viên này một lần nào trong khóa học .","bản thân sinh viên chưa từng gặp giảng viên này một lần nào trong khóa học","chưa từng gặp giảng viên","Support from lecturers","chưa từng gặp","Negative"
"12","thầy sử dụng tốt hệ thống moodle để trao đổi với sinh viên và những giảng giải mang tính dễ hiểu , gần gũi với sinh viên .","thầy sử dụng tốt hệ thống moodle để trao đổi với sinh viên","hệ thống moodle","Course information","sử dụng tốt","Positive"
"12","thầy sử dụng tốt hệ thống moodle để trao đổi với sinh viên và những giảng giải mang tính dễ hiểu , gần gũi với sinh viên .","những giảng giải mang tính dễ hiểu , gần gũi với sinh viên","giảng giải","Support from lecturers","dễ hiểu , gần gũi","Positive"
"13","phương pháp dạy giúp sinh viên tiếp thu dễ hơn .","phương pháp dạy giúp sinh viên tiếp thu dễ hơn","phương pháp dạy","Teaching quality","tiếp thu dễ hơn","Positive"
"14","cần tăng cường thêm nhiều bài tập vào nhiều tiết thực hành .","cần tăng cường thêm nhiều bài tập vào nhiều tiết thực hành","bài tập","Workload","cần tăng cường","Neutral"
"15","cô dạy rất tận tình dễ hiểu .","cô dạy rất tận tình dễ hiểu","dạy","Teaching quality","tận tình dễ hiểu","Positive"
"16","nhiều lúc thầy nói hơi nhanh .","nhiều lúc thầy nói hơi nhanh","nói","Teaching quality","hơi nhanh","Negative"
"17","giáo viên dạy kỹ càng , dễ hiểu .","giáo viên dạy kỹ càng , dễ hiểu","dạy","Teaching quality","kỹ càng , dễ hiểu","Positive"
"18","trang bị phòng thí nghiệm để hiểu rõ hơn về thực tế .","trang bị phòng thí nghiệm để hiểu rõ hơn về thực tế","phòng thí nghiệm","Learning environment","trang bị","Neutral"
"19","dạy hay , vui vẻ và gần gũi với sinh viên .","dạy hay , vui vẻ và gần gũi với sinh viên","dạy","Teaching quality","hay , vui vẻ và gần gũi","Positive"
"20","có nhiều vấn đề còn khó hiểu , khó tiếp cận .","có nhiều vấn đề còn khó hiểu , khó tiếp cận","vấn đề còn khó hiểu , khó tiếp cận","Teaching quality","khó hiểu , khó tiếp cận","Negative"
"21","giảng viên chưa thực sự chuẩn bị bài giảng chu đáo trong một số buổi học .","giảng viên chưa thực sự chuẩn bị bài giảng chu đáo trong một số buổi học","bài giảng","Course information","chưa thực sự chuẩn bị bài giảng chu đáo","Negative"
"22","giờ học chưa đảm bảo .","giờ học chưa đảm bảo","giờ học","Organization and management","chưa đảm bảo","Negative"
"23","phòng có máy điều hòa .","phòng có máy điều hòa","phòng có máy điều hòa","Learning environment","phòng có máy điều hòa","Positive"
"24","cô không cho đề trước khi thi .","cô không cho đề trước khi thi","đề","Test and evaluation","không cho","Negative"
"25","cô dạy rất nhiệt tình , luôn trao đổi trên lớp và trên website môn học .","cô dạy rất nhiệt tình","dạy","Teaching quality","nhiệt tình","Positive"
"25","cô dạy rất nhiệt tình , luôn trao đổi trên lớp và trên website môn học .","luôn trao đổi trên lớp và trên website môn học","trao đổi","Support from lecturers","luôn","Positive"
"26","phương pháp giảng dạy không nên phụ thuộc hoàn toàn vào việc thuyết trình của sinh viên .","phương pháp giảng dạy không nên phụ thuộc hoàn toàn vào việc thuyết trình của sinh viên","phương pháp giảng dạy","Teaching quality","không nên phụ thuộc","Negative"
"27","giảng viên tận tình , dạy minh họa dễ hiểu .","giảng viên tận tình","tận tình","Support from lecturers","tận tình","Positive"
"27","giảng viên tận tình , dạy minh họa dễ hiểu .","dạy minh họa dễ hiểu","dạy","Teaching quality","dễ hiểu","Positive"
