"id","Review","Sentence Component","aspect_text","aspect","sentiment_text","sentiment"
"1","sao chưa thấy đi dạy bữa nào ?","sao chưa thấy đi dạy bữa nào ","sao chưa thấy đi dạy bữa nào ","General review","sao chưa thấy đi dạy bữa nào ","Negative"
"2","thầy luôn dặn chúng em phải trăn trở về tương lai , phải có sự phấn đấu , hoàn thiện tốt nhất mọi công việc .","thầy luôn dặn chúng em phải trăn trở về tương lai , phải có sự phấn đấu , hoàn thiện tốt nhất mọi công việc","thầy luôn dặn chúng em phải trăn trở về tương lai , phải có sự phấn đấu , hoàn thiện tốt nhất mọi công việc","General review","thầy luôn dặn chúng em phải trăn trở về tương lai , phải có sự phấn đấu , hoàn thiện tốt nhất mọi công việc","Positive"
"3","thầy dạy rất hay giải nhiều bài tập .","thầy dạy rất hay giải nhiều bài tập","thầy dạy rất hay giải nhiều bài tập","General review","thầy dạy rất hay giải nhiều bài tập","Positive"
"4","nhiệt tình với sinh viên , bài giảng hay .","nhiệt tình với sinh viên , bài giảng hay","nhiệt tình với sinh viên , bài giảng hay","General review","nhiệt tình với sinh viên , bài giảng hay","Positive"
"5","lớp học đông nên ồn ào và khó tiếp thu .","lớp học đông nên ồn ào và khó tiếp thu","lớp học","Learning environment","lớp học đông nên ồn ào và khó tiếp thu","Negative"
"6","cũng ổn .","cũng ổn","cũng ổn","General review","cũng ổn","Neutral"
"7","nhiệt tình , hăng hái , kỹ lưỡng .","nhiệt tình , hăng hái , kỹ lưỡng","nhiệt tình , hăng hái , kỹ lưỡng","Support from lecturers","nhiệt tình , hăng hái , kỹ lưỡng","Positive"
"8","ít hướng dẫn sinh viên thực hành , ra bài rồi để đó , toàn để sinh viên tự làm , đi học cũng như không đi , ai làm gì đó làm .","ít hướng dẫn sinh viên thực hành , ra bài rồi để đó , toàn để sinh viên tự làm , đi học cũng như không đi , ai làm gì đó làm","ít hướng dẫn sinh viên thực hành , ra bài rồi để đó , toàn để sinh viên tự làm , đi học cũng như không đi , ai làm gì đó làm","Teaching quality","ít hướng dẫn sinh viên thực hành , ra bài rồi để đó , toàn để sinh viên tự làm , đi học cũng như không đi , ai làm gì đó làm","Negative"
"9","thầy nhiệt tình chỉ bài .","thầy nhiệt tình chỉ bài","thầy ","Support from lecturers","nhiệt tình chỉ bài","Positive"
"10","thầy dạy rất hay và vui .","thầy dạy rất hay và vui","thầy dạy","Teaching quality","thầy dạy rất hay và vui","Positive"
"11","kỳ này môn java web thì tinh thần giảng dạy của thầy cũng không hề khá hơn chút nào .","kỳ này môn java web thì tinh thần giảng dạy của thầy cũng không hề khá hơn chút nào","kỳ này môn java web thì tinh thần giảng dạy của thầy cũng không hề khá hơn chút nào","Teaching quality","kỳ này môn java web thì tinh thần giảng dạy của thầy cũng không hề khá hơn chút nào","Negative"
"12","tận tâm , chu đáo và luôn theo sát giúp sinh viên đạt kết quả tốt trong môn học .","tận tâm , chu đáo và luôn theo sát giúp sinh viên đạt kết quả tốt trong môn học","tận tâm , chu đáo và luôn theo sát giúp sinh viên đạt kết quả tốt trong môn học","Support from lecturers","tận tâm , chu đáo và luôn theo sát giúp sinh viên đạt kết quả tốt trong môn học ","Positive"
"13","cô giảng bài rất kỹ , có ví dụ minh họa cụ thể .","cô giảng bài rất kỹ , có ví dụ minh họa cụ thể","cô giảng bài ","Teaching quality","cô giảng bài rất kỹ , có ví dụ minh họa cụ thể","Positive"
"14","nói hơi nhiều .","nói hơi nhiều","nói hơi nhiều","General review","nói hơi nhiều","Negative"
"15","cô nhiệt tình dễ thương .","cô nhiệt tình dễ thương","cô nhiệt tình dễ thương","General review","cô nhiệt tình dễ thương","Positive"
"16","nhóm trưởng không làm thì đồ án bỏ không .","nhóm trưởng không làm thì đồ án bỏ không","nhóm trưởng","Learning environment","nhóm trưởng không làm thì đồ án bỏ không","Negative"
"17","đây là môn học kỹ năng nên không cần thiết khi kiểm tra bằng hình thức thi tự luận mà nên đánh giá bằng đồ án .","đây là môn học kỹ năng nên không cần thiết khi kiểm tra bằng hình thức thi tự luận mà nên đánh giá bằng đồ án","đây là môn học kỹ năng nên không cần thiết khi kiểm tra bằng hình thức thi tự luận mà nên đánh giá bằng đồ án","Course information","đây là môn học kỹ năng nên không cần thiết khi kiểm tra bằng hình thức thi tự luận mà nên đánh giá bằng đồ án","Negative"
