"id","Review","Sentence Component","aspect_text","aspect","sentiment_text","sentiment"
"1","thầy dạy nhiệt tình và thân thiện với sinh viên .","thầy dạy nhiệt tình","thầy dạy","Teaching quality"," nhiệt tình","Positive"
"1","thầy dạy nhiệt tình và thân thiện với sinh viên .","thân thiện với sinh viên","thân thiện với sinh viên","General review","thân thiện ","Positive"
"2","không có gì ạ .","không có gì ạ","không có gì ạ","General review","không có gì ạ","Neutral"
"3","giảng hay và rất vui .","giảng hay và rất vui","giảng ","Teaching quality","hay và rất vui","Positive"
"4","giáo án ngắn gọn , dễ hiểu , dạy học nhiệt tình .","giáo án ngắn gọn , dễ hiểu","giáo án ","Course information","ngắn gọn , dễ hiểu","Positive"
"4","giáo án ngắn gọn , dễ hiểu , dạy học nhiệt tình .","dạy học nhiệt tình","dạy học","Teaching quality","nhiệt tình","Positive"
"5","thầy giảng dạy nhiệt tình dễ hiểu , sửa bài tập kỹ .","thầy giảng dạy nhiệt tình dễ hiểu","thầy giảng dạy","Teaching quality","nhiệt tình dễ hiểu","Positive"
"5","thầy giảng dạy nhiệt tình dễ hiểu , sửa bài tập kỹ .","sửa bài tập kỹ","sửa bài tập","Support from lecturers","kỹ","Positive"
"6","môn học vẫn còn là một môn với nhiều lý thuyết trong slide .","môn học vẫn còn là một môn với nhiều lý thuyết trong slide","môn học ","Course information","vẫn còn là một môn với nhiều lý thuyết trong slide","Negative"
"7","mong nhà trường tạo điều kiện cho sinh viên chúng em được nghiên cứu nhiều hơn là phải làm theo .","mong nhà trường tạo điều kiện cho sinh viên chúng em được nghiên cứu nhiều hơn là phải làm theo","tạo điều kiện cho sinh viên chúng em được nghiên cứu nhiều","Course information","hơn là phải làm theo","Negative"
"8","cần tăng số buổi thực hành cũng như trang bị thêm trang thiết bị như mua thêm nhiều switch , router , hub , bridge , trong phòng ngồi học mà ít bụi và nòng đi thì tốt hơn , vdotv .","cần tăng số buổi thực hành ","số buổi thực hành ","Course information","cần tăng ","Negative"
"8","cần tăng số buổi thực hành cũng như trang bị thêm trang thiết bị như mua thêm nhiều switch , router , hub , bridge , trong phòng ngồi học mà ít bụi và nòng đi thì tốt hơn , vdotv ."," cũng như trang bị thêm trang thiết bị như mua thêm nhiều switch , router , hub , bridge , trong phòng ngồi học mà ít bụi và nòng đi thì tốt hơn , vdotv","trang bị thêm trang thiết bị như mua thêm nhiều switch , router , hub , bridge","Learning environment","trang bị thêm trang thiết bị ","Negative"
"9","cần có thêm bài tập về nhà và sửa một vài bài tập đó trên lớp để việc tiếp thu bài được sâu hơn và hiệu quả hơn .","cần có thêm bài tập về nhà ","bài tập về nhà","Workload","cần có thêm","Negative"
"9","cần có thêm bài tập về nhà và sửa một vài bài tập đó trên lớp để việc tiếp thu bài được sâu hơn và hiệu quả hơn .","sửa một vài bài tập đó trên lớp để việc tiếp thu bài được sâu hơn và hiệu quả hơn"," sửa một vài bài tập đó trên lớp","Support from lecturers","sửa một vài bài tập đó trên lớp để việc tiếp thu bài được sâu hơn và hiệu quả hơn","Neutral"
"10","thầy đưa deadline trễ và không rõ ràng .","thầy đưa deadline trễ và không rõ ràng","đưa deadline trễ và không rõ ràng","Organization and management","đưa deadline trễ và không rõ ràng","Negative"
"11","phòng máy vẫn còn nhiều thiếu sót .","phòng máy vẫn còn nhiều thiếu sót","phòng máy ","Learning environment","vẫn còn nhiều thiếu sót","Negative"
"12","lý do doubledot sinh viên mới bắt đầu tiếp cận môn học chưa hiểu rõ các từ chuyên nghành nên không hiểu nội dung bài giảng , dù giảng viên giải thích bằng tiếng việt .","lý do doubledot sinh viên mới bắt đầu tiếp cận môn học chưa hiểu rõ các từ chuyên nghành nên không hiểu nội dung bài giảng , dù giảng viên giải thích bằng tiếng việt","mới bắt đầu tiếp cận môn học chưa hiểu rõ các từ chuyên nghành nên không hiểu nội dung bài giảng , dù giảng viên giải thích bằng tiếng việt","Course information","chưa hiểu rõ các từ chuyên nghành nên không hiểu nội dung bài giảng","Negative"
"13","quá nhiều kiến thức phải học .","quá nhiều kiến thức phải học","kiến thức phải học","Course information","quá nhiều ","Negative"
"14","giảng viên dạy dễ hiểu , dễ tiếp thu .","giảng viên dạy dễ hiểu","giảng viên dạy ","Teaching quality","dễ hiểu","Positive"
"14","giảng viên dạy dễ hiểu , dễ tiếp thu ."," dễ tiếp thu"," dễ tiếp thu","General review"," dễ tiếp thu","Positive"
"15","giảng viên không dạy sinh viên .","giảng viên không dạy sinh viên ","giảng viên","Teaching quality","không dạy sinh viên ","Negative"
"16","không quan tâm đến sinh viên .","không quan tâm đến sinh viên","không quan tâm đến sinh viên","Support from lecturers","không ","Negative"
"17","cách truyền đạt của giảng viên không được thu hút sinh viên lắm ạ .","cách truyền đạt của giảng viên không được thu hút sinh viên lắm ạ ","cách truyền đạt của giảng viên","Teaching quality","không được thu hút sinh viên lắm","Negative"
"18","em đã nán lại thêm nhưng thầy đi qua đi lại bảo 2 , 3 lần nên em đã về .","em đã nán lại thêm nhưng thầy đi qua đi lại bảo 2 , 3 lần nên em đã về"," thầy đi qua đi lại bảo 2 , 3 lần","Teaching quality"," nhưng","Negative"
"19","có nhiều chỗ hơi khó hiểu trong khi thầy dạy nhưng thầy không giải thích nhiều .","có nhiều chỗ hơi khó hiểu trong khi thầy dạy nhưng thầy không giải thích nhiều","thầy dạy","Teaching quality","nhưng thầy không giải thích nhiều","Negative"
"20","bài giảng thu hút , dễ hiểu .","bài giảng thu hút , dễ hiểu","bài giảng ","Course information","thu hút , dễ hiểu","Positive"
"21","giọng của thầy không được hay lắm .","giọng của thầy không được hay lắm","giọng của thầy","General review","không được hay lắm","Negative"
"22","giảng viến quan tâm nhiều đến sinh viên .","giảng viến quan tâm nhiều đến sinh viên","giảng viến","Support from lecturers","quan tâm nhiều đến sinh viên","Positive"
"23","giảng viên tận tụy , giảng dạy dễ hiểu có vận dụng các bài học vào thực tiễn , giúp sinh viên nắm rõ ràng và đầy đủ kiến thức .","giảng viên tận tụy , giảng dạy dễ hiểu "," giảng dạy","Teaching quality"," tận tụy , giảng dạy dễ hiểu","Positive"
"23","giảng viên tận tụy , giảng dạy dễ hiểu có vận dụng các bài học vào thực tiễn , giúp sinh viên nắm rõ ràng và đầy đủ kiến thức .","có vận dụng các bài học vào thực tiễn , giúp sinh viên nắm rõ ràng và đầy đủ kiến thức","vận dụng các bài học vào thực tiễn","Course information","giúp sinh viên nắm rõ ràng và đầy đủ kiến thức","Positive"
"24","giảng viên giảng dạy nhiệt tình , chi tiết , slide bài giảng và bài tập đầy đủ .","giảng viên giảng dạy nhiệt tình , chi tiết","giảng viên giảng dạy","Teaching quality"," nhiệt tình , chi tiết","Positive"
"24","giảng viên giảng dạy nhiệt tình , chi tiết , slide bài giảng và bài tập đầy đủ .","slide bài giảng và bài tập đầy đủ","slide bài giảng và bài tập","Course information","đầy đủ","Positive"
"25","chúc cô thành công !","chúc cô thành công","chúc cô thành công","General review","chúc cô thành công","Positive"
"26","giảng bài khá nhanh .","giảng bài khá nhanh","giảng bài","Teaching quality","khá nhanh","Negative"
"27","nghe kể chuyện hay nhiều trong khi học .","nghe kể chuyện hay nhiều trong khi học","nghe kể chuyện","Support from lecturers"," hay nhiều","Positive"
"28","dạy dễ hiểu , nhiệt tình , vui tính .","dạy dễ hiểu , nhiệt tình , vui tính","dạy ","Teaching quality","dễ hiểu , nhiệt tình , vui tính","Positive"
"29","bài tập thầy cho khá hay và dễ hiểu bài .","bài tập thầy cho khá hay và dễ hiểu bài ","bài tập thầy cho","Workload","khá hay và dễ hiểu bài ","Positive"
