"id","Review","Sentence Component","aspect_text","aspect","sentiment_text","sentiment"
"1","giảng viên chưa bám sát được sinh viên .","giảng viên chưa bám sát được sinh viên","giảng viên chưa bám sát được sinh viên","Support from lecturers"," chưa bám sát được sinh viên","Negative"
"2","nhiều lúc thầy vẫn nói lý thuyết nhiều gây nhàm chán .","nhiều lúc thầy vẫn nói lý thuyết nhiều gây nhàm chán","thầy vẫn nói lý thuyết","Teaching quality","nhiều lúc thầy vẫn nói lý thuyết nhiều gây nhàm chán","Negative"
"3","phần kiểm tra , thi cử đối với môn này nên đề cao tính tư duy logic của người học cũng như khả năng áp dụng kiến thức đã học vào thực tế thực nghiệm bằng cách chủ yếu đánh giá cao phần thực hành , viết code , làm project .","phần kiểm tra , thi cử đối với môn này nên đề cao tính tư duy logic của người học cũng như khả năng áp dụng kiến thức đã học vào thực tế thực nghiệm bằng cách chủ yếu đánh giá cao phần thực hành , viết code , làm project .","phần kiểm tra , thi cử đối với môn này","Test and evaluation","nên đề cao tính tư duy logic của người học cũng như khả năng áp dụng kiến thức đã học vào thực tế thực nghiệm bằng cách chủ yếu đánh giá cao phần thực hành , viết code , làm project .","Neutral"
"4","do môn còn mới nên nhiều vấn đề trục trặc trong quá trình thực hành thầy vẫn chưa giải quyết được , nhưng vẫn rất ủng hộ thầy .","do môn còn mới nên nhiều vấn đề trục trặc trong quá trình thực hành thầy vẫn chưa giải quyết được , nhưng vẫn rất ủng hộ thầy","nhiều vấn đề trục trặc trong quá trình thực hành","Teaching quality","do môn còn mới nên nhiều vấn đề trục trặc trong quá trình thực hành thầy vẫn chưa giải quyết được , nhưng vẫn rất ủng hộ thầy","Neutral"
"5","luôn đảm bảo giờ giấc trong tiết học .","luôn đảm bảo giờ giấc trong tiết học","đảm bảo giờ giấc","Organization and management","luôn đảm bảo ","Positive"
"6","phòng lab chán lắm , hư hỏng hết cả .","phòng lab chán lắm , hư hỏng hết cả","phòng lab","Learning environment"," chán lắm , hư hỏng hết cả","Negative"
"7","nội dung môn học còn khô , cứng !","nội dung môn học còn khô , cứng","nội dung môn học","Course information"," khô , cứng","Negative"
"8","cô nói hơi nhỏ nên hơi buồn ngủ .","cô nói hơi nhỏ nên hơi buồn ngủ","cô nói","Teaching quality"," hơi nhỏ nên hơi buồn ngủ","Negative"
"9","có lúc dạy khó hiểu .","có lúc dạy khó hiểu "," dạy","Teaching quality","khó hiểu","Negative"
"10","thầy cho bài tập lạ , đa dạng .","thầy cho bài tập lạ , đa dạng","bài tập","Workload","lạ , đa dạng","Positive"
"11","sau khi đã học xong môn nhập môn điện tử , em thiết nghĩ môn học này cần có thêm những phần học về thực tế , để sinh viên chúng em có thêm động lực khi học những phần lý thuyết đôi khi "" khô khan "" và "" xa lạ "" đồng thời sẽ tạo được sự đam mê với bộ môn điện tử nói chung ngay từ những ngày đầu học "" nhập môn "" .","sau khi đã học xong môn nhập môn điện tử , em thiết nghĩ môn học này cần có thêm những phần học về thực tế","môn nhập môn điện tử","Course information","thiết nghĩ môn học này cần có thêm những phần học về thực tế","Neutral"
"11","sau khi đã học xong môn nhập môn điện tử , em thiết nghĩ môn học này cần có thêm những phần học về thực tế , để sinh viên chúng em có thêm động lực khi học những phần lý thuyết đôi khi "" khô khan "" và "" xa lạ "" đồng thời sẽ tạo được sự đam mê với bộ môn điện tử nói chung ngay từ những ngày đầu học "" nhập môn "" .","để sinh viên chúng em có thêm động lực khi học những phần lý thuyết đôi khi "" khô khan "" và "" xa lạ "" đồng thời sẽ tạo được sự đam mê với bộ môn điện tử nói chung ngay từ những ngày đầu học "" nhập môn ""","những phần lý thuyết đôi khi "" khô khan "" và "" xa lạ ""","Course information","để sinh viên chúng em có thêm động lực khi học những phần lý thuyết đôi khi "" khô khan "" và "" xa lạ "" đồng thời sẽ tạo được sự đam mê với bộ môn điện tử nói chung ngay từ những ngày đầu học "" nhập môn ""","Neutral"
"12","giáo viên vui tính , tích cực .","giáo viên vui tính , tích cực","giáo viên","Support from lecturers","vui tính , tích cực","Positive"
"13","thầy dạy nghiêm túc .","thầy dạy nghiêm túc","thầy dạy","Teaching quality","nghiêm túc","Positive"
"14","cơ sở dữ liệu năm nay đã kết hợp với thiết kế cơ sở dữ liệu rồi , kiến thức nhiều mà thi có phần trắc nghiệm nữa thì đánh giá kiến thức học được chưa đảm bảo cho lắm ạ .","cơ sở dữ liệu năm nay đã kết hợp với thiết kế cơ sở dữ liệu rồi , kiến thức nhiều mà thi có phần trắc nghiệm nữa thì đánh giá kiến thức học được chưa đảm bảo cho lắm ạ","thi có phần trắc nghiệm nữa thì đánh giá kiến thức học","Test and evaluation","cơ sở dữ liệu năm nay đã kết hợp với thiết kế cơ sở dữ liệu rồi , kiến thức nhiều mà thi có phần trắc nghiệm nữa thì đánh giá kiến thức học được chưa đảm bảo cho lắm ạ","Negative"
"15","nội dung có liên hệ nhiều với thực tế .","nội dung có liên hệ nhiều với thực tế ","nội dung","Course information"," có liên hệ nhiều với thực tế","Positive"
"16","nhiệt tình , luôn luôn giúp học sinh hiểu vấn đề cặn kẽ .","nhiệt tình , luôn luôn giúp học sinh hiểu vấn đề cặn kẽ","giúp học sinh hiểu vấn đề cặn kẽ","Support from lecturers","nhiệt tình , luôn luôn","Positive"
"17","ra đề thì phải có đáp án , để sinh viên tập dần thói quen đọc code .","ra đề thì phải có đáp án , để sinh viên tập dần thói quen đọc code","đề thì","Test and evaluation","ra đề thì phải có đáp án , để sinh viên tập dần thói quen đọc code","Neutral"
"18","em nghĩ là cần thêm bài tập trên lớp và giải ngay trên lớp .","em nghĩ là cần thêm bài tập trên lớp và giải ngay trên lớp","bài tập trên lớp và giải ngay trên lớp","Teaching quality","cần thêm","Neutral"
"19","môn học chỉ nên thuyết trình tìm hiểu về egov không làm đồ án .","môn học chỉ nên thuyết trình tìm hiểu về egov không làm đồ án","môn học chỉ nên thuyết trình tìm hiểu về egov không làm đồ án ","Test and evaluation","môn học chỉ nên thuyết trình tìm hiểu về egov không làm đồ án","Neutral"
"20","giảng viên có nhiều phương pháp giảng hay .","giảng viên có nhiều phương pháp giảng hay","phương pháp giảng","Teaching quality","giảng viên có nhiều phương pháp giảng hay","Positive"
"21","thực hành hình thức 2 khó có thể tham gia học thường xuyên lắm ạ !","thực hành hình thức 2 khó có thể tham gia học thường xuyên lắm ạ","tham gia học thường xuyên","Organization and management","thực hành hình thức 2 khó có thể tham gia học thường xuyên lắm ạ","Negative"
"22","cô giảng rất hay , rất nhiệt tình khi giảng dạy , rất vui tính .","cô giảng rất hay","cô giảng","Teaching quality"," rất hay","Positive"
"22","cô giảng rất hay , rất nhiệt tình khi giảng dạy , rất vui tính .","rất nhiệt tình khi giảng dạy","giảng dạy","Teaching quality","rất nhiệt tình","Positive"
"22","cô giảng rất hay , rất nhiệt tình khi giảng dạy , rất vui tính .","rất vui tính","rất vui tính","Support from lecturers","rất vui tính","Positive"
"23","giáo viên luôn chia sẻ những ứng dụng của kiến thức đã học với thực tiễn , chia sẻ khá nhiều kinh nghiệm thực tế vô cùng bổ ích với sinh viên .","giáo viên luôn chia sẻ những ứng dụng của kiến thức đã học với thực tiễn"," chia sẻ những ứng dụng của kiến thức đã học với thực tiễn","Teaching quality","luôn chia sẻ những ứng dụng của kiến thức đã học với thực tiễn","Positive"
"23","giáo viên luôn chia sẻ những ứng dụng của kiến thức đã học với thực tiễn , chia sẻ khá nhiều kinh nghiệm thực tế vô cùng bổ ích với sinh viên .","chia sẻ khá nhiều kinh nghiệm thực tế vô cùng bổ ích với sinh viên","chia sẻ khá nhiều kinh nghiệm thực tế ","Teaching quality","chia sẻ khá nhiều kinh nghiệm thực tế vô cùng bổ ích với sinh viên","Positive"
"24","thầy dạy nhiệt tình , rất chu đáo .","thầy dạy nhiệt tình , rất chu đáo","thầy dạy","Teaching quality","nhiệt tình , rất chu đáo","Positive"
"25","thầy dạy rất nhiệt tình với sinh viên .","thầy dạy rất nhiệt tình với sinh viên","thầy dạy","Teaching quality"," rất nhiệt tình với sinh viên","Positive"
"26","em thấy rất hài lòng về môn học này , nên em không có ý kiến gì khác cả .","em thấy rất hài lòng về môn học này","môn học","Course information"," rất hài lòng","Positive"
"26","em thấy rất hài lòng về môn học này , nên em không có ý kiến gì khác cả .","nên em không có ý kiến gì khác cả ","nên em không có ý kiến gì khác cả ","General review"," không có ý kiến gì","Neutral"
"27","bàn ghế còn bụi .","bàn ghế còn bụi","bàn ghế","Learning environment"," còn bụi","Negative"
"28","cô vui tính , dạy tốt .","cô vui tính","cô vui tính","Support from lecturers","vui tính","Positive"
"28","cô vui tính , dạy tốt .","dạy tốt","dạy","Teaching quality","tốt","Positive"
"29","nhiệt tình , giỏi hay giúp đỡ sinh viên và cho nhiều bài tập .","nhiệt tình , giỏi hay giúp đỡ sinh viên và cho nhiều bài tập","giúp đỡ sinh viên và cho nhiều bài tập","Support from lecturers","nhiệt tình , giỏi hay giúp đỡ sinh viên và cho nhiều bài tập","Positive"
