"id","Review","Sentence Component","aspect_text","aspect","sentiment_text","sentiment"
"1","kiến thức thì được dồn lại , thời gian ở nhà thì đâu phải chỉ có để học anh văn và có những thắc mắc thì hỏi ai bây giờ .","kiến thức thì được dồn lại","kiến thức","Course information","dồn lại","Negative"
"1","kiến thức thì được dồn lại , thời gian ở nhà thì đâu phải chỉ có để học anh văn và có những thắc mắc thì hỏi ai bây giờ .","thời gian ở nhà thì đâu phải chỉ có để học anh văn","thời gian ở nhà","Organization and management","đâu phải chỉ có để học anh văn","Negative"
"1","kiến thức thì được dồn lại , thời gian ở nhà thì đâu phải chỉ có để học anh văn và có những thắc mắc thì hỏi ai bây giờ .","và có những thắc mắc thì hỏi ai bây giờ","có những thắc mắc thì hỏi ai bây giờ","Support from lecturers","hỏi ai bây giờ","Negative"
"2","tụi em chưa thật sự vững ngữ pháp .","tụi em chưa thật sự vững ngữ pháp","ngữ pháp","Course information","chưa thật sự vững","Negative"
"3","giải bài tập dễ hiểu .","giải bài tập dễ hiểu","giải bài tập","Support from lecturers"," dễ hiểu","Positive"
"4","liên hệ thực tế .","liên hệ thực tế","liên hệ thực tế","General review","thực tế","Positive"
"5","nâng cấp phòng thực hành .","nâng cấp phòng thực hành","phòng thực hành","Learning environment","nâng cấp","Negative"
"6","nên làm sạch lại bàn ghế , và một số thiết bị bằng điện .","nên làm sạch lại bàn ghế , và một số thiết bị bằng điện","bàn ghế , và một số thiết bị bằng điện","Learning environment","nên làm sạch lại ","Neutral"
"7","cô nhiệt tình và tận tâm lắm coloncontemn .","cô nhiệt tình và tận tâm lắm coloncontemn","cô ","Support from lecturers","nhiệt tình và tận tâm","Positive"
"8","giảng viên dạy rất nhiệt tình , thường xuyên tham khảo ý kiến thắc mắc của sinh viên để giải đáp , tạo điều kiện cho sinh viên tự suy nghĩ trong lớp , không quá phụ thuộc vào slide .","giảng viên dạy rất nhiệt tình","giảng viên dạy","Teaching quality","rất nhiệt tình","Positive"
