"id","Review","Sentence Component","aspect_text","aspect","sentiment_text","sentiment"
"1","bài tập thực hành thường đi trước nội dung lý thuyết được học .","bài tập thực hành thường đi trước nội dung lý thuyết được học","bài tập thực hành thường đi trước nội dung lý thuyết được học","General review","bài tập thực hành thường đi trước nội dung lý thuyết được học","Negative"
"2","tuy nhiên môn học được giảng bằng tiếng anh nên em cũng không nắm được hết nội dung thầy giảng .","tuy nhiên môn học được giảng bằng tiếng anh nên em cũng không nắm được hết nội dung thầy giảng","tuy nhiên môn học được giảng bằng tiếng anh nên em cũng không nắm được hết nội dung thầy giảng","General review","tuy nhiên môn học được giảng bằng tiếng anh nên em cũng không nắm được hết nội dung thầy giảng","Negative"
"3","cảm ơn thầy đã sửa lỗi khi cài vmware giúp em colonsmallsmile .","cảm ơn thầy đã sửa lỗi khi cài vmware giúp em colonsmallsmile","thầy ","Support from lecturers","cảm ơn thầy đã sửa lỗi khi cài vmware giúp em colonsmallsmile","Positive"
"4","tận tâm , dễ hiểu , nhiệt tình .","tận tâm , dễ hiểu , nhiệt tình ","tận tâm , dễ hiểu , nhiệt tình","General review","tận tâm , dễ hiểu , nhiệt tình","Positive"
"5","cũng hài lòng .","cũng hài lòng","cũng hài lòng","General review","cũng hài lòng","Positive"
"6","cách làm bài của thầy dễ hiểu rõ ràng .","cách làm bài của thầy dễ hiểu rõ ràng"," thầy","Teaching quality","cách làm bài của thầy dễ hiểu rõ ràng","Positive"
"7","thầy dạy rất nhiệt tình , thầy kiêm luôn giáo viên thực hành .","thầy dạy rất nhiệt tình , thầy kiêm luôn giáo viên thực hành ","thầy ","Teaching quality"," dạy rất nhiệt tình , thầy kiêm luôn giáo viên thực hành","Positive"
"8","dạy buồn ngủ , khó hiểu .","dạy buồn ngủ , khó hiểu","dạy ","Teaching quality"," buồn ngủ , khó hiểu","Negative"
"9","thầy dạy rất vui và hiệu quả !","thầy dạy rất vui và hiệu quả","thầy","Teaching quality"," dạy rất vui và hiệu quả","Positive"
"10","phương pháp dạy hay , tân tâm , nhiệt tình .","phương pháp dạy hay , tân tâm , nhiệt tình","phương pháp dạy ","Teaching quality","hay , tân tâm , nhiệt tình","Positive"
