"id","Review","Sentence Component","aspect_text","aspect","sentiment_text","sentiment"
"901","chỉ dạy tận tâm .","chỉ dạy tận tâm","dạy","Teaching quality","tận tâm","Positive"
"902","thầy dạy nhiệt tình , chia sẻ những kiến thức bổ ích .","thầy dạy nhiệt tình","dạy","Teaching quality","nhiệt tình","Positive"
"902","thầy dạy nhiệt tình , chia sẻ những kiến thức bổ ích .","chia sẻ những kiến thức bổ ích","chia sẻ những kiến thức","Teaching quality","bổ ích","Positive"
"903","thầy dạy rất nhiệt tình , dễ hiểu , tận tâm .","thầy dạy rất nhiệt tình , dễ hiểu , tận tâm","dạy","Teaching quality","nhiệt tình , dễ hiểu , tận tâm","Positive"
"904","giảng hơi ít .","giảng hơi ít","giảng","Teaching quality","ít","Negative"
"905","em mong môn này có thể áp dụng nhiều hơn trong những đồ án .","em mong môn này có thể áp dụng nhiều hơn trong những đồ án","môn này có thể áp dụng nhiều hơn trong những đồ án","Course information","mong môn này có thể áp dụng nhiều hơn","Positive"
"906","giải ví dụ , bài tập nhiều hơn .","giải ví dụ","giải ví dụ","Teaching quality","giải ví dụ","Neutral"
"906","giải ví dụ , bài tập nhiều hơn .","bài tập nhiều hơn","bài tập nhiều hơn","Workload","bài tập nhiều hơn","Neutral"
"907","thành thật mà nói thì sau khi học buổi đầu xong thì em không muốn học thêm buổi thứ hai .","thành thật mà nói thì sau khi học buổi đầu xong thì em không muốn học thêm buổi thứ hai","học buổi đầu xong thì em không muốn học thêm buổi thứ hai","Teaching quality","không muốn học thêm","Negative"
"908","đề nghị thầy xem lại việc chấm chéo đồ án và báo cáo chéo đồ án .","đề nghị thầy xem lại việc chấm chéo đồ án và báo cáo chéo đồ án","chấm chéo đồ án và báo cáo chéo đồ án","Test and evaluation","đề nghị thầy xem lại","Neutral"
"909","bài dạy phụ thuộc nhiều vào slide , cách truyền đạt chưa thực sự phù hợp với cá nhân .","bài dạy phụ thuộc nhiều vào slide","bài dạy","Teaching quality","phụ thuộc nhiều vào slide","Negative"
"909","bài dạy phụ thuộc nhiều vào slide , cách truyền đạt chưa thực sự phù hợp với cá nhân .","cách truyền đạt chưa thực sự phù hợp với cá nhân","cách truyền đạt","Teaching quality","chưa thực sự phù hợp","Negative"
"910","có slide bài giảng tiếng anh giúp nâng cao trình độ đọc hiểu tài liệu chuyên ngành và nâng cao kiến thức cho sinh viên .","có slide bài giảng tiếng anh giúp nâng cao trình độ đọc hiểu tài liệu chuyên ngành và nâng cao kiến thức cho sinh viên","slide bài giảng tiếng anh","Course information","nâng cao trình độ đọc hiểu tài liệu chuyên ngành và nâng cao kiến thức","Positive"
"911","học đúng giờ nhưng ra về thì sớm hơn quy định .","học đúng giờ nhưng ra về thì sớm hơn quy định","học đúng giờ nhưng ra về thì sớm hơn quy định","Organization and management","sớm hơn quy định","Negative"
"912","chuyên nghiệp .","chuyên nghiệp","chuyên nghiệp","General review","chuyên nghiệp","Neutral"
"913","giảng viên thoải mái , hòa đồng .","giảng viên thoải mái , hòa đồng","giảng viên thoải mái , hòa đồng","Support from lecturers","thoải mái , hòa đồng","Positive"
"914","thầy dạy rất tốt !","thầy dạy rất tốt","dạy","Teaching quality","tốt","Positive"
"915","cách truyền đạt kiến thức của thầy đối với em thì em cảm thấy không phù hợp lắm , em cần phải rất rất tập trung và hỏi đi hỏi lại nhiều lần mới có thể nắm bắt kiến thức .","cách truyền đạt kiến thức của thầy đối với em thì em cảm thấy không phù hợp lắm","cách truyền đạt kiến thức","Teaching quality","không phù hợp lắm","Negative"
"915","cách truyền đạt kiến thức của thầy đối với em thì em cảm thấy không phù hợp lắm , em cần phải rất rất tập trung và hỏi đi hỏi lại nhiều lần mới có thể nắm bắt kiến thức .","em cần phải rất rất tập trung và hỏi đi hỏi lại nhiều lần mới có thể nắm bắt kiến thức","tập trung và hỏi đi hỏi lại nhiều lần mới có thể nắm bắt kiến thức","Teaching quality","rất rất tập trung và hỏi đi hỏi lại nhiều lần","Negative"
"916","thầy cho nghỉ hơi nhiều .","thầy cho nghỉ hơi nhiều","thầy cho nghỉ hơi nhiều","Organization and management","nghỉ hơi nhiều","Negative"
"917","giảng viên nên cung cấp tài liệu học tập cho sinh viên !","giảng viên nên cung cấp tài liệu học tập cho sinh viên","cung cấp tài liệu học tập","Course information","nên cung cấp","Neutral"
"918","thầy dạy nhiêt tình , kỹ càng !","thầy dạy nhiêt tình , kỹ càng","thầy dạy","Teaching quality","nhiêt tình , kỹ càng","Positive"
"919","thầy dạy hay , nhiều kiến thức mở rộng , được học trên slide tiếng anh .","thầy dạy hay","thầy dạy","Teaching quality","hay","Positive"
