"id","Review","Sentence Component","aspect_text","aspect","sentiment_text","sentiment"
"1","nên thêm máy tính thực trong phòng thực hành .","nên thêm máy tính thực trong phòng thực hành","máy tính thực trong phòng thực hành","Learning environment","nên thêm","Neutral"
"2","cô rất vui tính và nhiệt tình .","cô rất vui tính và nhiệt tình","cô rất vui tính và nhiệt tình","Support from lecturers","vui tính và nhiệt tình","Positive"
"3","cần thống nhất giữa nội dung lý thuyết và phần thực hành học từ trên xuống mà thực hành thì dưới lên gây khó khăn cho sinh viên .","cần thống nhất giữa nội dung lý thuyết và phần thực hành học từ trên xuống mà thực hành thì dưới lên gây khó khăn cho sinh viên","nội dung lý thuyết và phần thực hành","Organization and management","cần thống nhất","Negative"
"4","hơi khắt khe quá với sinh viên .","hơi khắt khe quá với sinh viên","hơi khắt khe quá với sinh viên","Support from lecturers","khắt khe","Negative"
"5","thuộc bài một cách máy móc và trình bày không tự nhiên nhưng điểm vẫn cao .","thuộc bài một cách máy móc và trình bày không tự nhiên nhưng điểm vẫn cao"," điểm","Test and evaluation","thuộc bài một cách máy móc và trình bày không tự nhiên","Negative"
"6","thầy chỉ tận tình các lỗi xảy ra trong bài học .","thầy chỉ tận tình các lỗi xảy ra trong bài học","chỉ tận tình các lỗi xảy ra trong bài học","Support from lecturers","chỉ tận tình","Positive"
"7","giọng nói hay .","giọng nói hay","giọng nói","Teaching quality","hay","Positive"
"8","ít cho bài tập về nhà .","ít cho bài tập về nhà","bài tập về nhà","Workload","ít","Neutral"
"9","thầy dạy khá nhiệt tình và tận tâm dễ hiểu .","thầy dạy khá nhiệt tình và tận tâm dễ hiểu","dạy","Teaching quality","khá nhiệt tình và tận tâm dễ hiểu","Positive"
"10","hình thức , các hoạt động học tập phong phú .","hình thức , các hoạt động học tập phong phú","hình thức , các hoạt động học tập","Learning environment"," phong phú","Positive"
"11","thời gian chỉ được phân bổ 2 tiết nên vừa mất thời gian lại không có thời gian để giảng thêm nhiều vấn đề .","thời gian chỉ được phân bổ 2 tiết nên vừa mất thời gian lại không có thời gian để giảng thêm nhiều vấn đề","phân bổ","Organization and management","không có thời gian để giảng ","Negative"
"12","giảng viên rất tận tình chỉ dạy , hỗ trợ tích cực .","giảng viên rất tận tình chỉ dạy","chỉ dạy","Support from lecturers","rất tận tình","Positive"
"12","giảng viên rất tận tình chỉ dạy , hỗ trợ tích cực .","hỗ trợ tích cực","hỗ trợ","Support from lecturers","tích cực","Positive"
"13","truyền đạt dễ hiểu , giảng viên hài hước , tạo không gian học tập hưng phấn khi đến lớp .","truyền đạt dễ hiểu","truyền đạt ","Teaching quality","dễ hiểu","Positive"
"13","truyền đạt dễ hiểu , giảng viên hài hước , tạo không gian học tập hưng phấn khi đến lớp ."," giảng viên hài hước","giảng viên hài hước","General review"," hài hước","Positive"
"13","truyền đạt dễ hiểu , giảng viên hài hước , tạo không gian học tập hưng phấn khi đến lớp .","tạo không gian học tập hưng phấn khi đến lớp","không gian học tập","Teaching quality","hưng phấn","Positive"
"14","có nhiều nguồn tài liệu slide bài giảng .","có nhiều nguồn tài liệu slide bài giảng","tài liệu slide bài giảng","Course information"," nhiều","Positive"
"15","thích cách dạy như kể chuyện , chia sẻ kinh nghiệm của thầy .","thích cách dạy như kể chuyện , chia sẻ kinh nghiệm của thầy"," cách dạy ","Teaching quality","thích","Positive"
"16","hướng dẫn kỹ trước khi thực hành .","hướng dẫn kỹ trước khi thực hành ","hướng dẫn","Support from lecturers","kỹ","Positive"
"17","môn học nên bám sát vào nội dung , mục đích cuối cùng thay vì giảng dạy lý thuyết tràn lan .","môn học nên bám sát vào nội dung , mục đích cuối cùng thay vì giảng dạy lý thuyết tràn lan","môn học nên bám sát vào nội dung , mục đích cuối cùng thay vì giảng dạy lý thuyết tràn lan","Teaching quality","nên bám sát ","Neutral"
"18","thầy chia sẻ nhiều điều trong thực tế .","thầy chia sẻ nhiều điều trong thực tế","thầy chia sẻ nhiều điều trong thực tế","Support from lecturers","chia sẻ nhiều","Positive"
"19","em hi vọng thầy có thể cung cấp tài liệu học tập một cách đầy đủ , vì trên slide em thấy còn hạn chế về kiến thức và quá tóm tắt .","em hi vọng thầy có thể cung cấp tài liệu học tập một cách đầy đủ","cung cấp tài liệu","Course information","hi vọng","Neutral"
"19","em hi vọng thầy có thể cung cấp tài liệu học tập một cách đầy đủ , vì trên slide em thấy còn hạn chế về kiến thức và quá tóm tắt .","vì trên slide em thấy còn hạn chế về kiến thức và quá tóm tắt","slide","Course information","hạn chế về kiến thức và quá tóm tắt","Negative"
"20","đi trễ 2h đồng hồ , nghỉ không thông báo , nhờ người dạy thay thế .","đi trễ 2h đồng hồ","đi trễ 2h đồng hồ","Organization and management","đi trễ","Negative"
"20","đi trễ 2h đồng hồ , nghỉ không thông báo , nhờ người dạy thay thế ."," nghỉ không thông báo , nhờ người dạy thay thế","nghỉ","Organization and management","không thông báo , nhờ người dạy thay thế","Negative"
"21","giảng viên chủ động .","giảng viên chủ động","giảng viên chủ động","Support from lecturers","chủ động","Positive"
"22","lớp muốn hiểu bài phải sắp xếp thời gian , tiết học của mình để được học ké , học chui ở các giảng viên khác để lắp cho mình bù lại kiến thức bị trống .","lớp muốn hiểu bài phải sắp xếp thời gian , tiết học của mình để được học ké","sắp xếp thời gian , tiết học của mình để được học ké","Organization and management","học ké","Neutral"
