"id","Review","Sentence Component","aspect_text","aspect","sentiment_text","sentiment"
"1","thầy hướng dẫn làm bài kỹ bám sát kiến thức học lý thuyết .","thầy hướng dẫn làm bài kỹ bám sát kiến thức học lý thuyết","thầy hướng dẫn làm bài ","Support from lecturers"," kỹ bám sát kiến thức học lý thuyết","Positive"
"2","thầy rất nhiệt tình và tận tâm trong việc chỉ dạy sinh viên .","thầy rất nhiệt tình và tận tâm trong việc chỉ dạy sinh viên","chỉ dạy sinh viên","Teaching quality","rất nhiệt tình và tận tâm","Positive"
"3","khả năng truyền đạt còn hạn chế .","khả năng truyền đạt còn hạn chế","khả năng truyền đạt","Teaching quality","còn hạn chế","Negative"
"4","giảng hơi nhiều kiến thức vượt quá phạm vi môn này .","giảng hơi nhiều kiến thức vượt quá phạm vi môn này","giảng","Teaching quality"," hơi nhiều kiến thức vượt quá phạm vi môn này","Negative"
"5","tính kỷ luật cao .","tính kỷ luật cao","tính kỷ luật ","General review","cao","Positive"
"6","không ổn .","không ổn","không ổn","General review","không ổn","Negative"
"7","chỉ rất nhiệt tình .","chỉ rất nhiệt tình","chỉ ","Support from lecturers","rất nhiệt tình","Positive"
"8","nhiệt tình và giúp đỡ sinh viên .","nhiệt tình và giúp đỡ sinh viên","nhiệt tình và giúp đỡ sinh viên","General review","nhiệt tình và giúp đỡ","Positive"
"9","thầy cần giảng rõ ràng mạch lạc hơn .","thầy cần giảng rõ ràng mạch lạc hơn","giảng","Teaching quality","cần giảng rõ ràng mạch lạc hơn","Neutral"
"10","sinh viên xin được vắng do các hoạt động bên đoàn , hội , chi bộ nhưng giáo viên không cho phép .","sinh viên xin được vắng do các hoạt động bên đoàn , hội , chi bộ nhưng giáo viên không cho phép","sinh viên xin được vắng","General review","nhưng giáo viên không cho phép","Negative"
"11","cách giảng bài bám sát sách nên còn tương đối dài và tốn nhiều thời gian , chưa đem lại cái nhìn tổng quát của bài và bỏ qua một số chi tiết của bài .","cách giảng bài bám sát sách nên còn tương đối dài và tốn nhiều thời gian , chưa đem lại cái nhìn tổng quát của bài và bỏ qua một số chi tiết của bài","cách giảng bài bám sát sách ","Teaching quality","còn tương đối dài và tốn nhiều thời gian , chưa đem lại cái nhìn tổng quát của bài và bỏ qua một số chi tiết của bài","Negative"
