id,Review,Sentence Component,aspect_text,aspect,sentiment_text,sentiment
1,bài tập thực hành khá nặng so với lý thuyết tại cùng một thời điểm .,bài tập thực hành khá nặng so với lý thuyết tại cùng một thời điểm,bài tập thực hành,Workload,khá nặng so với lý thuyết tại cùng một thời điểm,Negative
2,"không nên chia giờ học kiểu 2 tiết 1 buổi , như vậy thời lượng học mỗi buổi quá ít , gây gián đoạn cho việc giảng dạy .",không nên chia giờ học kiểu 2 tiết 1 buổi,chia giờ học kiểu 2 tiết 1 buổi,Organization and management,không nên,Neutral
2,"không nên chia giờ học kiểu 2 tiết 1 buổi , như vậy thời lượng học mỗi buổi quá ít , gây gián đoạn cho việc giảng dạy .","như vậy thời lượng học mỗi buổi quá ít , gây gián đoạn cho việc giảng dạy",thời lượng học mỗi buổi,Organization and management,"quá ít , gây gián đoạn cho việc giảng dạy",Negative
3,"giảng bài dễ hiểu , dễ tiếp thu .","giảng bài dễ hiểu , dễ tiếp thu",giảng bài,Teaching quality,"dễ hiểu , dễ tiếp thu",Positive
4,không có gì để không hài lòng .,không có gì để không hài lòng,không có gì,General review,không có gì để không hài lòng,Neutral
5,chương trình nên cập nhật thường xuyên để phù hợp hơn với thực tế .,chương trình nên cập nhật thường xuyên để phù hợp hơn với thực tế ,chương trình ,Course information,nên cập nhật thường xuyên để phù hợp hơn với thực tế,Neutral
6,"giáo viên vui vẻ , thân thiện .","giáo viên vui vẻ , thân thiện","giáo viên vui vẻ , thân thiện",Teaching quality,"vui vẻ , thân thiện",Positive
7,"tận tâm , nhiệt tình và hay liên hệ thực tiễn .","tận tâm , nhiệt tình","tận tâm , nhiệt tình",Support from lecturers,"tận tâm , nhiệt tình",Positive
7,"tận tâm , nhiệt tình và hay liên hệ thực tiễn .",và hay liên hệ thực tiễn,hay liên hệ thực tiễn,Teaching quality,hay liên hệ thực tiễn,Positive
8,"cô dạy rất dễ hiểu , tận tình hướng dẫn học sinh .",cô dạy rất dễ hiểu,dạy,Teaching quality,rất dễ hiểu,Positive
8,"cô dạy rất dễ hiểu , tận tình hướng dẫn học sinh .", tận tình hướng dẫn học sinh, hướng dẫn học sinh,Support from lecturers,tận tình,Positive
9,lớp em học thì máy hay có sự cố .,lớp em học thì máy hay có sự cố,lớp em học thì máy,Learning environment,hay có sự cố,Negative
10,"cô vui vẻ , nhiệt tình , hòa đồng .","cô vui vẻ , nhiệt tình , hòa đồng","cô vui vẻ , nhiệt tình , hòa đồng",Support from lecturers,"vui vẻ , nhiệt tình , hòa đồng",Positive
11,thầy cần có nhiều phương pháp giảng dạy hay hơn !,thầy cần có nhiều phương pháp giảng dạy hay hơn, phương pháp giảng dạy,Teaching quality,cần có nhiều phương pháp giảng dạy hay hơn,Neutral
