id,Review,Sentence Component,aspect_text,aspect,sentiment_text,sentiment
1,cô wzjwz117 dạy rất nhiệt tình và dễ hiểu .,cô wzjwz117 dạy rất nhiệt tình và dễ hiểu,dạy,Teaching quality,nhiệt tình và dễ hiểu,Positive
2,"thầy dạy hay , rất vui vẻ .","thầy dạy hay , rất vui v",dạy,Teaching quality,"hay , rất vui vẻ",Positive
3,em xin cảm ơn !,em xin cảm ơn,em xin cảm ơn,General review,cảm ơn,Positive
4,"bài giảng của cô rất hay , tuy nhiên sinh viên không nắm được các phần quan trọng , và phủ đều lên toàn bộ bài giảng , do đó gây khó hiểu , mất tập trung , hoặc gây buồn ngủ .",bài giảng của cô rất hay,bài giảng,Teaching quality,hay,Positive
4,"bài giảng của cô rất hay , tuy nhiên sinh viên không nắm được các phần quan trọng , và phủ đều lên toàn bộ bài giảng , do đó gây khó hiểu , mất tập trung , hoặc gây buồn ngủ .",tuy nhiên sinh viên không nắm được các phần quan trọng,không nắm được các phần quan trọng,Teaching quality,không nắm được,Negative
4,"bài giảng của cô rất hay , tuy nhiên sinh viên không nắm được các phần quan trọng , và phủ đều lên toàn bộ bài giảng , do đó gây khó hiểu , mất tập trung , hoặc gây buồn ngủ .","và phủ đều lên toàn bộ bài giảng , do đó gây khó hiểu , mất tập trung , hoặc gây buồn ngủ",bài giảng,Teaching quality,"gây khó hiểu , mất tập trung , hoặc gây buồn ngủ",Negative
5,cô nên cho làm bài tập theo team nhiều hơn .,cô nên cho làm bài tập theo team nhiều hơn,làm bài tập theo team,Teaching quality,nên cho,Neutral
6,về phương pháp giảng dạy và cách truyền đạt của giáo viên .,về phương pháp giảng dạy và cách truyền đạt của giáo viên,phương pháp giảng dạy và cách truyền đạt,Teaching quality,về,Neutral
7,"đi từ dễ đến khó , có định hướng rõ ràng .",đi từ dễ đến khó,đi từ dễ đến khó,Teaching quality,dễ đến khó,Positive
7,"đi từ dễ đến khó , có định hướng rõ ràng .",có định hướng rõ ràng,định hướng rõ ràng,Teaching quality,rõ ràng,Positive
8,"giảng dạy qua loa , mơ hồ , phó thác cho google , luyên thuyên lan man nhiều .","giảng dạy qua loa , mơ hồ , phó thác cho google , luyên thuyên lan man nhiều",giảng dạy,Teaching quality,"qua loa , mơ hồ , phó thác cho google , luyên thuyên lan man nhiều",Negative
