id,Review,Sentence Component,aspect_text,aspect,sentiment_text,sentiment
1,"phần quản lý thao tác của oracle , giảng viên cung cấp tài liệu quản lý thao tác của sql server .","phần quản lý thao tác của oracle , giảng viên cung cấp tài liệu quản lý thao tác của sql server",tài liệu quản lý thao tác của sql server,Course information,cung cấp,Neutral
2,chưa chỉ sinh viên cách tìm thêm tài liệu để đọc thêm .,chưa chỉ sinh viên cách tìm thêm tài liệu để đọc thêm,chưa chỉ sinh viên,Support from lecturers,chưa chỉ,Negative
3,"kiến thức , khả năng truyền đạt .",kiến thức,kiến thức,General review,kiến thức,Neutral
3,"kiến thức , khả năng truyền đạt .",khả năng truyền đạt,khả năng truyền đạt,Teaching quality,khả năng truyền đạt,Neutral
4,vì giao tiếp thông thường trong lớp học là chưa đủ .,vì giao tiếp thông thường trong lớp học là chưa đủ,lớp học,Learning environment,chưa đủ,Negative
5,thầy vui tính và có sửa bài tập đầy đủ .,thầy vui tính và có sửa bài tập đầy đủ,vui tính và có sửa bài tập đầy đủ,Teaching quality,vui tính và có sửa bài tập đầy đủ,Positive
6,thầy nên nhiệt tình chút xíu .,thầy nên nhiệt tình chút xíu,nhiệt tình,Support from lecturers,nên,Neutral
7,tài liệu hay và chia sẻ nhiều kinh nghiệm học .,tài liệu hay,tài liệu,Course information,hay,Positive
7,tài liệu hay và chia sẻ nhiều kinh nghiệm học .,và chia sẻ nhiều kinh nghiệm học,chia sẻ nhiều kinh nghiệm,Support from lecturers,chia sẻ nhiều kinh nghiệm,Positive
8,"cần tương tác với sinh viên nhiều hơn , cần hướng dẫn sinh viên trước khi thực hành .",cần tương tác với sinh viên nhiều hơn,tương tác với sinh viên,Support from lecturers,nhiều hơn,Negative
8,"cần tương tác với sinh viên nhiều hơn , cần hướng dẫn sinh viên trước khi thực hành .",cần hướng dẫn sinh viên trước khi thực hành,hướng dẫn sinh viên,Support from lecturers,cần,Neutral
9,"cách truyền đạt , dạy của thầy rất dễ hiểu , dễ nắm bài .","cách truyền đạt , dạy của thầy rất dễ hiểu , dễ nắm bài","cách truyền đạt , dạy",Teaching quality,"dễ hiểu , dễ nắm bài",Positive
10,"nâng cấp máy tính , cho sinh viên thực hành bấm cáp nhiều hơn .",nâng cấp máy tính,máy tính,Learning environment,nâng cấp,Neutral
10,"nâng cấp máy tính , cho sinh viên thực hành bấm cáp nhiều hơn .",cho sinh viên thực hành bấm cáp nhiều hơn,thực hành bấm cáp,Course information,cho sinh viên thực hành bấm cáp nhiều hơn,Neutral
