"id","Review","Sentence Component","aspect_text","aspect","sentiment_text","sentiment"
"1","các môn học cần có ứng dụng thực tiễn hơn , hiện tại đặt nặng quá nhiều về lý thuyết suông , học cho qua cũng không để lại gì , không gây hứng thú .","các môn học cần có ứng dụng thực tiễn hơn ","các môn học","Course information","cần có ứng dụng thực tiễn hơn","Neutral"
"1","các môn học cần có ứng dụng thực tiễn hơn , hiện tại đặt nặng quá nhiều về lý thuyết suông , học cho qua cũng không để lại gì , không gây hứng thú ."," hiện tại đặt nặng quá nhiều về lý thuyết suông"," hiện tại đặt nặng quá nhiều về lý thuyết suông","Course information","đặt nặng quá nhiều về lý thuyết suông","Negative"
"1","các môn học cần có ứng dụng thực tiễn hơn , hiện tại đặt nặng quá nhiều về lý thuyết suông , học cho qua cũng không để lại gì , không gây hứng thú .","học cho qua cũng không để lại gì , không gây hứng thú","học cho qua cũng không để lại gì , không gây hứng thú","General review","không để lại gì , không gây hứng thú","Negative"
"2","cách truyền đạt , sự tận tâm của giảng viên .","cách truyền đạt , sự tận tâm của giảng viên","cách truyền đạt , sự tận tâm của giảng viên","General review","tận tâm","Positive"
"3","giảng viên giảng dạy tận tình , dễ hiểu .","giảng viên giảng dạy tận tình , dễ hiểu","giảng viên giảng dạy","Teaching quality","tận tình , dễ hiểu","Positive"
"4","được .","được","được","General review","được","Positive"
"5","giảng viên không đến lớp nhưng không báo trước với phòng đào tạo hay lớp trưởng ( không có thông báo nghỉ trên daadotuitdotedudotvn ) .","giảng viên không đến lớp nhưng không báo trước với phòng đào tạo hay lớp trưởng ( không có thông báo nghỉ trên daadotuitdotedudotvn )","không đến lớp nhưng không báo trước với phòng đào tạo hay lớp trưởng","Organization and management","không đến lớp nhưng không báo trước với phòng đào tạo hay lớp trưởng","Negative"
"6","thầy dạy kỹ nhiệt tình .","thầy dạy kỹ nhiệt tình","thầy dạy","Teaching quality"," kỹ nhiệt tình","Positive"
"7","thầy vui tính , nhiệt tình , dạy dễ hiểu .","thầy vui tính , nhiệt tình , dạy dễ hiểu","thầy","General review"," vui tính , nhiệt tình , dạy dễ hiểu","Positive"
"8","nên đổi sang ht1 .","nên đổi sang ht1 .","đổi sang ht1","Organization and management","nên ","Neutral"
"9","thầy rất nhiệt tình , tận tâm , hỗ trợ sinh viên làm đồ án rất nhiệt tình , vui vẻ .","thầy rất nhiệt tình , tận tâm ","thầy","Teaching quality"," rất nhiệt tình , tận tâm","Positive"
"9","thầy rất nhiệt tình , tận tâm , hỗ trợ sinh viên làm đồ án rất nhiệt tình , vui vẻ .","hỗ trợ sinh viên làm đồ án rất nhiệt tình , vui vẻ","hỗ trợ sinh viên làm đồ án","Support from lecturers"," rất nhiệt tình , vui vẻ","Positive"
"10","dạy hay dễ hiểu , lên lớp đầy đủ .","dạy hay dễ hiểu","dạy ","Teaching quality","hay dễ hiểu","Positive"
"10","dạy hay dễ hiểu , lên lớp đầy đủ ."," lên lớp đầy đủ","lên lớp đầy đủ","Organization and management","đầy đủ","Positive"
"11","đúng thời gian lên lớp và tận tình giảng dạy .","đúng thời gian lên lớp","thời gian lên lớp","Organization and management","đúng ","Positive"
"11","đúng thời gian lên lớp và tận tình giảng dạy ."," tận tình giảng dạy","giảng dạy","Teaching quality","tận tình","Positive"
"12","cơ sở vật chất cần chuẩn bị tốt hơn để giảng viên có điều kiện tốt để giảng dạy .","cơ sở vật chất cần chuẩn bị tốt hơn để giảng viên có điều kiện tốt để giảng dạy","cơ sở vật chất","Learning environment"," cần chuẩn bị tốt hơn","Neutral"
