id,Review,Sentence Component,aspect_text,aspect,sentiment_text,sentiment
1,thầy cần tương tác với sinh viên và hướng dẫn chi tiết hơn trong những ví dụ .,thầy cần tương tác với sinh viên và hướng dẫn chi tiết hơn trong những ví dụ,thầy,Support from lecturers,cần tương tác,Positive
1,thầy cần tương tác với sinh viên và hướng dẫn chi tiết hơn trong những ví dụ .,thầy cần tương tác với sinh viên và hướng dẫn chi tiết hơn trong những ví dụ,thầy,Support from lecturers,hướng dẫn chi tiết hơn,Positive
2,cập nhật nguồn tài liệu cho sinh viên .,cập nhật nguồn tài liệu cho sinh viên,nguồn tài liệu cho sinh viên,Course information,cập nhật,Positive
3,các thông tin không được tải lên moodle .,các thông tin không được tải lên moodle,các thông tin,Course information,không được tải lên,Negative
4,omg .,omg,omg,General review,omg,Neutral
5,cô nhiệt tình trong giảng dạy .,cô nhiệt tình trong giảng dạy,cô,Support from lecturers,nhiệt tình trong giảng dạy,Positive
6,"thầy tận tâm , nhiệt tình , có chia sẻ những kinh nghiệm học tập .","thầy tận tâm , nhiệt tình , có chia sẻ những kinh nghiệm học tập",thầy,Support from lecturers,tận tâm,Positive
6,"thầy tận tâm , nhiệt tình , có chia sẻ những kinh nghiệm học tập .","thầy tận tâm , nhiệt tình , có chia sẻ những kinh nghiệm học tập",thầy,Support from lecturers,nhiệt tình,Positive
6,"thầy tận tâm , nhiệt tình , có chia sẻ những kinh nghiệm học tập .","thầy tận tâm , nhiệt tình , có chia sẻ những kinh nghiệm học tập",thầy,Support from lecturers,có chia sẻ những kinh nghiệm học tập,Positive
7,giảng viên vừa dạy vừa vui tính làm cho buổi học không buồn tẻ .,giảng viên vừa dạy vừa vui tính làm cho buổi học không buồn tẻ,giảng viên,Support from lecturers,vừa dạy vừa vui tính,Positive
7,giảng viên vừa dạy vừa vui tính làm cho buổi học không buồn tẻ .,giảng viên vừa dạy vừa vui tính làm cho buổi học không buồn tẻ,giảng viên,Support from lecturers,không buồn tẻ,Positive
8,mới chỉ là giới thiệu phương pháp cho không dạy cách sử dụng phương pháp .,mới chỉ là giới thiệu phương pháp cho không dạy cách sử dụng phương pháp,giới thiệu,Support from lecturers, không dạy cách sử dụng phương pháp,Negative
9,"có kinh nghiệm , vui vẻ nhiệt tình .","có kinh nghiệm , vui vẻ nhiệt tình","có kinh nghiệm , vui vẻ nhiệt tình",Support from lecturers,có kinh nghiệm,Positive
9,"có kinh nghiệm , vui vẻ nhiệt tình .","có kinh nghiệm , vui vẻ nhiệt tình","có kinh nghiệm , vui vẻ nhiệt tình",Support from lecturers,vui vẻ nhiệt tình,Positive
10,"có mở rộng nội dung giới thiệu về một số nền tẳng mới như doubledot blackbery , tizen nền tảng đa ứng dụng doubledot phonegap , titanium , zun .","có mở rộng nội dung giới thiệu về một số nền tẳng mới như doubledot blackbery , tizen nền tảng đa ứng dụng doubledot phonegap , titanium , zun",giới thiệu,Support from lecturers,có mở rộng nội dung,Positive
11,các bài tập hay .,các bài tập hay,các bài tập,Workload,hay,Positive
12,"giảng viên đến lớp đúng giờ , tận tâm .","giảng viên đến lớp đúng giờ , tận tâm",giảng viên,Support from lecturers,đến lớp đúng giờ,Positive
12,"giảng viên đến lớp đúng giờ , tận tâm .","giảng viên đến lớp đúng giờ , tận tâm",giảng viên,Support from lecturers,tận tâm,Positive
13,cô đi dạy đúng giờ .,cô đi dạy đúng giờ,cô,Support from lecturers,đi dạy đúng giờ,Positive
14,giới thiệu mục tiêu của môn học nên cụ thể hơn và cách áp dụng môn học vào thực tiễn sau khi ra trường .,giới thiệu mục tiêu của môn học nên cụ thể hơn và cách áp dụng môn học vào thực tiễn sau khi ra trường,giới thiệu mục tiêu của môn học,Support from lecturers,nên cụ thể hơn và cách áp dụng môn học vào thực tiễn sau khi ra trường,Positive
15,tạo sự vui vẻ trong mỗi tiết học .,tạo sự vui vẻ trong mỗi tiết học,trong mỗi tiết học,Course information,tạo sự vui vẻ,Positive
16,thầy dạy rất hay và rất nhiệt tâm .,thầy dạy rất hay và rất nhiệt tâm,thầy dạy,Support from lecturers,rất hay và rất nhiệt tâm,Positive
17,thầy hay tạo niềm vui hứng thú cho lớp .,thầy hay tạo niềm vui hứng thú cho lớp,thầy,Support from lecturers,hay tạo niềm vui hứng thú cho lớp,Positive
18,"môn học này là không cần thiết đối với sinh viên , nó không cung cấp được điều gì rõ ràng và bổ ích .","môn học này là không cần thiết đối với sinh viên , nó không cung cấp được điều gì rõ ràng và bổ ích",môn học này,Course information,không cần thiết,Negative
18,"môn học này là không cần thiết đối với sinh viên , nó không cung cấp được điều gì rõ ràng và bổ ích .","môn học này là không cần thiết đối với sinh viên , nó không cung cấp được điều gì rõ ràng và bổ ích",môn học này,Course information,không cung cấp được điều gì rõ ràng và bổ ích,Negative
19,thầy rất nhiệt tình và đến lớp đúng giờ .,thầy rất nhiệt tình và đến lớp đúng giờ,thầy,Support from lecturers,rất nhiệt tình,Positive
19,thầy rất nhiệt tình và đến lớp đúng giờ .,thầy rất nhiệt tình và đến lớp đúng giờ,thầy,Support from lecturers,đến lớp đúng giờ,Positive
20,"cho sinh viên nói với bạn , giao tiếp tất cả trong lớp bằng tiếng anh .","cho sinh viên nói với bạn , giao tiếp tất cả trong lớp bằng tiếng anh",giao tiếp tất cả trong lớp,Workload,bằng tiếng anh,Neutral
21,"em mong những lần sau thầy hãy gom lại những phần xử lý giống nhau vào một câu thôi , sinh viên làm được phần này đương nhiên sẽ làm được phần kia .","em mong những lần sau thầy hãy gom lại những phần xử lý giống nhau vào một câu thôi , sinh viên làm được phần này đương nhiên sẽ làm được phần kia",thầy,Support from lecturers,hãy gom lại,Positive
22,nên có nhiều tiết giải bài tập hơn .,nên có nhiều tiết giải bài tập hơn,tiết giải bài tập hơn,Organization and management,nên có nhiều,Positive
23,hồ trợ tốt cho sinh viên tự tìm hiểu .,hồ trợ tốt cho sinh viên tự tìm hiểu,hồ trợ tốt cho sinh viên,Support from lecturers,tự tìm hiểu,Neutral
24,lớp học ồn .,lớp học ồn,lớp học,Learning environment,ồn,Negative
25,thầy cho chép lý thuyết chung chung quá !,thầy cho chép lý thuyết chung chung quá,thầy,Support from lecturers,cho chép lý thuyết chung chung quá,Negative
26,"thầy truyền đạt rất tốt , rất lôi cuốn và thuyết phục .","thầy truyền đạt rất tốt , rất lôi cuốn và thuyết phục",thầy truyền đạt,Support from lecturers,rất tốt,Positive
26,"thầy truyền đạt rất tốt , rất lôi cuốn và thuyết phục .","thầy truyền đạt rất tốt , rất lôi cuốn và thuyết phục",thầy truyền đạt,Support from lecturers,rất lôi cuốn và thuyết phục,Positive
27,"cô dạy tận tâm , nhưng cách dạy nặng về ngữ pháp nên nhàm chán .",cô dạy tận tâm,dạy,Teaching quality,tận tâm,Positive
27,"cô dạy tận tâm , nhưng cách dạy nặng về ngữ pháp nên nhàm chán .",nhưng cách dạy nặng về ngữ pháp nên nhàm chán .,cách dạy,Teaching quality, nhàm chán,Negative
28,"cô giáo tận tâm , dễ gần .","cô giáo tận tâm , dễ gần",cô giáo,Support from lecturers,tận tâm,Positive
28,"cô giáo tận tâm , dễ gần .","cô giáo tận tâm , dễ gần",cô giáo,Support from lecturers,dễ gần,Positive
29,thầy dạy tương đối dễ hiểu .,thầy dạy tương đối dễ hiểu,thầy dạy,Support from lecturers,tương đối dễ hiểu,Positive
30,"nhiều bạn trong lớp đã phải mua thêm ram , ổ cứng để đáp ứng nhu cầu .","nhiều bạn trong lớp đã phải mua thêm ram , ổ cứng để đáp ứng nhu cầu","nhiều bạn trong lớp đã phải mua thêm ram , ổ cứng để đáp ứng nhu cầu",General review,phải mua thêm,Neutral
31,cô dạy vui vẻ dễ hiểu .,cô dạy vui vẻ dễ hiểu,cô dạy,Support from lecturers,vui vẻ dễ hiểu,Positive
32,"em nghĩ cần có thêm nhiều tài liệu hướng dẫn giải bài tập , học môn này hơn để sinh viên có thể tự học .","em nghĩ cần có thêm nhiều tài liệu hướng dẫn giải bài tập , học môn này hơn để sinh viên có thể tự học",tài liệu hướng dẫn giải bài tập,Course information,cần có thêm nhiều,Positive
33,giảng viên có khả năng truyền đạt tốt dễ hiểu .,giảng viên có khả năng truyền đạt tốt dễ hiểu,giảng viên,Support from lecturers,có khả năng truyền đạt tốt dễ hiểu,Positive
34,"dễ hiểu , biết lắng nghe ý kiến sinh viên , đáp ứng mọi yêu cầu của sinh viên .","dễ hiểu , biết lắng nghe ý kiến sinh viên , đáp ứng mọi yêu cầu của sinh viên","dễ hiểu , biết lắng nghe ý kiến sinh viên , đáp ứng mọi yêu cầu của sinh viên",Support from lecturers,dễ hiểu,Positive
34,"dễ hiểu , biết lắng nghe ý kiến sinh viên , đáp ứng mọi yêu cầu của sinh viên .","dễ hiểu , biết lắng nghe ý kiến sinh viên , đáp ứng mọi yêu cầu của sinh viên","dễ hiểu , biết lắng nghe ý kiến sinh viên , đáp ứng mọi yêu cầu của sinh viên",Support from lecturers,biết lắng nghe,Positive
