"id","Review","Sentence Component","aspect_text","aspect","sentiment_text","sentiment"
"1","cách dạy sinh động , không máy móc .","cách dạy sinh động , không máy móc","cách dạy","Teaching quality","sinh động , không máy móc","Positive"
"2","các bài tập thực hành và hoạt động giảng dạy của thầy đáp ứng đủ yêu cầu cơ bản của môn học .","các bài tập thực hành và hoạt động giảng dạy của thầy đáp ứng đủ yêu cầu cơ bản của môn học","bài tập thực hành và hoạt động giảng dạy","Teaching quality","đáp ứng đủ yêu cầu cơ bản","Positive"
"3","giảng viên nhiệt tình , có kỹ năng truyền đạt tốt .","giảng viên nhiệt tình","nhiệt tình ","Support from lecturers","nhiệt tình","Positive"
"3","giảng viên nhiệt tình , có kỹ năng truyền đạt tốt .","có kỹ năng truyền đạt tốt","kỹ năng truyền đạt","Teaching quality","tốt","Positive"
"4","em không liên hệ được mối quan hệ giữa chương trình học theo sách và đề thi .","em không liên hệ được mối quan hệ giữa chương trình học theo sách và đề thi","chương trình học theo sách và đề thi","Test and evaluation","không liên hệ được mối quan hệ","Negative"
"5","giảng viên chưa đi sâu vào vấn đề bài học .","giảng viên chưa đi sâu vào vấn đề bài học","đi sâu vào vấn đề bài học","Teaching quality","chưa đi sâu","Negative"
"6","giảng viên dạy dễ hiểu , có định hướng .","giảng viên dạy dễ hiểu , có định hướng","dạy","Teaching quality","dễ hiểu , có định hướng","Positive"
"7","thầy dễ tính vui vẻ .","thầy dễ tính vui vẻ","dễ tính vui vẻ","General review","dễ tính vui vẻ","Positive"
"8","hầu như không có điều không hài lòng .","hầu như không có điều không hài lòng","không có điều không hài lòng","General review","không có điều không hài lòng","Positive"
"9","cách truyền đạt hơi khó hiểu .","cách truyền đạt hơi khó hiểu","cách truyền đạt","Teaching quality","hơi khó hiểu","Negative"
"10","cô dạy rất nhiệt tình , tận tâm , vui vẻ .","cô dạy rất nhiệt tình , tận tâm , vui vẻ","dạy","Teaching quality","nhiệt tình , tận tâm , vui vẻ","Positive"
"11","thầy vui tính , dạy tốt .","thầy vui tính , dạy tốt","vui tính , dạy tốt","Teaching quality","vui tính , dạy tốt","Positive"
"12","sự tận tình .","sự tận tình","sự tận tình","Support from lecturers","sự tận tình","Positive"
"13","cần làm nhiều bài tập trên lớp .","cần làm nhiều bài tập trên lớp","bài tập","Workload","cần làm nhiều","Neutral"
"14","qua hai học kỳ được học các môn học do thầy wzjwz110 giảng dạy , thầy dạy rất được .","qua hai học kỳ được học các môn học do thầy wzjwz110 giảng dạy , thầy dạy rất được","giảng dạy","Teaching quality","rất được","Positive"
"15","nên cho thêm bài tập nhóm để học sinh thảo luận .","nên cho thêm bài tập nhóm để học sinh thảo luận","bài tập nhóm","Workload","nên cho thêm","Neutral"
"16","cô dạy rất hay , nhiều mini game hấp dẫn .","cô dạy rất hay , nhiều mini game hấp dẫn","dạy","Teaching quality","rất hay , nhiều mini game hấp dẫn","Positive"
"17","hài lòng với chất lượng giảng dạy của giảng viên này .","hài lòng với chất lượng giảng dạy của giảng viên này","chất lượng giảng dạy","Teaching quality","hài lòng","Positive"
"18","cô dạy rất nhiệt tình , tận tâm , cách dạy dễ hiểu .","cô dạy rất nhiệt tình , tận tâm","dạy","Teaching quality","rất nhiệt tình , tận tâm","Positive"
"18","cô dạy rất nhiệt tình , tận tâm , cách dạy dễ hiểu .","cách dạy dễ hiểu","cách dạy","Teaching quality","dễ hiểu","Positive"
"19","cần cải tiến trang thiết bị phòng học , wifi .","cần cải tiến trang thiết bị phòng học , wifi","trang thiết bị phòng học , wifi","Learning environment","cần cải tiến","Neutral"
"20","thầy giảng mà bảo tự mò trên mạng rồi nói lại cho thầy , cách giảng dạy khá mơ hồ khó hiểu , không chi tiết .","thầy giảng mà bảo tự mò trên mạng rồi nói lại cho thầy","giảng","Teaching quality","mà bảo tự mò","Negative"
"20","thầy giảng mà bảo tự mò trên mạng rồi nói lại cho thầy , cách giảng dạy khá mơ hồ khó hiểu , không chi tiết .","cách giảng dạy khá mơ hồ khó hiểu , không chi tiết","cách giảng dạy","Teaching quality","mơ hồ khó hiểu , không chi tiết","Negative"
"21","cho nhiều bài tập , cách hướng dẫn , tài liệu kỹ hơn .","cho nhiều bài tập","bài tập","Workload","cho nhiều","Neutral"
"21","cho nhiều bài tập , cách hướng dẫn , tài liệu kỹ hơn .","cách hướng dẫn , tài liệu kỹ hơn","hướng dẫn","Support from lecturers","kỹ hơn","Neutral"
"22","thầy làm việc không hề có kế hoạch , cho sinh viên quá nhiều bài tập có khi lên tới 36 bài trên một tuần với 34 sinh viên rồi lại bảo "" các em còn học mấy môn khác nữa mà "" .","thầy làm việc không hề có kế hoạch , cho sinh viên quá nhiều bài tập có khi lên tới 36 bài trên một tuần với 34 sinh viên rồi lại bảo "" các em còn học mấy môn khác nữa mà ""","bài tập","Workload","không hề có kế hoạch , cho sinh viên quá nhiều","Negative"
"23","bọn em không thể nghe rõ .","bọn em không thể nghe rõ","không thể nghe rõ","Learning environment","không thể","Negative"
"24","giáo viên cần tích cực hơn nữa trong giảng dạy trên giờ thực hành .","giáo viên cần tích cực hơn nữa trong giảng dạy trên giờ thực hành","giảng dạy","Teaching quality","cần tích cực hơn","Neutral"
"25",""" ờ ờ a a "" toàn nói được mấy từ tiếng anh cơ bản , từ nào khó khó cái lướt qua hay nuốt âm mất tiêu , đã vậy sinh viên hỏi thì trả lời bằng tiếng việt trong khi bắt sinh viên phải hỏi bằng tiếng anh ?",""" ờ ờ a a "" toàn nói được mấy từ tiếng anh cơ bản , từ nào khó khó cái lướt qua hay nuốt âm mất tiêu , đã vậy sinh viên hỏi thì trả lời bằng tiếng việt trong khi bắt sinh viên phải hỏi bằng tiếng anh",""" ờ ờ a a "" toàn nói được mấy từ tiếng anh cơ bản , từ nào khó khó cái lướt qua hay nuốt âm mất tiêu , đã vậy sinh viên hỏi thì trả lời bằng tiếng việt trong khi bắt sinh viên phải hỏi bằng tiếng anh","Teaching quality",""" ờ ờ a a "" toàn nói được mấy từ tiếng anh cơ bản , từ nào khó khó cái lướt qua hay nuốt âm mất tiêu , đã vậy sinh viên hỏi thì trả lời bằng tiếng việt trong khi bắt sinh viên phải hỏi bằng tiếng anh","Negative"
"26","vấn đề không thể nắm bắt được hết .","vấn đề không thể nắm bắt được hết","không thể nắm bắt được hết","Teaching quality","không thể nắm bắt","Negative"
"27","tổ chức nhiều hoạt động nhóm .","tổ chức nhiều hoạt động nhóm","tổ chức nhiều hoạt động nhóm","Organization and management","tổ chức nhiều","Neutral"
"28","không làm bài thuyết trình nhưng vẫn được nộp báo cáo .","không làm bài thuyết trình nhưng vẫn được nộp báo cáo","không làm bài thuyết trình nhưng vẫn được nộp báo cáo","Test and evaluation","vẫn được nộp","Neutral"
"29","có một số buổi nghỉ .","có một số buổi nghỉ","buổi nghỉ","Organization and management","có một số buổi nghỉ","Neutral"
"30","nội dung học không phù hợp , không cung cấp hiệu quả kiến thức cần có , quá nhiều lý thuyết , lý thuyết quá rườm rà .","nội dung học không phù hợp , không cung cấp hiệu quả kiến thức cần có , quá nhiều lý thuyết , lý thuyết quá rườm rà","nội dung học","Course information","không phù hợp , không cung cấp hiệu quả kiến thức cần có , quá nhiều lý thuyết , lý thuyết quá rườm rà","Negative"
"31","chỉ gặp được thầy đúng một lần trong suốt học kỳ .","chỉ gặp được thầy đúng một lần trong suốt học kỳ","chỉ gặp được thầy đúng một lần trong suốt học kỳ","Support from lecturers","chỉ gặp được thầy đúng một lần","Negative"
"32","giáo viên tận tâm , truyền đạt kiến thức dễ hiểu .","giáo viên tận tâm","tận tâm","Support from lecturers","tận tâm","Positive"
"32","giáo viên tận tâm , truyền đạt kiến thức dễ hiểu .","truyền đạt kiến thức dễ hiểu","truyền đạt kiến thức","Teaching quality"," dễ hiểu","Positive"
"33","đây là một môn học khó nhưng mà chất lượng slide bài giảng khá kém .","đây là một môn học khó nhưng mà chất lượng slide bài giảng khá kém","slide bài giảng","Course information","khá kém","Negative"
"34","thầy dạy đủ nội dung bài học .","thầy dạy đủ nội dung bài học","dạy","Teaching quality","đủ nội dung bài học","Positive"
"35","cách dạy tốt .","cách dạy tốt","cách dạy","Teaching quality","tốt","Positive"
"36","thầy kể chuyện hay .","thầy kể chuyện hay","kể chuyện","Teaching quality","hay","Positive"
"37","cô giảng dạy hay , nhiệt tình , lôi cuốn .","cô giảng dạy hay , nhiệt tình , lôi cuốn","giảng dạy","Teaching quality","hay , nhiệt tình , lôi cuốn","Positive"
"38","có thể nhiều bạn thích nhưng bản thân mình thấy thầy nói một vấn đề hơi dài dòng .","có thể nhiều bạn thích nhưng bản thân mình thấy thầy nói một vấn đề hơi dài dòng","nói một vấn đề","Teaching quality","hơi dài dòng","Negative"
