id,Review,Sentence Component,aspect_text,aspect,sentiment_text,sentiment
1,không hiểu cách chấm bài thi của thầy .,không hiểu cách chấm bài thi của thầy,cách chấm bài thi,Test and evaluation,không hiểu,Negative
2,tiết học chưa được thu hút .,tiết học chưa được thu hút,tiết học chưa được thu hút,Teaching quality, chưa được thu hút,Negative
3,giảng viên nên thay đổi phương pháp giảng dạy để tương tác nhiều hơn với sinh viên .,giảng viên nên thay đổi phương pháp giảng dạy để tương tác nhiều hơn với sinh viên,giảng viên nên thay đổi phương pháp giảng dạy,Teaching quality,nên thay đổi phương pháp giảng dạy,Neutral
4,cần vào thẳng nội dung .,cần vào thẳng nội dung,cần vào thẳng nội dung,Teaching quality,cần vào thẳng nội dung,Neutral
5,"thầy đẹp trai , dạy dễ hiểu , hay trò chuyện thực tiễn với học sinh .","thầy đẹp trai , dạy dễ hiểu","thầy đẹp trai , dạy dễ hiểu",Teaching quality," đẹp trai , dạy dễ hiểu",Positive
5,"thầy đẹp trai , dạy dễ hiểu , hay trò chuyện thực tiễn với học sinh .", hay trò chuyện thực tiễn với học sinh,trò chuyện thực tiễn với học sinh,Teaching quality,hay trò chuyện thực tiễn với học sinh,Positive
6,cô dạy trên lớp và thực hành tận tâm .,cô dạy trên lớp và thực hành tận tâm,cô dạy trên lớp và thực hành,Teaching quality,tận tâm,Positive
7,em rất hài lòng về thầy .,em rất hài lòng về thầy,hài lòng về thầy,Support from lecturers,rất hài lòng,Positive
8,"thầy quá bảo thủ , thầy luôn cho rằng ý kiến của thầy là đúng nhất , ngoài ra mọi ý kiến khác đều sai .",thầy quá bảo thủ,thầy,Teaching quality,quá bảo thủ,Negative
8,"thầy quá bảo thủ , thầy luôn cho rằng ý kiến của thầy là đúng nhất , ngoài ra mọi ý kiến khác đều sai .","thầy luôn cho rằng ý kiến của thầy là đúng nhất , ngoài ra mọi ý kiến khác đều sai","thầy luôn cho rằng ý kiến của thầy là đúng nhất , ngoài ra mọi ý kiến khác đều sai",Teaching quality," luôn cho rằng ý kiến của thầy là đúng nhất , ngoài ra mọi ý kiến khác đều sai",Negative
9,"thầy wzjwz252 giảng bài rất thu hút , kiến thức thầy rất rộng , luôn giải đáp thắc mắc cho sinh viên .",thầy wzjwz252 giảng bài rất thu hút,thầy wzjwz252 giảng bài,Teaching quality, rất thu hút,Positive
9,"thầy wzjwz252 giảng bài rất thu hút , kiến thức thầy rất rộng , luôn giải đáp thắc mắc cho sinh viên .",kiến thức thầy rất rộng,kiến thức thầy,Teaching quality,rất rộng,Positive
9,"thầy wzjwz252 giảng bài rất thu hút , kiến thức thầy rất rộng , luôn giải đáp thắc mắc cho sinh viên .",luôn giải đáp thắc mắc cho sinh viên,giải đáp thắc mắc,Support from lecturers,luôn giải đáp thắc mắc cho sinh viên,Positive
10,"giảng viên rất hòa đồng vui vẻ , nhiệt tình trong giảng dạy .",giảng viên rất hòa đồng vui vẻ ,giảng viên rất hòa đồng vui vẻ,Support from lecturers,rất hòa đồng vui vẻ,Positive
