"id","Review","Sentence Component","aspect_text","aspect","sentiment_text","sentiment"
"1","có sự tương tác hỗ trợ tốt trong quá trình học .","có sự tương tác hỗ trợ tốt trong quá trình học","trong quá trình học","Support from lecturers","có sự tương tác hỗ trợ tốt","Positive"
"2","lý thuyết hơi nhiều .","lý thuyết hơi nhiều","lý thuyết","Course information","hơi nhiều","Positive"
"3","em nghĩ kiểm tra đánh giá môn này bằng hình thức làm đồ án báo cáo sẽ hợp lý hơn là thi trên giấy .","em nghĩ kiểm tra đánh giá môn này bằng hình thức làm đồ án báo cáo sẽ hợp lý hơn là thi trên giấy","kiểm tra đánh giá môn này","Support from lecturers","nghĩ","Neutral"
"4","giảng viên nhiệt tình , có kết hợp với doanh nghiệp để seminar về kỹ năng giao tiếp .","giảng viên nhiệt tình , có kết hợp với doanh nghiệp để seminar về kỹ năng giao tiếp","giảng viên","Support from lecturers","nhiệt tình","Positive"
"5","thực hành không nên điểm danh lấy điểm .","thực hành không nên điểm danh lấy điểm","thực hành","Course information","không nên","Negative"
"6","không thích thầy .","không thích thầy","thầy","Support from lecturers","không thích","Negative"
"7","hơi khó hiểu nếu không học trước ở nhà .","hơi khó hiểu nếu không học trước ở nhà","học trước ở nhà","Workload","hơi khó hiểu","Negative"
"7","hơi khó hiểu nếu không học trước ở nhà .","hơi khó hiểu nếu không học trước ở nhà","học trước ở nhà","Workload","nếu không","Negative"
"8","kiến thức đầy đủ .","kiến thức đầy đủ","kiến thức","Course information","đầy đủ","Positive"
"9","giảng viên có nhiều ví dụ , bài tập minh họa cho bài học .","giảng viên có nhiều ví dụ , bài tập minh họa cho bài học","giảng viên","Support from lecturers","có nhiều ví dụ","Positive"
"10","thầy dạy rất dễ hiểu và cởi mở với sinh viên , hướng dẫn tận tình .","thầy dạy rất dễ hiểu và cởi mở với sinh viên , hướng dẫn tận tình","thầy","Support from lecturers","dạy rất dễ hiểu và cởi mở","Positive"
"10","thầy dạy rất dễ hiểu và cởi mở với sinh viên , hướng dẫn tận tình .","thầy dạy rất dễ hiểu và cởi mở với sinh viên , hướng dẫn tận tình","thầy","Support from lecturers","hướng dẫn tận tình","Positive"
"11","thầy nhiệt tình , vui tính , truyền đạt hay .","thầy nhiệt tình , vui tính , truyền đạt hay","thầy","Support from lecturers","nhiệt tình","Positive"
"11","thầy nhiệt tình , vui tính , truyền đạt hay .","thầy nhiệt tình , vui tính , truyền đạt hay","thầy","Support from lecturers","vui tính","Positive"
"11","thầy nhiệt tình , vui tính , truyền đạt hay .","thầy nhiệt tình , vui tính , truyền đạt hay","thầy","Support from lecturers","truyền đạt hay","Positive"
"12","nếu có thể tổ chức mỗi tuần một vài tiếng cho việc hỏi và trả lời các thắc mắc hướng dẫn thì tốt hơn, có thể tổ chức trên mạng như các chat room .","nếu có thể tổ chức mỗi tuần một vài tiếng cho việc hỏi và trả lời các thắc mắc hướng dẫn thì tốt hơn, có thể tổ chức trên mạng như các chat room","tổ chức","Organization and management","nếu có thể","Positive"
"13","thày dạy nhiệt tình , dễ tiếp thu .","thày dạy nhiệt tình , dễ tiếp thu","thày","Support from lecturers","dạy nhiệt tình","Positive"
"13","thày dạy nhiệt tình , dễ tiếp thu .","thày dạy nhiệt tình , dễ tiếp thu","thày","Support from lecturers","dễ tiếp thu","Positive"
"14","kiến thức truyền đạt của giảng viên .","kiến thức truyền đạt của giảng viên","kiến thức truyền đạt của giảng viên","Support from lecturers","kiến thức truyền đạt","Neutral"
"15","đề kiểm tra không đầy đủ .","đề kiểm tra không đầy đủ","đề kiểm tra","Test and evaluation","không đầy đủ","Negative"
"16","cần bài tập nhiều hơn .","cần bài tập nhiều hơn","bài tập nhiều hơn","Workload","cần","Positive"
"17","cô dạy hơi khó hiểu .","cô dạy hơi khó hiểu","cô dạy","Support from lecturers","hơi khó hiểu","Negative"
"18","thầy dạy cả bài học lẫn cách học sao cho hiệu quả .","thầy dạy cả bài học lẫn cách học sao cho hiệu quả","thầy dạy","Support from lecturers","sao cho hiệu quả","Neutral"
"19","deadline không cho nộp quá hạn .","deadline không cho nộp quá hạn","deadline","Workload","không cho nộp quá hạn","Negative"
"20","giảng viên không nói ra điểm khác biệt khi làm lab trên hai hệ điều hành này .","giảng viên không nói ra điểm khác biệt khi làm lab trên hai hệ điều hành này","giảng viên","Support from lecturers","không nói","Negative"
"21","chấm bài thi .","chấm bài thi","chấm bài thi","Support from lecturers","chấm bài thi","Positive"
"22","dạy tốt , nhiệt tình .","dạy tốt , nhiệt tình","dạy tốt , nhiệt tình","General review","dạy tốt","Positive"
"22","dạy tốt , nhiệt tình .","dạy tốt , nhiệt tình","dạy tốt , nhiệt tình","General review","nhiệt tình","Positive"
"23","giảng không hiểu bài .","giảng không hiểu bài","giảng","Teaching quality","không hiểu bài","Negative"
"24","không có gì cả .","không có gì cả","không có gì cả","General review","không có gì cả","Negative"
"25","có những buổi thực hành giảng viên không có mặt .","có những buổi thực hành giảng viên không có mặt","những buổi thực hành","Learning environment","không có mặt","Negative"
