id,Review,Sentence Component,aspect_text,aspect,sentiment_text,sentiment
1,sinh viên tốn thời gian lên trường mà không được học .,sinh viên tốn thời gian lên trường mà không được học,lên trường,Workload,không được học,Negative
2,"thầy vui tính , tận tâm !","thầy vui tính , tận tâm",thầy,Support from lecturers,vui tính,Positive
2,"thầy vui tính , tận tâm !","thầy vui tính , tận tâm",thầy,Support from lecturers,tận tâm,Positive
3,"cô dạy nhiệt tình , thoải mái , vui vẻ và tận tình .","cô dạy nhiệt tình , thoải mái , vui vẻ và tận tình",cô,Support from lecturers,dạy nhiệt tình,Positive
3,"cô dạy nhiệt tình , thoải mái , vui vẻ và tận tình .","cô dạy nhiệt tình , thoải mái , vui vẻ và tận tình",cô,Support from lecturers,thoải mái,Positive
3,"cô dạy nhiệt tình , thoải mái , vui vẻ và tận tình .","cô dạy nhiệt tình , thoải mái , vui vẻ và tận tình",cô,Support from lecturers,vui vẻ và tận tình,Positive
4,"anh wzjwz232 ơi , cho đề cuối kỳ dễ dễ đi .","anh wzjwz232 ơi , cho đề cuối kỳ dễ dễ đi",đề cuối kỳ,Test and evaluation,dễ dễ đi,Positive
5,"cô rất vui vẻ , phong cách dạy rất thoải mái , dễ hiểu .","cô rất vui vẻ , phong cách dạy rất thoải mái , dễ hiểu",cô,Support from lecturers,rất vui vẻ,Positive
5,"cô rất vui vẻ , phong cách dạy rất thoải mái , dễ hiểu .","cô rất vui vẻ , phong cách dạy rất thoải mái , dễ hiểu",cô,Support from lecturers,rất thoải mái,Positive
5,"cô rất vui vẻ , phong cách dạy rất thoải mái , dễ hiểu .","cô rất vui vẻ , phong cách dạy rất thoải mái , dễ hiểu",cô,Support from lecturers,dễ hiểu,Positive
6,thầy có thể cho nhiều bài tập hơn nhưng ở dạng tùy chọn hoặc bài tham khảo thêm ngoài những bài tập bắt buộc .,thầy có thể cho nhiều bài tập hơn nhưng ở dạng tùy chọn hoặc bài tham khảo thêm ngoài những bài tập bắt buộc,thầy,Support from lecturers,có thể cho nhiều bài tập hơn,Neutral
7,dạy nhưng toàn kêu sinh viên về tự nghiên cứu và code .,dạy nhưng toàn kêu sinh viên về tự nghiên cứu và code,dạy,Teaching quality,nhưng toàn kêu sinh viên về tự nghiên cứu,Negative
8,giảng viên giảng còn khó hiểu .,giảng viên giảng còn khó hiểu,giảng viên,Support from lecturers,giảng còn khó hiểu,Negative
9,"giảng viên vui tính , nhiệt tình và tận tâm với công việc .","giảng viên vui tính , nhiệt tình và tận tâm với công việc",giảng viên,Support from lecturers,vui tính,Positive
9,"giảng viên vui tính , nhiệt tình và tận tâm với công việc .","giảng viên vui tính , nhiệt tình và tận tâm với công việc",giảng viên,Support from lecturers,nhiệt tình và tận tâm,Positive
10,thầy dạy rất có tâm huyết với học sinh .,thầy dạy rất có tâm huyết với học sinh,thầy,Support from lecturers,rất có tâm huyết,Positive
11,nói chung em rất thích thầy colonsmile .,nói chung em rất thích thầy colonsmile,thầy,Support from lecturers,rất thích,Positive
12,"nghiêm túc trong việc dạy , vui tính .","nghiêm túc trong việc dạy , vui tính",dạy,Teaching quality,nghiêm túc,Positive
12,"nghiêm túc trong việc dạy , vui tính .","nghiêm túc trong việc dạy , vui tính",dạy,Teaching quality,vui tính,Positive
13,cách thức trình bày bài giảng của thầy chưa tiếp cận được học sinh .,cách thức trình bày bài giảng của thầy chưa tiếp cận được học sinh,cách thức trình bày bài giảng,Support from lecturers,chưa tiếp cận được,Negative
14,"vui vẻ , khá chăm lo cho sinh viên .","vui vẻ , khá chăm lo cho sinh viên",chăm lo cho sinh viên,Support from lecturers,vui vẻ,Positive
14,"vui vẻ , khá chăm lo cho sinh viên .","vui vẻ , khá chăm lo cho sinh viên",chăm lo cho sinh viên,Support from lecturers,khá,Positive
15,"thầy dễ tính , giảng dễ hiểu .","thầy dễ tính , giảng dễ hiểu",thầy,Support from lecturers,dễ tính,Positive
15,"thầy dễ tính , giảng dễ hiểu .","thầy dễ tính , giảng dễ hiểu",thầy,Support from lecturers,giảng dễ hiểu,Positive
16,giảng viên nên tổ chức ôn tập các bài đã qua trong một hai buổi học để cũng cố kiến thức cho sinh viên .,giảng viên nên tổ chức ôn tập các bài đã qua trong một hai buổi học để cũng cố kiến thức cho sinh viên,tổ chức ôn tập các bài,Organization and management,nên,Positive
17,"khả năng truyền đạt khó hiểu cho sinh viên , không có gây hứng thú .","khả năng truyền đạt khó hiểu cho sinh viên , không có gây hứng thú",khả năng truyền đạt,Support from lecturers,khó hiểu,Negative
17,"khả năng truyền đạt khó hiểu cho sinh viên , không có gây hứng thú .","khả năng truyền đạt khó hiểu cho sinh viên , không có gây hứng thú",khả năng truyền đạt,Support from lecturers,không có gây hứng thú,Negative
18,so sánh không mang tính tương quan .,so sánh không mang tính tương quan,so sánh,Support from lecturers,không mang tính tương quan,Negative
19,thầy dạy sửa bài và cho nhiều bài tập .,thầy dạy sửa bài và cho nhiều bài tập,thầy,Support from lecturers,dạy sửa bài,Neutral
19,thầy dạy sửa bài và cho nhiều bài tập .,thầy dạy sửa bài và cho nhiều bài tập,thầy,Support from lecturers,cho nhiều bài tập,Neutral
20,"nhà trường cần công bố điểm sớm hơn , các thiết bị máy chiếu , loa , micro cần được đảm bảo hơn .","nhà trường cần công bố điểm sớm hơn , các thiết bị máy chiếu , loa , micro cần được đảm bảo hơn",các thiết bị máy chiếu,Learning environment,cần được đảm bảo hơn,Positive
20,"nhà trường cần công bố điểm sớm hơn , các thiết bị máy chiếu , loa , micro cần được đảm bảo hơn .","nhà trường cần công bố điểm sớm hơn , các thiết bị máy chiếu , loa , micro cần được đảm bảo hơn",loa,Learning environment,cần được đảm bảo hơn,Positive
20,"nhà trường cần công bố điểm sớm hơn , các thiết bị máy chiếu , loa , micro cần được đảm bảo hơn .","nhà trường cần công bố điểm sớm hơn , các thiết bị máy chiếu , loa , micro cần được đảm bảo hơn",micro,Learning environment,cần được đảm bảo hơn,Positive
21,"thầy nhiệt tình , tận tâm với sinh viên .","thầy nhiệt tình , tận tâm với sinh viên",thầy,Support from lecturers,nhiệt tình,Positive
21,"thầy nhiệt tình , tận tâm với sinh viên .","thầy nhiệt tình , tận tâm với sinh viên",thầy,Support from lecturers,tận tâm,Positive
22,"chỉnh lại thời lượng làm bài thi và nội dung thi , vì không tương thích , đề dài và thời gian ngắn .","chỉnh lại thời lượng làm bài thi và nội dung thi , vì không tương thích , đề dài và thời gian ngắn",thời lượng làm bài thi và nội dung thi,Test and evaluation,chỉnh lại,Neutral
23,tốt và nhiệt tình trong giảng bài .,tốt và nhiệt tình trong giảng bài,giảng bài,Teaching quality,tốt và nhiệt tình,Positive
24,thầy dạy quá tốt không ý kiến .,thầy dạy quá tốt không ý kiến,thầy,Support from lecturers,dạy quá tốt,Positive
25,giáo viên thường xuyên liên lạc trao đổi với sinh viên .,giáo viên thường xuyên liên lạc trao đổi với sinh viên,giáo viên,Support from lecturers,thường xuyên liên lạc,Neutral
26,"giảng viên nhiệt tình , giải thích kỹ càng .","giảng viên nhiệt tình , giải thích kỹ càng",giảng viên,Support from lecturers,nhiệt tình,Positive
26,"giảng viên nhiệt tình , giải thích kỹ càng .","giảng viên nhiệt tình , giải thích kỹ càng",giảng viên,Support from lecturers,giải thích kỹ càng,Positive
27,"giảng viên dạy khá nhạt và chán , giọng nói đều đều , khô khan .","giảng viên dạy khá nhạt và chán , giọng nói đều đều , khô khan",giảng viên,Support from lecturers,dạy khá nhạt và chán,Negative
27,"giảng viên dạy khá nhạt và chán , giọng nói đều đều , khô khan .","giảng viên dạy khá nhạt và chán , giọng nói đều đều , khô khan",giảng viên,Support from lecturers,khô khan,Negative
28,và em nghĩ mức độ gây áp lực về nội dung bài tập còn ít ( nội dung bài tập chưa nâng cao và yêu cầu nhiều về kiến thức ) .,và em nghĩ mức độ gây áp lực về nội dung bài tập còn ít ( nội dung bài tập chưa nâng cao và yêu cầu nhiều về kiến thức ),nội dung bài tập,Course information,còn ít,Negative
29,điều em không hài lòng nhất là đôi lúc giảng bài hơi nhanh .,điều em không hài lòng nhất là đôi lúc giảng bài hơi nhanh,giảng bài,Support from lecturers,không hài lòng,Negative
29,điều em không hài lòng nhất là đôi lúc giảng bài hơi nhanh .,điều em không hài lòng nhất là đôi lúc giảng bài hơi nhanh,giảng bài,Support from lecturers,hơi nhanh,Negative
30,đôi khi dạy khiến học sinh buồn ngủ bởi cách dạy chưa hay hoặc bài học khó nhưng chưa chỉ ra hợp lý .,đôi khi dạy khiến học sinh buồn ngủ bởi cách dạy chưa hay hoặc bài học khó nhưng chưa chỉ ra hợp lý,dạy ,Teaching quality,buồn ngủ,Negative
31,cảm ơn boss .,cảm ơn boss,cảm ơn boss,General review,cảm ơn,Positive
32,"cách dạy thiếu khoa học , cứng nhắc , quá áp đặt , không thu hút , gó bó tư duy của sinh viên .","cách dạy thiếu khoa học , cứng nhắc , quá áp đặt , không thu hút , gó bó tư duy của sinh viên",cách dạy,Teaching quality,thiếu khoa học,Negative
32,"cách dạy thiếu khoa học , cứng nhắc , quá áp đặt , không thu hút , gó bó tư duy của sinh viên .","cách dạy thiếu khoa học , cứng nhắc , quá áp đặt , không thu hút , gó bó tư duy của sinh viên",cách dạy,Teaching quality,cứng nhắc ,Negative
32,"cách dạy thiếu khoa học , cứng nhắc , quá áp đặt , không thu hút , gó bó tư duy của sinh viên .","cách dạy thiếu khoa học , cứng nhắc , quá áp đặt , không thu hút , gó bó tư duy của sinh viên",cách dạy,Teaching quality,quá áp đặt,Negative
32,"cách dạy thiếu khoa học , cứng nhắc , quá áp đặt , không thu hút , gó bó tư duy của sinh viên .","cách dạy thiếu khoa học , cứng nhắc , quá áp đặt , không thu hút , gó bó tư duy của sinh viên",cách dạy,Teaching quality,không thu hút,Negative
32,"cách dạy thiếu khoa học , cứng nhắc , quá áp đặt , không thu hút , gó bó tư duy của sinh viên .","cách dạy thiếu khoa học , cứng nhắc , quá áp đặt , không thu hút , gó bó tư duy của sinh viên",cách dạy,Teaching quality,gó bó tư duy,Negative
33,nên thêm thời gian học .,nên thêm thời gian học,thời gian học,Course information,nên thêm,Positive
