id,Review,Sentence Component,aspect_text,aspect,sentiment_text,sentiment
1,giáo viên có phong cách giảng dạy nghiêm túc .,giáo viên có phong cách giảng dạy nghiêm túc,giáo viên có phong cách giảng dạy,Teaching quality,nghiêm túc,Positive
2,"cô rất vui tính nà , không khí lớp lúc nào cũng vui hết , cô dạy rất hay , dễ hiểu !",cô rất vui tính nà,cô,Teaching quality,rất vui tính nà,Positive
2,"cô rất vui tính nà , không khí lớp lúc nào cũng vui hết , cô dạy rất hay , dễ hiểu !",không khí lớp lúc nào cũng vui hết,không khí lớp,Teaching quality, lúc nào cũng vui hết,Positive
2,"cô rất vui tính nà , không khí lớp lúc nào cũng vui hết , cô dạy rất hay , dễ hiểu !"," cô dạy rất hay , dễ hiểu",cô dạy,Teaching quality," rất hay , dễ hiểu",Positive
3,"giảng viên giảng dạy rất tốt , thường xuyên cung cấp thêm nhiều kiến thức .",giảng viên giảng dạy rất tốt,giảng viên giảng dạy,Teaching quality, rất tốt,Positive
3,"giảng viên giảng dạy rất tốt , thường xuyên cung cấp thêm nhiều kiến thức .",thường xuyên cung cấp thêm nhiều kiến thức,cung cấp thêm nhiều kiến thức,Teaching quality,thường xuyên cung cấp thêm nhiều kiến thức,Positive
4,"thầy luôn nhiệt tình , có những chia sẻ rất gần gũi với sinh viên .",thầy luôn nhiệt tình,thầy,Teaching quality, luôn nhiệt tình,Positive
4,"thầy luôn nhiệt tình , có những chia sẻ rất gần gũi với sinh viên .",có những chia sẻ rất gần gũi với sinh viên,chia sẻ rất gần gũi với sinh viên,Teaching quality,có những chia sẻ rất gần gũi với sinh viên,Positive
5,có khả năng truyền đạt tốt .,có khả năng truyền đạt tốt ,khả năng truyền đạt,Teaching quality,có khả năng truyền đạt tốt,Positive
6,thậm chí còn không có bài nào khó bằng các bài trong nội dung của lớp chuyên tin ở các trường cấp 3 .,thậm chí còn không có bài nào khó bằng các bài trong nội dung của lớp chuyên tin ở các trường cấp 3,không có bài nào khó bằng các bài trong nội dung của lớp chuyên tin ở các trường cấp 3,Course information,thậm chí còn không có bài nào khó bằng các bài trong nội dung của lớp chuyên tin ở các trường cấp 3,Negative
7,thầy dạy tận tụy và tâm huyết .,thầy dạy tận tụy và tâm huyết ,thầy dạy,Teaching quality,tận tụy và tâm huyết,Positive
8,thầy nên có cách dạy mới cho môn học này để được kết quả tốt cho tất cả mọi người thay vì để rớt rất nhiều người !,thầy nên có cách dạy mới cho môn học này để được kết quả tốt cho tất cả mọi người thay vì để rớt rất nhiều người,thầy nên có cách dạy mới,Teaching quality,thầy nên có cách dạy mới cho môn học này để được kết quả tốt cho tất cả mọi người thay vì để rớt rất nhiều người,Negative
9,lịch thi thực hành cần được thông báo sớm tới sinh viên và phù hợp với thời gian môn học .,lịch thi thực hành cần được thông báo sớm tới sinh viên và phù hợp với thời gian môn học,lịch thi thực hành,Organization and management,cần được thông báo sớm tới sinh viên và phù hợp với thời gian môn học,Neutral
10,cô nên giảng kỹ và chi tiết từng bài vì nhiều bài đa số các bạn chưa hiểu thì cô lại giảng nhanh để chuyển qua bài khác .,cô nên giảng kỹ và chi tiết từng bài vì nhiều bài đa số các bạn chưa hiểu thì cô lại giảng nhanh để chuyển qua bài khác,cô nên giảng kỹ và chi tiết từng bài,Teaching quality,cô nên giảng kỹ và chi tiết từng bài vì nhiều bài đa số các bạn chưa hiểu thì cô lại giảng nhanh để chuyển qua bài khác,Negative
11,dạy tốt đúng trọng tâm những gì cần biết .,dạy tốt đúng trọng tâm những gì cần biết,dạy,Teaching quality,tốt đúng trọng tâm những gì cần biết,Positive
12,"nhiệt tình , lên lớp đúng giờ , dạy dễ hiểu .","nhiệt tình , lên lớp đúng giờ , dạy dễ hiểu","nhiệt tình , lên lớp đúng giờ , dạy dễ hiểu",Teaching quality,"nhiệt tình , lên lớp đúng giờ , dạy dễ hiểu",Positive
13,"nếu em buồn ngủ , dù lên lớp em vẫn sẽ ngủ , mà ngủ ở trên lớp thì đau lưng và tê chân lắm .","nếu em buồn ngủ , dù lên lớp em vẫn sẽ ngủ , mà ngủ ở trên lớp thì đau lưng và tê chân lắm","nếu em buồn ngủ , dù lên lớp em vẫn sẽ ngủ , mà ngủ ở trên lớp thì đau lưng và tê chân lắm",General review,"nếu em buồn ngủ , dù lên lớp em vẫn sẽ ngủ , mà ngủ ở trên lớp thì đau lưng và tê chân lắm",Negative
