id,Review,Sentence Component,aspect_text,aspect,sentiment_text,sentiment
1,dạy lý thuyết nhiều nhưng toàn là những phần không trọng tâm và khó hiểu nữa .,dạy lý thuyết nhiều nhưng toàn là những phần không trọng tâm và khó hiểu nữa,dạy,Teaching quality,lý thuyết nhiều nhưng toàn là những phần không trọng tâm và khó hiểu,Negative
2,"giảng dạy tận tâm , hiệu quả .","giảng dạy tận tâm , hiệu quả",giảng dạy,Teaching quality,"tận tâm , hiệu quả ",Positive
3,cô tuyệt vời em không có gì than phiền .,cô tuyệt vời em không có gì than phiền,cô tuyệt vời em không có gì than phiền,General review,tuyệt vời,Positive
4,cần thêm bài tập về nhà .,cần thêm bài tập về nhà,bài tập về nhà,Workload,cần thêm,Positive
5,"thầy giảng bài bằng một âm thanh đều đều và hơi nhỏ , dẫn tới việc không nghe được và không hiểu bài .","thầy giảng bài bằng một âm thanh đều đều và hơi nhỏ , dẫn tới việc không nghe được và không hiểu bài",giảng bài,Teaching quality,không nghe được và không hiểu bài,Negative
6,"tỉ lệ điểm số phân bố chưa đề so với phần việc , giữa điểm quá trình và điểm thực hành .","tỉ lệ điểm số phân bố chưa đề so với phần việc , giữa điểm quá trình và điểm thực hành",tỉ lệ điểm số,Test and evaluation,phân bố chưa đề,Negative
7,"thầy dạy khá khó hiểu , giờ thực hành thường ít code mẫu để sinh viên tham khảo .",thầy dạy khá khó hiểu, dạy,Teaching quality,khá khó hiểu,Negative
7,"thầy dạy khá khó hiểu , giờ thực hành thường ít code mẫu để sinh viên tham khảo .",giờ thực hành thường ít code mẫu để sinh viên tham khảo,code mẫu để sinh viên tham khảo,Teaching quality, ít,Negative
8,chương trình giảng dạy cần được phân bố hợp lý hơn .,chương trình giảng dạy cần được phân bố hợp lý hơn,chương trình giảng dạy,Course information,cần được phân bố hợp lý,Negative
9,thầy dạy vui vẻ cởi mở .,thầy dạy vui vẻ cởi mở, dạy,Teaching quality, vui vẻ cởi mở,Positive
10,nếu muốn học em sẽ lên lớp nhưng nếu như có việc bận hay vì nhiều lý do như buồn ngủ chẳng hạn thì em cũng nghĩ cô không muốn thấy rằng sinh viên của mình vẫn điểm danh đều mặc dù lên lớp chỉ ngủ .,nếu muốn học em sẽ lên lớp nhưng nếu như có việc bận hay vì nhiều lý do như buồn ngủ chẳng hạn thì em cũng nghĩ cô không muốn thấy rằng sinh viên của mình vẫn điểm danh đều mặc dù lên lớp chỉ ngủ,nếu muốn học em sẽ lên lớp nhưng nếu như có việc bận hay vì nhiều lý do như buồn ngủ chẳng hạn thì em cũng nghĩ cô không muốn thấy rằng sinh viên của mình vẫn điểm danh đều mặc dù lên lớp chỉ ngủ,Organization and management,nếu muốn học em sẽ lên lớp nhưng nếu như có việc bận hay vì nhiều lý do như buồn ngủ chẳng hạn thì em cũng nghĩ cô không muốn thấy rằng sinh viên của mình vẫn điểm danh đều mặc dù lên lớp chỉ ngủ,Neutral
