"id","Review","Sentence Component","aspect_text","aspect","sentiment_text","sentiment"
"1","hỗ trợ sinh viên làm đồ án .","hỗ trợ sinh viên làm đồ án","hỗ trợ sinh viên làm đồ án","Support from lecturers","hỗ trợ ","Positive"
"2","nên cho sinh viên tham gia làm các đề tài thực tế , có sự hướng dẫn của giáo viên .","nên cho sinh viên tham gia làm các đề tài thực tế , có sự hướng dẫn của giáo viên","nên cho sinh viên tham gia làm các đề tài thực tế , có sự hướng dẫn của giáo viên","General review","nên cho sinh viên tham gia làm các đề tài thực tế , có sự hướng dẫn của giáo viên","Neutral"
"3","boss rất nhiệt tình .","boss rất nhiệt tình","boss","Teaching quality","rất nhiệt tình","Positive"
"4","tạo không khí học tập năng động .","tạo không khí học tập năng động","tạo không khí học tập","Support from lecturers"," năng động","Positive"
"5","thầy giảng rất kỹ , phương pháp học rất thú vị .","thầy giảng rất kỹ , phương pháp học rất thú vị ","thầy giảng","Teaching quality","rất kỹ , phương pháp học rất thú vị ","Positive"
"6","câu hỏi về bài học chưa được giải đáp nhiệt tình và rõ ràng , còn sơ sài qua loa .","câu hỏi về bài học chưa được giải đáp nhiệt tình và rõ ràng , còn sơ sài qua loa"," giải đáp","Support from lecturers","câu hỏi về bài học chưa được giải đáp nhiệt tình và rõ ràng , còn sơ sài qua loa","Negative"
"7","phương pháp dạy hợp lý và dễ hiểu .","phương pháp dạy hợp lý và dễ hiểu ","phương pháp dạy","Teaching quality","hợp lý và dễ hiểu","Positive"
"8","mưa cho nghỉ ạ colonsmile .","mưa cho nghỉ ạ colonsmile","mưa cho nghỉ ạ colonsmile","Organization and management","mưa cho nghỉ ","Neutral"
"9","giảng viên cho deadline quá ngắn .","giảng viên cho deadline quá ngắn","giảng viên","Support from lecturers"," cho deadline quá ngắn ","Negative"
"10","quá khó thể tiếp thu .","quá khó thể tiếp thu","quá khó thể tiếp thu ","General review","quá khó ","Negative"
