id,Review,Sentence Component,aspect_text,aspect,sentiment_text,sentiment
1,"hòa đồng , vui tính .","hòa đồng , vui tính","hòa đồng , vui tính",Support from lecturers,"hòa đồng , vui tính",Positive
2,tăng cường thiết bị .,tăng cường thiết bị,thiết bị,Learning environment,tăng cường,Neutral
3,giảng viên cho nhiều thử thách hay .,giảng viên cho nhiều thử thách hay,thử thách hay,Teaching quality,hay,Positive
4,hướng dẫn làm bài tập thực hành cụ thể .,hướng dẫn làm bài tập thực hành cụ thể,hướng dẫn làm bài tập thực hành,Teaching quality,cụ thể,Positive
5,có sự tận tụy .,có sự tận tụy,tận tụy,Teaching quality,tận tụy,Positive
6,"có lẽ vì thế , mà cô cho tụi em đồ án lớn và bài tập theo tuần nữa , nên tụi em khá là căng thẳng , tụi em còn phải làm đồ án của các môn khác nữa .","có lẽ vì thế , mà cô cho tụi em đồ án lớn và bài tập theo tuần nữa , nên tụi em khá là căng thẳng , tụi em còn phải làm đồ án của các môn khác nữa",đồ án lớn và bài tập theo tuần,Workload,căng thẳng,Negative
7,thầy nhiệt tình colonhihi .,thầy nhiệt tình colonhihi,thầy nhiệt tình,Support from lecturers,nhiệt tình,Positive
8,giảng viên nên tập trung nhiều giờ giảng lý thuyết hơn để giúp sinh viên hiểu và hiểu sâu hơn về bài học .,giảng viên nên tập trung nhiều giờ giảng lý thuyết hơn để giúp sinh viên hiểu và hiểu sâu hơn về bài học,giờ giảng lý thuyết,Teaching quality,nên tập trung,Neutral
9,"thầy dạy rất hay , mong rằng sẽ được học thầy trong những môn khác .","thầy dạy rất hay , mong rằng sẽ được học thầy trong những môn khác",dạy,Teaching quality,"hay , mong rằng sẽ được học thầy trong những môn khác",Positive
10,nhà trường nên cài bộ microsoft visual studio phiên bản mới hơn 2010 .,nhà trường nên cài bộ microsoft visual studio phiên bản mới hơn 2010,cài bộ microsoft visual studio,Learning environment,nên,Neutral
11,dạy chậm .,dạy chậm,dạy,Teaching quality,chậm,Negative
12,có bài soạn cho sinh viên xem trước .,có bài soạn cho sinh viên xem trước,bài soạn,Course information,xem trước,Positive
13,"thầy rất hay tới trễ , có khi trễ hơn 30 phút và dạy hay kéo dài thời gian , quá thời gian học vì thầy đi trễ .",thầy rất hay tới trễ,tới trễ,Organization and management,tới trễ,Negative
13,"thầy rất hay tới trễ , có khi trễ hơn 30 phút và dạy hay kéo dài thời gian , quá thời gian học vì thầy đi trễ .",có khi trễ hơn 30 phút và dạy hay kéo dài thời gian,trễ hơn 30 phút và dạy hay kéo dài thời gian,Organization and management,trễ hơn 30 phút,Negative
