id,Review,Sentence Component,aspect_text,aspect,sentiment_text,sentiment
1,giảng viên cho rất ít bài tập đi kèm .,giảng viên cho rất ít bài tập đi kèm, bài tập đi kèm,Workload,cho rất ít,Negative
2,"thực hành cần song song với lý thuyết , thực hành dạy nhanh hơn lý thuyết nên rất khó hiểu .",thực hành cần song song với lý thuyết,thực hành cần song song với lý thuyết,Course information,thực hành cần song song với lý thuyết,Neutral
2,"thực hành cần song song với lý thuyết , thực hành dạy nhanh hơn lý thuyết nên rất khó hiểu .",thực hành dạy nhanh hơn lý thuyết nên rất khó hiểu,thực hành dạy nhanh hơn lý thuyết nên rất khó hiểu,Course information,dạy nhanh hơn lý thuyết nên rất khó hiểu,Negative
3,"phòng lab khoa wzjwz16 trên tầng 3 nhà wzjwz17 quá chật chội , bụi bám lớp dày , trang thiết bị mạng đầu tư đắt tiền nhưng ít khi sử dụng tới , không kiểm tra lau chùi sẽ dẫn đến hỏng hóc , quạt không còn quay .","phòng lab khoa wzjwz16 trên tầng 3 nhà wzjwz17 quá chật chội , bụi bám lớp dày",phòng lab khoa,Learning environment,"quá chật chội , bụi bám lớp dày",Negative
3,"phòng lab khoa wzjwz16 trên tầng 3 nhà wzjwz17 quá chật chội , bụi bám lớp dày , trang thiết bị mạng đầu tư đắt tiền nhưng ít khi sử dụng tới , không kiểm tra lau chùi sẽ dẫn đến hỏng hóc , quạt không còn quay ."," trang thiết bị mạng đầu tư đắt tiền nhưng ít khi sử dụng tới , không kiểm tra lau chùi sẽ dẫn đến hỏng hóc , quạt không còn quay",trang thiết bị mạng,Learning environment,"đầu tư đắt tiền nhưng ít khi sử dụng tới , không kiểm tra lau chùi sẽ dẫn đến hỏng hóc , quạt không còn quay",Negative
4,đây là giáo viên dạy tệ nhất trong những giáo viên em từng học .,đây là giáo viên dạy tệ nhất trong những giáo viên em từng học,dạy,Teaching quality, tệ nhất trong những giáo viên em từng học,Negative
5,"mong thầy giảm độ khó của đề thi lại thầy ơi hu hu em sắp rớt môn đến nơi rồi ạ , đề thi giữa kỳ bài cơ bản để lấy điểm thì số điểm lại ít , còn các bài khó thì thầy cho nhiều điểm quá nên lớp khá nhiều bạn dưới trung bình trong kỳ thi vừa rồi à colonsad .",mong thầy giảm độ khó của đề thi lại thầy ơi hu hu em sắp rớt môn đến nơi rồi ạ ,đề thi,Test and evaluation,mong thầy giảm độ khó của đề thi lại thầy ơi hu hu em sắp rớt môn đến nơi rồi ạ,Negative
5,"mong thầy giảm độ khó của đề thi lại thầy ơi hu hu em sắp rớt môn đến nơi rồi ạ , đề thi giữa kỳ bài cơ bản để lấy điểm thì số điểm lại ít , còn các bài khó thì thầy cho nhiều điểm quá nên lớp khá nhiều bạn dưới trung bình trong kỳ thi vừa rồi à colonsad .",đề thi giữa kỳ bài cơ bản để lấy điểm thì số điểm lại ít,đề thi giữa kỳ bài cơ bản,Test and evaluation,lấy điểm thì số điểm lại ít,Negative
5,"mong thầy giảm độ khó của đề thi lại thầy ơi hu hu em sắp rớt môn đến nơi rồi ạ , đề thi giữa kỳ bài cơ bản để lấy điểm thì số điểm lại ít , còn các bài khó thì thầy cho nhiều điểm quá nên lớp khá nhiều bạn dưới trung bình trong kỳ thi vừa rồi à colonsad .", còn các bài khó thì thầy cho nhiều điểm quá nên lớp khá nhiều bạn dưới trung bình trong kỳ thi vừa rồi à colonsad,bài khó,Test and evaluation,thầy cho nhiều điểm quá nên lớp khá nhiều bạn dưới trung bình trong kỳ thi vừa rồi à colonsad,Negative
6,giờ không hợp lý .,giờ không hợp lý,giờ,Organization and management,không hợp lý,Negative
7,cách giảng dạy khó hiểu .,cách giảng dạy khó hiểu,cách giảng dạy,Teaching quality, khó hiểu,Negative
8,"hướng dẫn tỉ mỉ , tận tâm .","hướng dẫn tỉ mỉ , tận tâm",hướng dẫn,Support from lecturers," tỉ mỉ , tận tâm",Positive
9,ra một số bài tập hay có tính vận dụng .,ra một số bài tập hay có tính vận dụng,một số bài tập,Workload,hay có tính vận dụng,Positive
10,"cô dạy tốt , nhiều bài tập .","cô dạy tốt , nhiều bài tập","cô dạy tốt , nhiều bài tập",Teaching quality,"dạy tốt , nhiều bài tập",Positive
11,thầy dạy nhiệt tình với sinh viên .,thầy dạy nhiệt tình với sinh viên, dạy,Teaching quality,nhiệt tình với sinh viên,Positive
12,"thiếu nhiệt tình , chưa có sự chuẩn bị tốt về lý thuyết trước khi giảng dạy .",thiếu nhiệt tình,thiếu nhiệt tình,Support from lecturers,thiếu nhiệt tình,Negative
12,"thiếu nhiệt tình , chưa có sự chuẩn bị tốt về lý thuyết trước khi giảng dạy .",chưa có sự chuẩn bị tốt về lý thuyết trước khi giảng dạy,giảng dạy,Teaching quality,chưa có sự chuẩn bị tốt về lý thuyết,Negative
13,"sinh viên sẽ được học nhiều kiến thức thực tế , thiết thực và hiệu quả hơn .","sinh viên sẽ được học nhiều kiến thức thực tế , thiết thực và hiệu quả hơn","sinh viên sẽ được học nhiều kiến thức thực tế , thiết thực và hiệu quả hơn",Course information,"sẽ được học nhiều kiến thức thực tế , thiết thực và hiệu quả hơn",Positive
14,thêm nhiều bài tập hơn .,thêm nhiều bài tập hơn,bài tập,Workload,thêm nhiều bài tập hơn,Neutral
15,giảng viên nên giảng kiến thức cơ bản kỹ hơn .,giảng viên nên giảng kiến thức cơ bản kỹ hơn,giảng kiến thức cơ bản kỹ hơn,Teaching quality,nên,Neutral
16,chịu cực chăm chỉ theo sát từng sinh viên .,chịu cực chăm chỉ theo sát từng sinh viên,chăm chỉ theo sát từng sinh viên,Support from lecturers,chịu cực chăm chỉ theo sát từng sinh viên,Positive
17,"giảng viên giảng dễ hiểu , theo xác chuyên cần của sinh viên .",giảng viên giảng dễ hiểu,giảng,Teaching quality,dễ hiểu,Positive
17,"giảng viên giảng dễ hiểu , theo xác chuyên cần của sinh viên .", theo xác chuyên cần của sinh viên,theo xác chuyên cần của sinh viên,Test and evaluation,theo xác chuyên cần của sinh viên,Positive
18,đồ án thầy yêu cầu khó thực hiện vì toàn những bài báo khoa học có nội dung trừu tượng .,đồ án thầy yêu cầu khó thực hiện vì toàn những bài báo khoa học có nội dung trừu tượng,đồ án thầy yêu cầu,Test and evaluation, khó thực hiện vì toàn những bài báo khoa học có nội dung trừu tượng,Negative
19,kiến thức không áp dụng được nhiều cho thực tế .,kiến thức không áp dụng được nhiều cho thực tế,kiến thức,Course information, không áp dụng được nhiều cho thực tế ,Negative
20,"phòng học không đáp ứng đủ nhu cầu học tập của sinh viên , máy chiếu khá mờ .",phòng học không đáp ứng đủ nhu cầu học tập của sinh viên,phòng học,Learning environment,không đáp ứng đủ nhu cầu học tập của sinh viên,Negative
20,"phòng học không đáp ứng đủ nhu cầu học tập của sinh viên , máy chiếu khá mờ .", máy chiếu khá mờ,máy chiếu,Learning environment,khá mờ,Negative
21,cải thiện và nâng cao cơ sở vật chất .,cải thiện và nâng cao cơ sở vật chất, cơ sở vật chất,Learning environment,cải thiện và nâng cao,Neutral
22,nên giảm thời lượng môn học còn 7 tuần !,nên giảm thời lượng môn học còn 7 tuần,thời lượng môn học ,Course information,nên giảm,Neutral
23,"tư vấn , hướng dẫn phương pháp học tập tiếng anh hiệu quả .","tư vấn , hướng dẫn phương pháp học tập tiếng anh hiệu quả","tư vấn , hướng dẫn phương pháp học tập tiếng anh",Support from lecturers,hiệu quả,Positive
24,"nhiều lúc nghe giảng , giảng viên đang nói vấn đề này , chỗ này lại tự nhiên chuyển sang vấn đề khác rồi quay lại vấn đề cũ , khiến sinh viên dễ rối và không hiểu bài .","nhiều lúc nghe giảng , giảng viên đang nói vấn đề này , chỗ này lại tự nhiên chuyển sang vấn đề khác rồi quay lại vấn đề cũ , khiến sinh viên dễ rối và không hiểu bài","nghe giảng , giảng viên đang nói vấn đề này , chỗ này lại tự nhiên chuyển sang vấn đề khác rồi quay lại vấn đề cũ",Teaching quality,khiến sinh viên dễ rối và không hiểu bài,Negative
25,nhiều học sinh không hài lòng với cách sắp lịch học và cách ra bài tập thực hành của giáo viên .,nhiều học sinh không hài lòng với cách sắp lịch học và cách ra bài tập thực hành của giáo viên,cách sắp lịch học,Organization and management,nhiều học sinh không hài lòng,Negative
25,nhiều học sinh không hài lòng với cách sắp lịch học và cách ra bài tập thực hành của giáo viên .,nhiều học sinh không hài lòng với cách sắp lịch học và cách ra bài tập thực hành của giáo viên,cách ra bài tập thực hành,Workload,nhiều học sinh không hài lòng,Negative
26,kỹ năng đọc của em còn chưa thể hiện được .,kỹ năng đọc của em còn chưa thể hiện được,kỹ năng đọc của em còn chưa thể hiện được,General review,chưa thể hiện được,Negative
