"id","Review","Sentence Component","aspect_text","aspect","sentiment_text","sentiment"
"1","nói quá nhanh .","nói quá nhanh","nói","Teaching quality","quá nhanh","Negative"
"2","giảm bớt mớ lý thuyết lằng nhằng mà khó hiểu , tăng cường bài tập cũng như ví dụ nhưng giảng viên phải sửa cho sinh viên biết vấn đề .","giảm bớt mớ lý thuyết lằng nhằng mà khó hiểu","lý thuyết","Teaching quality","lằng nhằng mà khó hiểu","Negative"
"2","giảm bớt mớ lý thuyết lằng nhằng mà khó hiểu , tăng cường bài tập cũng như ví dụ nhưng giảng viên phải sửa cho sinh viên biết vấn đề .","tăng cường bài tập cũng như ví dụ nhưng giảng viên phải sửa cho sinh viên biết vấn đề","bài tập cũng như ví dụ","Teaching quality","tăng cường","Neutral"
"3","trình bày chưa đủ cuốn hút .","trình bày chưa đủ cuốn hút","trình bày","Teaching quality","chưa đủ cuốn hút","Negative"
"4","giáo viên hướng dẫn thực hành nên hướng dẫn chi tiết hơn thay vì để mặc cho sinh viên tự làm từ đầu đến cuối .","giáo viên hướng dẫn thực hành nên hướng dẫn chi tiết hơn thay vì để mặc cho sinh viên tự làm từ đầu đến cuối","hướng dẫn thực hành","Support from lecturers","nên hướng dẫn chi tiết hơn","Neutral"
"5","môn học này chất lượng bình thường .","môn học này chất lượng bình thường","môn học","Course information","bình thường","Neutral"
"6","môn này là môn em hài lòng nhất từ trước tới giờ .","môn này là môn em hài lòng nhất từ trước tới giờ","môn này","General review","hài lòng nhất","Positive"
"7","nhờ thầy wzjwz267 dạy thế nhiều sinh viên tiến bộ hơn .","nhờ thầy wzjwz267 dạy thế nhiều sinh viên tiến bộ hơn","tiến bộ hơn","Teaching quality","dạy","Positive"
"8","vì em đã gần như không có được gì !","vì em đã gần như không có được gì","không có được gì","General review","không có được gì","Negative"
"9","tuy nhiên , cách trả lời về các vấn đề với sinh viên còn thiếu tôn trọng , đôi khi không trả lời mà dùng những lời lẽ không phù hợp trên cương vị giảng viên hỗ trợ việc học tập cho sinh viên .","tuy nhiên , cách trả lời về các vấn đề với sinh viên còn thiếu tôn trọng","trả lời về các vấn đề với sinh viên","Support from lecturers","thiếu tôn trọng","Negative"
"9","tuy nhiên , cách trả lời về các vấn đề với sinh viên còn thiếu tôn trọng , đôi khi không trả lời mà dùng những lời lẽ không phù hợp trên cương vị giảng viên hỗ trợ việc học tập cho sinh viên .","đôi khi không trả lời mà dùng những lời lẽ không phù hợp trên cương vị giảng viên hỗ trợ việc học tập cho sinh viên","trả lời mà dùng những lời lẽ không phù hợp trên cương vị giảng viên hỗ trợ","Support from lecturers","không trả lời mà dùng những lời lẽ không phù hợp","Negative"
"10","giảng viên nên nhiệt tình hơn trong giảng dạy .","giảng viên nên nhiệt tình hơn trong giảng dạy","giảng dạy","Teaching quality","nên nhiệt tình hơn","Neutral"
