"id","Review","Sentence Component","aspect_text","aspect","sentiment_text","sentiment"
"1","giảng viên hơi khó , bài tập hơi nặng đối với những sinh viên không chuyên ngành .","giảng viên hơi khó","hơi khó","Support from lecturers","khó","Negative"
"1","giảng viên hơi khó , bài tập hơi nặng đối với những sinh viên không chuyên ngành .","bài tập hơi nặng đối với những sinh viên không chuyên ngành","bài tập","Workload","nặng ","Negative"
"2","cập nhật nhiều kiến thức mới .","cập nhật nhiều kiến thức mới","kiến thức","Course information","cập nhật nhiều","Positive"
"3","đề nghị nên lắp đặt thêm màn che ở các cửa sổ phòng học , để có thể xem rõ máy chiếu hơn .","đề nghị nên lắp đặt thêm màn che ở các cửa sổ phòng học , để có thể xem rõ máy chiếu hơn","màn che ở các cửa sổ phòng học","Learning environment","đề nghị nên lắp đặt","Neutral"
"4","giáo viên nên giảng bài có trọng tâm hơn .","giáo viên nên giảng bài có trọng tâm hơn","giảng bài","Teaching quality","trọng tâm hơn","Neutral"
"5","giảng dạy ngiêm túc .","giảng dạy ngiêm túc","giảng dạy","Teaching quality","ngiêm túc","Positive"
"6","thầy giải đáp các thắc mắc rất tường tận !","thầy giải đáp các thắc mắc rất tường tận","giải đáp","Support from lecturers","tường tận","Positive"
"7","phòng máy cũ , nhưng nhìn chung thì không có ảnh hưởng gì vì thầy dạy rất nhiệt tình .","phòng máy cũ","phòng máy","Learning environment","cũ","Neutral"
"7","phòng máy cũ , nhưng nhìn chung thì không có ảnh hưởng gì vì thầy dạy rất nhiệt tình .","nhưng nhìn chung thì không có ảnh hưởng gì vì thầy dạy rất nhiệt tình","dạy","Teaching quality","nhiệt tình","Positive"
"8","cô giảng dạy nhiệt tình , hết lòng , vững kiến thức , truyền đạt tốt , cách giảng dạy khá tốt .","cô giảng dạy nhiệt tình , hết lòng , vững kiến thức","giảng dạy","Teaching quality","nhiệt tình , hết lòng , vững kiến thức","Positive"
"8","cô giảng dạy nhiệt tình , hết lòng , vững kiến thức , truyền đạt tốt , cách giảng dạy khá tốt .","truyền đạt tốt","truyền đạt","Teaching quality","tốt","Positive"
"8","cô giảng dạy nhiệt tình , hết lòng , vững kiến thức , truyền đạt tốt , cách giảng dạy khá tốt .","cách giảng dạy khá tốt","cách giảng dạy","Teaching quality","khá tốt","Positive"
"9","cô rất tận tâm ạ !","cô rất tận tâm ạ","tận tâm","Support from lecturers","tận tâm","Positive"
"10","giảng viên ít dạy từ mới , cấu trúc ngữ pháp vdotv .","giảng viên ít dạy từ mới , cấu trúc ngữ pháp vdotv","dạy","Teaching quality","ít","Negative"
"11","tuy nhiên thường cung cấp bài tập trên lớp với thời gian hạn hẹp và chấm điểm thiếu công bằng .","tuy nhiên thường cung cấp bài tập trên lớp với thời gian hạn hẹp","bài tập","Workload","thời gian hạn hẹp","Negative"
"11","tuy nhiên thường cung cấp bài tập trên lớp với thời gian hạn hẹp và chấm điểm thiếu công bằng .","chấm điểm thiếu công bằng","chấm điểm","Test and evaluation","thiếu công bằng","Negative"
"12","giảng viên truyền đạt kinh nghiệm thực tế , đảm bảo giờ lên lớp .","giảng viên truyền đạt kinh nghiệm thực tế","truyền đạt","Teaching quality","thực tế","Positive"
"12","giảng viên truyền đạt kinh nghiệm thực tế , đảm bảo giờ lên lớp .","đảm bảo giờ lên lớp","giờ lên lớp","Organization and management","đảm bảo","Positive"
"13","dạy bằng tiếng anh , giao lưu vui vẻ .","dạy bằng tiếng anh","dạy","Teaching quality","bằng tiếng anh","Neutral"
"13","dạy bằng tiếng anh , giao lưu vui vẻ .","giao lưu vui vẻ","giao lưu","Support from lecturers","vui vẻ","Positive"
"14","thầy tận tâm , nhiệt tình , hòa đồng với học sinh .","thầy tận tâm , nhiệt tình , hòa đồng với học sinh","tận tâm , nhiệt tình , hòa đồng","Support from lecturers","tận tâm , nhiệt tình , hòa đồng","Positive"
"15","thầy giảng khá chậm rãi , mạch lạc , dễ tiếp thu nên có thể giải đáp được những khúc mắc của học sinh .","thầy giảng khá chậm rãi , mạch lạc , dễ tiếp thu","giảng","Teaching quality","chậm rãi , mạch lạc , dễ tiếp thu","Positive"
"15","thầy giảng khá chậm rãi , mạch lạc , dễ tiếp thu nên có thể giải đáp được những khúc mắc của học sinh .","nên có thể giải đáp được những khúc mắc của học sinh","giải đáp","Support from lecturers","giải đáp được","Positive"
"16","giáo viên cần thông báo đầy đủ các vấn đề sinh viên cần biết trên moodle , cung cấp các slide thực hành trước các buổi thực hành để sinh viên tìm hiểu trước .","giáo viên cần thông báo đầy đủ các vấn đề sinh viên cần biết trên moodle","thông báo","Organization and management","cần thông báo đầy đủ","Neutral"
"16","giáo viên cần thông báo đầy đủ các vấn đề sinh viên cần biết trên moodle , cung cấp các slide thực hành trước các buổi thực hành để sinh viên tìm hiểu trước .","cung cấp các slide thực hành trước các buổi thực hành để sinh viên tìm hiểu trước","slide thực hành","Course information","cung cấp","Neutral"
"17","cô dạy nhiệt tình dễ hiểu , sửa bài cẩn thận chi tiết .","cô dạy nhiệt tình dễ hiểu , sửa bài cẩn thận chi tiết","dạy","Teaching quality","nhiệt tình dễ hiểu , sửa bài cẩn thận chi tiết","Positive"
"18","môn khó hiểu quá , học xong chỉ hình dung một ít về môn học , thầy dạy còn chưa hiểu hết được môn học .","môn khó hiểu quá","môn","Course information","khó hiểu","Negative"
"18","môn khó hiểu quá , học xong chỉ hình dung một ít về môn học , thầy dạy còn chưa hiểu hết được môn học .","học xong chỉ hình dung một ít về môn học","môn học","Course information","chỉ hình dung một ít","Negative"
"18","môn khó hiểu quá , học xong chỉ hình dung một ít về môn học , thầy dạy còn chưa hiểu hết được môn học .","thầy dạy còn chưa hiểu hết được môn học","dạy","Teaching quality","chưa hiểu hết","Negative"
"19","phòng còn thiếu chất lượng , nhất là máy chiếu , máy chiếu gì mà mờ vàng không , làm giảm chất lượng slide trình chiếu , ảnh hưởng tới khả năng tiếp thu khi thầy wzjwz33 mô phỏng lý thuyết bằng hình ảnh .","phòng còn thiếu chất lượng , nhất là máy chiếu , máy chiếu gì mà mờ vàng không , làm giảm chất lượng slide trình chiếu , ảnh hưởng tới khả năng tiếp thu khi thầy wzjwz33 mô phỏng lý thuyết bằng hình ảnh","phòng còn thiếu chất lượng","Learning environment","thiếu chất lượng , nhất là máy chiếu , máy chiếu gì mà mờ vàng không , làm giảm chất lượng slide trình chiếu , ảnh hưởng tới khả năng tiếp thu","Negative"
"20","thầy giảng bài ít trong khi kiến thức rất nhiều , chủ yếu bảo sinh viên lên google tìm rồi học , bài tập thực hành không đồng nhất với bài học lý thuyết , toàn thực hành trước cả bài học .","thầy giảng bài ít trong khi kiến thức rất nhiều , chủ yếu bảo sinh viên lên google tìm rồi học","giảng bài","Teaching quality","ít trong khi kiến thức rất nhiều , chủ yếu bảo sinh viên lên google tìm rồi học","Negative"
"20","thầy giảng bài ít trong khi kiến thức rất nhiều , chủ yếu bảo sinh viên lên google tìm rồi học , bài tập thực hành không đồng nhất với bài học lý thuyết , toàn thực hành trước cả bài học .","bài tập thực hành không đồng nhất với bài học lý thuyết , toàn thực hành trước cả bài học","bài tập thực hành","Course information","không đồng nhất","Negative"
"21","giảng viên nhiệt tính tâm huyết .","giảng viên nhiệt tính tâm huyết","nhiệt tính tâm huyết","Support from lecturers","nhiệt tính tâm huyết","Positive"
"22","môn học chỉ có 2 tiết nên kiến thức vẫn chưa truyền đạt hết , thời gian phân bố môn học chưa hợp lý lắm sáng học 3 tiết rồi chiều học 2 tiết .","môn học chỉ có 2 tiết nên kiến thức vẫn chưa truyền đạt hết , thời gian phân bố môn học chưa hợp lý lắm sáng học 3 tiết rồi chiều học 2 tiết","môn học chỉ có 2 tiết","Organization and management","chỉ có 2 tiết nên kiến thức vẫn chưa truyền đạt hết , thời gian phân bố môn học chưa hợp lý","Negative"
"23","slide dễ hiểu , đầy đủ .","slide dễ hiểu , đầy đủ","slide","Course information","dễ hiểu , đầy đủ","Positive"
"24","sinh viên than phiền nhiều sau 3 tuần thì mới có giảng viên khác thay thế .","sinh viên than phiền nhiều sau 3 tuần thì mới có giảng viên khác thay thế","giảng viên khác thay thế","Organization and management","than phiền nhiều sau 3 tuần","Negative"
"25","cô dạy vui vẻ .","cô dạy vui vẻ","dạy","Teaching quality","vui vẻ","Positive"
"26","cần có thêm tài liệu tiếng việt vì nhiều khi không phải ai cũng giỏi tiếng anh để theo kịp slide tiếng anh .","cần có thêm tài liệu tiếng việt vì nhiều khi không phải ai cũng giỏi tiếng anh để theo kịp slide tiếng anh","tài liệu tiếng việt","Course information","cần có thêm","Neutral"
"27","chính vì đặc thù của môn học là như vậy , nên khi code thầy nên quay lại màn hình cho sinh viên về xem lại , thời gian code lâu , hơn nữa cho dù sinh viên hiểu code nhưng khó để hình dung các ký tự một cách chính xác .","chính vì đặc thù của môn học là như vậy , nên khi code thầy nên quay lại màn hình cho sinh viên về xem lại , thời gian code lâu , hơn nữa cho dù sinh viên hiểu code nhưng khó để hình dung các ký tự một cách chính xác","đặc thù của môn học","Teaching quality","nên khi code thầy nên quay lại màn hình cho sinh viên về xem lại , thời gian code lâu , hơn nữa cho dù sinh viên hiểu code nhưng khó để hình dung các ký tự một cách chính xác","Neutral"
"28","dạy nhiệt tình , dạy hết mình .","dạy nhiệt tình","dạy","Teaching quality","nhiệt tình","Positive"
"28","dạy nhiệt tình , dạy hết mình .","dạy hết mình","dạy","Teaching quality","hết mình","Positive"
"29","khả năng truyền đạt của giảng viên còn hạn chế .","khả năng truyền đạt của giảng viên còn hạn chế","khả năng truyền đạt","Teaching quality","còn hạn chế","Negative"
"30","luôn nhiệt tình , cập nhập những thông tin mới nhất cho sinh viên biết .","luôn nhiệt tình","luôn nhiệt tình","Support from lecturers","luôn nhiệt tình","Positive"
"30","luôn nhiệt tình , cập nhập những thông tin mới nhất cho sinh viên biết .","cập nhập những thông tin mới nhất cho sinh viên biết","cập nhập những thông tin","Support from lecturers","mới nhất","Positive"
"31","thầy rất tận tình và hiểu sinh viên .","thầy rất tận tình và hiểu sinh viên","tận tình và hiểu","Support from lecturers","tận tình và hiểu","Positive"
"32","giáo viên giảng dạy nhiệt tình , tận tâm , tạo điều kiện tốt nhất cho sinh viên , ân cần , chu đáo .","giáo viên giảng dạy nhiệt tình , tận tâm , tạo điều kiện tốt nhất cho sinh viên , ân cần , chu đáo","giảng dạy","Teaching quality","nhiệt tình , tận tâm , tạo điều kiện tốt nhất cho sinh viên , ân cần , chu đáo","Positive"
"33","thật kỳ là ở môn này các hệ cơ sở tri thức thuộc hệ thống thông tin và chuyên ngành khoa học máy tính gần như giống nhau về kiến thức giảng dạy , nhưng lại khác nhau về số chỉ .","thật kỳ là ở môn này các hệ cơ sở tri thức thuộc hệ thống thông tin và chuyên ngành khoa học máy tính gần như giống nhau về kiến thức giảng dạy , nhưng lại khác nhau về số chỉ","môn này các hệ cơ sở tri thức thuộc hệ thống thông tin và chuyên ngành khoa học máy tính","Course information","gần như giống nhau về kiến thức giảng dạy , nhưng lại khác nhau về số chỉ","Neutral"
"34","sự kiên nhẫn và tận tình giảng , chỉ lỗi sai cho sinh viên khi thực hành .","sự kiên nhẫn và tận tình giảng , chỉ lỗi sai cho sinh viên khi thực hành","sự kiên nhẫn và tận tình giảng , chỉ lỗi sai cho sinh viên khi thực hành","Support from lecturers","kiên nhẫn và tận tình giảng , chỉ lỗi sai","Positive"
"35","cô rất tận tình , và thận thiện , cô luôn giải đáp các thắc mắc cho sinh viên dễ hiểu .","cô rất tận tình , và thận thiện","tận tình , và thận thiện","Support from lecturers","tận tình , và thận thiện","Positive"
"35","cô rất tận tình , và thận thiện , cô luôn giải đáp các thắc mắc cho sinh viên dễ hiểu .","cô luôn giải đáp các thắc mắc cho sinh viên dễ hiểu","giải đáp","Support from lecturers","dễ hiểu","Positive"
