id,Review,Sentence Component,aspect_text,aspect,sentiment_text,sentiment
1,quá kém .,quá kém,quá kém,General review,quá kém,Negative
2,đề cương đầy đủ chi tiết .,đề cương đầy đủ chi tiết,đề cương,Course information,đầy đủ chi tiết,Positive
3,môn lập trình trên thiết bị di động nên lấy điểm đồ án thay cho thi cuối kỳ luôn chứ không nên thi cuối kỳ như hiện nay .,môn lập trình trên thiết bị di động nên lấy điểm đồ án thay cho thi cuối kỳ luôn chứ không nên thi cuối kỳ như hiện nay,môn lập trình trên thiết bị di động nên lấy điểm đồ án thay cho thi cuối kỳ,Test and evaluation,nên lấy điểm đồ án thay cho thi cuối kỳ luôn chứ không nên thi cuối kỳ như hiện nay,Neutral
4,"cho thảo luận , làm seminar .","cho thảo luận , làm seminar","cho thảo luận , làm seminar",Teaching quality,"cho thảo luận , làm seminar",Positive
5,bơi rất vui .,bơi rất vui,bơi,Course information,rất vui,Positive
6,"ít gì thì mình là người trẻ , năng động xíu đi , chứ đừng ngồi chỗ .","ít gì thì mình là người trẻ , năng động xíu đi , chứ đừng ngồi chỗ","ít gì thì mình là người trẻ , năng động xíu đi , chứ đừng ngồi chỗ",Teaching quality,"năng động xíu đi , chứ đừng ngồi chỗ",Negative
7,"sau khi làm xong các project của thầy thì thấy level mình tăng lên hẳn , rất quý thầy và gặp lại ở các môn sau .",sau khi làm xong các project của thầy thì thấy level mình tăng lên hẳn,làm xong các project ,Workload, thấy level mình tăng lên hẳn,Positive
7,"sau khi làm xong các project của thầy thì thấy level mình tăng lên hẳn , rất quý thầy và gặp lại ở các môn sau .",rất quý thầy và gặp lại ở các môn sau, rất quý thầy và gặp lại ở các môn sau,Teaching quality,rất quý thầy và gặp lại ở các môn sau,Positive
8,"cô wzjwz258 dạy rất nhiệt tình , thoải mái .","cô wzjwz258 dạy rất nhiệt tình , thoải mái ",dạy,Teaching quality,"rất nhiệt tình , thoải mái",Positive
9,thay vì đưa bài ra rồi bảo các bạn nộp kết quả .,thay vì đưa bài ra rồi bảo các bạn nộp kết quả,thay vì đưa bài ra rồi bảo các bạn nộp kết quả,Support from lecturers,thay vì đưa bài ra rồi bảo các bạn nộp kết quả,Neutral
10,"cần có những tiết ngoại khóa như giao lưu tiếng anh giữa các lớp , thực hành giao tiếp ngoài xã hội .","cần có những tiết ngoại khóa như giao lưu tiếng anh giữa các lớp , thực hành giao tiếp ngoài xã hội"," tiết ngoại khóa như giao lưu tiếng anh giữa các lớp , thực hành giao tiếp ngoài xã hội",Organization and management,cần có ,Neutral
11,"thầy dạy tốt , dễ hiểu , hài nữa chứ , nói chung không khí lớp vui vẻ =) .","thầy dạy tốt , dễ hiểu , hài nữa chứ",dạy,Teaching quality,"tốt , dễ hiểu , hài nữa chứ",Positive
11,"thầy dạy tốt , dễ hiểu , hài nữa chứ , nói chung không khí lớp vui vẻ =) .",nói chung không khí lớp vui vẻ,không khí lớp,Learning environment,vui vẻ ,Positive
12,"giảng viên đánh giá không khách quan , có những đánh giá thiên vị , thiếu chuyên nghiệp .",giảng viên đánh giá không khách quan ,đánh giá,Test and evaluation,không khách quan,Negative
12,"giảng viên đánh giá không khách quan , có những đánh giá thiên vị , thiếu chuyên nghiệp .","có những đánh giá thiên vị , thiếu chuyên nghiệp",có những đánh giá,Test and evaluation,"thiên vị , thiếu chuyên nghiệp",Negative
13,"thường xuyên cho nghỉ , bù nhưng cũng báo nghỉ trên courses , không hề báo trực tiếp lên daa .",thường xuyên cho nghỉ, cho nghỉ,Organization and management,thường xuyên cho nghỉ,Negative
13,"thường xuyên cho nghỉ , bù nhưng cũng báo nghỉ trên courses , không hề báo trực tiếp lên daa .","bù nhưng cũng báo nghỉ trên courses , không hề báo trực tiếp lên daa","bù nhưng cũng báo nghỉ trên courses , không hề báo trực tiếp lên daa",Organization and management,"báo nghỉ trên courses , không hề báo trực tiếp lên daa",Negative
14,cung cấp cho sinh viên những kiến thức tổng quát về môn học .,cung cấp cho sinh viên những kiến thức tổng quát về môn học,cung cấp cho sinh viên những kiến thức tổng quát về môn học,Teaching quality,cung cấp cho sinh viên những kiến thức tổng quát,Positive
15,"nhiệt tình , chu đáo .","nhiệt tình , chu đáo","nhiệt tình , chu đáo",Support from lecturers,"nhiệt tình , chu đáo",Positive
16,thầy nên chiếu hết các bài tập có trong slide của thầy ạ .,thầy nên chiếu hết các bài tập có trong slide của thầy ạ ,các bài tập có trong slide của thầy,Workload,nên chiếu hết,Neutral
17,hầu hết sinh viên đều ngủ gật trong lớp .,hầu hết sinh viên đều ngủ gật trong lớp,hầu hết sinh viên đều ngủ gật trong lớp,Teaching quality,đều ngủ gật trong lớp,Negative
18,"môn học này mặc dù phòng đào tạo cho sinh viên đăng ký nhưng em không thấy sắp xếp lịch học , phòng học .","môn học này mặc dù phòng đào tạo cho sinh viên đăng ký nhưng em không thấy sắp xếp lịch học , phòng học "," sắp xếp lịch học , phòng học",Organization and management,không thấy,Negative
19,chấm điểm trên khmtdotuitdotedudotvn .,chấm điểm trên khmtdotuitdotedudotvn,chấm điểm,Test and evaluation,chấm điểm trên khmtdotuitdotedudotvn,Neutral
20,"thầy đẹp trai , vui tính , hòa đồng với học sinh .","thầy đẹp trai , vui tính , hòa đồng với học sinh","thầy đẹp trai , vui tính , hòa đồng với học sinh",Teaching quality,"đẹp trai , vui tính , hòa đồng với học sinh",Positive
21,giảng viên tuyệt vời .,giảng viên tuyệt vời,giảng viên tuyệt vời,Teaching quality, tuyệt vời,Positive
22,trung bình .,trung bình,trung bình,General review,trung bình,Neutral
23,nghỉ sinh em bé vui vẻ nha cô .,nghỉ sinh em bé vui vẻ nha cô,nghỉ sinh em bé vui vẻ nha cô,General review,vui vẻ,Positive
24,thầy nên giảng bài nhanh hơn để sinh viên có thể thực hành tốt hơn vì lý thuyết chưa kịp chương trình thực hành .,thầy nên giảng bài nhanh hơn, giảng bài ,Teaching quality,nên giảng bài nhanh hơn,Neutral
24,thầy nên giảng bài nhanh hơn để sinh viên có thể thực hành tốt hơn vì lý thuyết chưa kịp chương trình thực hành .,để sinh viên có thể thực hành tốt hơn vì lý thuyết chưa kịp chương trình thực hành, lý thuyết chưa kịp chương trình thực hành,Course information, lý thuyết chưa kịp chương trình thực hành,Negative
25,máy chiếu trong phòng quá mờ .,máy chiếu trong phòng quá mờ,máy chiếu trong phòng,Learning environment,quá mờ,Negative
26,"theo em , trường cần trang bị lại máy chiếu , phòng học còn nóng .","theo em , trường cần trang bị lại máy chiếu",máy chiếu,Learning environment, trường cần trang bị lại,Neutral
