"id","Review","Sentence Component","aspect_text","aspect","sentiment_text","sentiment"
"1","thầy hiền dễ thương vui tính giảng rất dễ hiểu và tận tình .","thầy hiền dễ thương vui tính","thầy","General review"," hiền dễ thương vui tính","Positive"
"1","thầy hiền dễ thương vui tính giảng rất dễ hiểu và tận tình .","giảng rất dễ hiểu và tận tình","giảng","Teaching quality","rất dễ hiểu và tận tình","Positive"
"2","có sách , giáo trình cụ thể để xác định đươc rõ mục đích của môn học .","có sách , giáo trình cụ thể để xác định đươc rõ mục đích của môn học ","có sách , giáo trình cụ thể","Course information","xác định đươc rõ mục đích của môn học","Positive"
"3","cô dạy vui kỹ năng nhiệt tình .","cô dạy vui kỹ năng nhiệt tình","cô dạy","Teaching quality","vui kỹ năng nhiệt tình","Positive"
"4","chưa có trình độ sư phạm cao , nên việc giảng giải vấn đề có nhiều lúc chưa rõ .","chưa có trình độ sư phạm cao","trình độ sư phạm","Teaching quality","chưa có ","Negative"
"4","chưa có trình độ sư phạm cao , nên việc giảng giải vấn đề có nhiều lúc chưa rõ ."," nên việc giảng giải vấn đề có nhiều lúc chưa rõ"," việc giảng giải vấn đề ","Teaching quality","chưa rõ","Negative"
"5","giảng viên tận tâm , tận tình .","giảng viên tận tâm , tận tình","giảng viên","Teaching quality"," tận tâm , tận tình ","Positive"
"6","cần có nhiều trò chơi nhằm kích thích tính hiếu thắng của sinh viên chất lượng học tốt hơn .","cần có nhiều trò chơi nhằm kích thích tính hiếu thắng của sinh viên chất lượng học tốt hơn","cần có nhiều trò chơi nhằm kích thích tính hiếu thắng của sinh viên chất lượng học tốt hơn","General review","cần có nhiều trò chơi ","Neutral"
"7","giảng viên nhiệt tình , bài học gắn với thực tế , thường xuyên cho bài tập để củng cố kiến thức .","giảng viên nhiệt tình ","giảng viên","Teaching quality"," nhiệt tình","Positive"
"7","giảng viên nhiệt tình , bài học gắn với thực tế , thường xuyên cho bài tập để củng cố kiến thức ."," bài học gắn với thực tế","bài học","Course information"," gắn với thực tế","Positive"
"7","giảng viên nhiệt tình , bài học gắn với thực tế , thường xuyên cho bài tập để củng cố kiến thức .","thường xuyên cho bài tập để củng cố kiến thức","thường xuyên cho bài tập ","Support from lecturers","củng cố kiến thức","Positive"
"8","tóm lại thầy nên học một khóa về kỹ năng giao tiếp .","tóm lại thầy nên học một khóa về kỹ năng giao tiếp","tóm lại thầy nên học một khóa về kỹ năng giao tiếp","General review","tóm lại thầy nên ","Neutral"
"9","nhiệt tình , thực tế .","nhiệt tình , thực tế ","nhiệt tình , thực tế ","Teaching quality","nhiệt tình , thực tế","Positive"
"10","nên tập trung vào nghe và nói tiếng anh nhiều hơn .","nên tập trung vào nghe và nói tiếng anh nhiều hơn"," nghe và nói tiếng anh","Course information","nên tập trung vào","Neutral"
"11","cách giảng dạy chưa đạt hiệu quả cao .","cách giảng dạy chưa đạt hiệu quả cao","ách giảng dạy ","Teaching quality","chưa đạt hiệu quả cao","Negative"
